,_n_M_512_e500_b16_lr0.001_4 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0005_3 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0005_2 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.005_2 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.005_3 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0001_2 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0001_3 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.001_3 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.001_2 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_3 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_2 - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.0001_1 - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.0005_1 - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.001_1 - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.005_1 - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0005_1 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.005_1 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0001_1 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5
499,0.5645922827203879,0.5362511203340361,0.5633095079669829,0.5330641635472401,0.5195304974542122,0.5027482163189827,0.5027410838748106,0.5670780264265787,0.5797231517296353,0.4345100552386167,0.4751827216333874,0.4930423835765666,0.553765081457485,0.5793114200812065,0.56141819534607,0.5317804694407847,0.5742056848048906,0.5165877344573342,0.5073752233150064,0.490460958413924
