,_n_S_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5,_n_X_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5,_n_L_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5,_n_N_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5,_n_L6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5,_n_M6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5,_n_X6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5,_n_S6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5,_n_N6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5
499,0.4605290672801823,0.3322581427169322,0.4941146150179359,0.4357617802712871,0.490460958413924,0.2760595509648766,0.3901638220932835,0.3114894491946725,0.2407640105289208,0.2154303229979559
