,_n_S_512_e500_b16_lr0.01_2 (S) - metrics/mAP_0.5,_n_S_512_e500_b16_lr0.01_3 (S) - metrics/mAP_0.5,_n_S_512_e500_b16_lr0.01_1 (S) - metrics/mAP_0.5,_n_N_512_e500_b16_lr0.01_3 (N) - metrics/mAP_0.5,_n_N_512_e500_b16_lr0.01_2 (N) - metrics/mAP_0.5,_n_N_512_e500_b16_lr0.01_1 (N) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_3 (M) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_2 (M) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_1 (M) - metrics/mAP_0.5,_n_L_512_e500_b16_lr0.01_3 (L) - metrics/mAP_0.5,_n_L_512_e500_b16_lr0.01_2 (L) - metrics/mAP_0.5,_n_L_512_e500_b16_lr0.01_1 (L) - metrics/mAP_0.5,_n_X_512_e500_b16_lr0.01_3 (X) - metrics/mAP_0.5,_n_X_512_e500_b16_lr0.01_2 (X) - metrics/mAP_0.5,_n_X_512_e500_b16_lr0.01_1 (X) - metrics/mAP_0.5
499,0.4990937698709317,0.4732530070736755,0.4605290672801823,0.4170633332240513,0.4261435898459761,0.4111640097772844,0.4345100552386167,0.4751827216333874,0.490460958413924,0.4945943022237145,0.4971385197842156,0.4941146150179359,0.4659532468104059,0.4284468363783819,0.3322581427169322
