,_n_M_512_e500_b64_lr0.01_3 - metrics/mAP_0.5,_n_M_512_e500_b64_lr0.01_2 - metrics/mAP_0.5,_n_M_512_e500_b32_lr0.01_3 - metrics/mAP_0.5,_n_M_512_e500_b32_lr0.01_2 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_3 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_2 - metrics/mAP_0.5,_n_M_512_e500_b64_lr0.01_1 - metrics/mAP_0.5,_n_M_512_e500_b32_lr0.01_1 - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5
499,0.5024861069987897,0.4699606735033491,0.4772664244487241,0.4606493999758599,0.4996003875716452,0.4868933167813583,0.4710972893335934,0.4916052855418494,0.490460958413924
