,_m_M_512_e500_b16_lr0.01_standardized_3 - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.01_standardized_2 - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.01_2 - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.01_3 - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.01_standardized_1 - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5
499,0.5206195017373083,0.5236010222189946,0.5523839037110185,0.5355971867679633,0.5148627057628778,0.5317804694407847
