,_n_M_512_e500_b16_lr0.0001_scratch_3 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0001_scratch_2 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0005_scratch_3 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0005_scratch_2 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.001_scratch_3 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.001_scratch_2 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.005_scratch_3 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.005_scratch_2 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_scratch_3 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_scratch_2 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.005_scratch_1 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0005_scratch_1 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0001_scratch_1 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.001_scratch_1 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_scratch_1 (Scratch) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.001_4 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0005_3 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0005_2 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.005_2 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.005_3 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0001_2 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0001_3 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.001_3 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.001_2 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_3 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_2 (Pretrained) - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.0001_1 (Pretrained) - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.0005_1 (Pretrained) - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.001_1 (Pretrained) - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.005_1 (Pretrained) - metrics/mAP_0.5,_m_M_512_e500_b16_lr0.01_1 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0005_1 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.005_1 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.0001_1 (Pretrained) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_1 (Pretrained) - metrics/mAP_0.5
499,0.1271957927529321,0.0262446945414365,0.3777794993614866,0.4368029099967755,0.4517179024593792,0.4515917946763418,0.4509147900406005,0.4590288006316699,0.4306574074530083,0.4307508083189376,0.4550401238907586,0.4217967139102339,0.0212402207164982,0.4440080616797653,0.3771662581888782,0.5645922827203879,0.5362511203340361,0.5633095079669829,0.5330641635472401,0.5195304974542122,0.5027482163189827,0.5027410838748106,0.5670780264265787,0.5797231517296353,0.4345100552386167,0.4751827216333874,0.4930423835765666,0.553765081457485,0.5793114200812065,0.56141819534607,0.5317804694407847,0.5742056848048906,0.5165877344573342,0.5073752233150064,0.490460958413924
