,_n_S_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5,_n_X_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5,_n_L_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5,_n_N_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5,_n_M_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5,_n_X_1024_e500_b8_lr0.01_1 (1024) - metrics/mAP_0.5,_n_L_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5,_n_S_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5,_n_M_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5,_n_N_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5
499,0.4605290672801823,0.3322581427169322,0.4941146150179359,0.4357617802712871,0.490460958413924,0.4764722123035508,0.4860122462404321,0.4949144902013391,0.524971390638906,0.5122226806414687
