"Step","_n_M_512_e500_b16_lr0.001_4 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.001_4 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.001_4 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.0005_3 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.0005_3 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.0005_3 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.0005_2 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.0005_2 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.0005_2 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.005_2 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.005_2 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.005_2 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.005_3 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.005_3 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.005_3 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.0001_2 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.0001_2 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.0001_2 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.0001_3 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.0001_3 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.0001_3 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.001_3 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.001_3 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.001_3 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.001_2 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.001_2 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.001_2 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_3 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_3 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_3 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_2 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_2 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_2 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.0005_1 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.0005_1 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.0005_1 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.005_1 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.005_1 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.005_1 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.0001_1 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.0001_1 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.0001_1 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5__MAX"
"101","0.4202894913847144","0.4202894913847144","0.4202894913847144","0.4772601173708408","0.4772601173708408","0.4772601173708408","0.47469086163381913","0.47469086163381913","0.47469086163381913","0.20112348976198827","0.20112348976198827","0.20112348976198827","0.2118128165625145","0.2118128165625145","0.2118128165625145","0.18849919190398562","0.18849919190398562","0.18849919190398562","0.24421036339085597","0.24421036339085597","0.24421036339085597","0.3941966462184714","0.3941966462184714","0.3941966462184714","0.4068133484167247","0.4068133484167247","0.4068133484167247","0.1095329313038385","0.1095329313038385","0.1095329313038385","0.1901144499221253","0.1901144499221253","0.1901144499221253","0.4658844817855492","0.4658844817855492","0.4658844817855492","0.23059621717562984","0.23059621717562984","0.23059621717562984","0.23492753481903503","0.23492753481903503","0.23492753481903503","0.19520920564624783","0.19520920564624783","0.19520920564624783"
"102","0.4368876427663889","0.4368876427663889","0.4368876427663889","0.49113888297592445","0.49113888297592445","0.49113888297592445","0.4855290927565403","0.4855290927565403","0.4855290927565403","0.1926571796653662","0.1926571796653662","0.1926571796653662","0.2854808720323763","0.2854808720323763","0.2854808720323763","0.2383060871213538","0.2383060871213538","0.2383060871213538","0.2614847056698846","0.2614847056698846","0.2614847056698846","0.4257164118652074","0.4257164118652074","0.4257164118652074","0.4416881055631007","0.4416881055631007","0.4416881055631007","0.13135583463136735","0.13135583463136735","0.13135583463136735","0.1725325722157023","0.1725325722157023","0.1725325722157023","0.5039142981894131","0.5039142981894131","0.5039142981894131","0.31082059529695044","0.31082059529695044","0.31082059529695044","0.27758408915666727","0.27758408915666727","0.27758408915666727","0.18986982783772657","0.18986982783772657","0.18986982783772657"
"103","0.4309926788636341","0.4309926788636341","0.4309926788636341","0.49504999535361704","0.49504999535361704","0.49504999535361704","0.4764271432404499","0.4764271432404499","0.4764271432404499","0.2707589051697411","0.2707589051697411","0.2707589051697411","0.24620156863954212","0.24620156863954212","0.24620156863954212","0.28842728439687926","0.28842728439687926","0.28842728439687926","0.2532462912860604","0.2532462912860604","0.2532462912860604","0.41331668319605","0.41331668319605","0.41331668319605","0.4498919526273913","0.4498919526273913","0.4498919526273913","0.11349181546301344","0.11349181546301344","0.11349181546301344","0.14404274621348817","0.14404274621348817","0.14404274621348817","0.4995810216828022","0.4995810216828022","0.4995810216828022","0.3179778230261669","0.3179778230261669","0.3179778230261669","0.2873841085927125","0.2873841085927125","0.2873841085927125","0.10215744894185554","0.10215744894185554","0.10215744894185554"
"104","0.4552984993854187","0.4552984993854187","0.4552984993854187","0.48263454733063615","0.48263454733063615","0.48263454733063615","0.42272281765051867","0.42272281765051867","0.42272281765051867","0.3141250629920814","0.3141250629920814","0.3141250629920814","0.2811191408066669","0.2811191408066669","0.2811191408066669","0.25851605351531237","0.25851605351531237","0.25851605351531237","0.2530388777158865","0.2530388777158865","0.2530388777158865","0.39084107151780195","0.39084107151780195","0.39084107151780195","0.4641210532427942","0.4641210532427942","0.4641210532427942","0.10663500073462087","0.10663500073462087","0.10663500073462087","0.1853746710230442","0.1853746710230442","0.1853746710230442","0.4654955535891274","0.4654955535891274","0.4654955535891274","0.33416399707153843","0.33416399707153843","0.33416399707153843","0.29716031390353087","0.29716031390353087","0.29716031390353087","0.1646863122733936","0.1646863122733936","0.1646863122733936"
"105","0.46330594970941363","0.46330594970941363","0.46330594970941363","0.4746330544533033","0.4746330544533033","0.4746330544533033","0.4203340322734442","0.4203340322734442","0.4203340322734442","0.31517727883764346","0.31517727883764346","0.31517727883764346","0.31147301298117486","0.31147301298117486","0.31147301298117486","0.22444768010075233","0.22444768010075233","0.22444768010075233","0.2568475668944588","0.2568475668944588","0.2568475668944588","0.37990264579803057","0.37990264579803057","0.37990264579803057","0.4601371788810601","0.4601371788810601","0.4601371788810601","0.0974664612256365","0.0974664612256365","0.0974664612256365","0.2027267296869795","0.2027267296869795","0.2027267296869795","0.4722175281098526","0.4722175281098526","0.4722175281098526","0.31435843810625896","0.31435843810625896","0.31435843810625896","0.2904762005635896","0.2904762005635896","0.2904762005635896","0.09894967220562742","0.09894967220562742","0.09894967220562742"
"106","0.42609625913287474","0.42609625913287474","0.42609625913287474","0.4327863029531732","0.4327863029531732","0.4327863029531732","0.44536411856350955","0.44536411856350955","0.44536411856350955","0.2695041855917371","0.2695041855917371","0.2695041855917371","0.2504915118066214","0.2504915118066214","0.2504915118066214","0.26096053966274707","0.26096053966274707","0.26096053966274707","0.28098977076072773","0.28098977076072773","0.28098977076072773","0.39615944900615246","0.39615944900615246","0.39615944900615246","0.4489602352994268","0.4489602352994268","0.4489602352994268","0.09756197845468388","0.09756197845468388","0.09756197845468388","0.1336035210257001","0.1336035210257001","0.1336035210257001","0.4366054745817654","0.4366054745817654","0.4366054745817654","0.31976155716591415","0.31976155716591415","0.31976155716591415","0.31117974153801153","0.31117974153801153","0.31117974153801153","0.07988210209897803","0.07988210209897803","0.07988210209897803"
"107","0.4172542786180076","0.4172542786180076","0.4172542786180076","0.4447749177425225","0.4447749177425225","0.4447749177425225","0.4610463271855859","0.4610463271855859","0.4610463271855859","0.27404937110313415","0.27404937110313415","0.27404937110313415","0.28980049014655385","0.28980049014655385","0.28980049014655385","0.2249008814002594","0.2249008814002594","0.2249008814002594","0.2578582305933529","0.2578582305933529","0.2578582305933529","0.4002799380143502","0.4002799380143502","0.4002799380143502","0.45995398045869246","0.45995398045869246","0.45995398045869246","0.10048297874884968","0.10048297874884968","0.10048297874884968","0.1887507659590419","0.1887507659590419","0.1887507659590419","0.44148878367751065","0.44148878367751065","0.44148878367751065","0.3043917262283794","0.3043917262283794","0.3043917262283794","0.3061736627185993","0.3061736627185993","0.3061736627185993","0.07470575530048415","0.07470575530048415","0.07470575530048415"
"108","0.4291751250876613","0.4291751250876613","0.4291751250876613","0.4245955711047979","0.4245955711047979","0.4245955711047979","0.4849213838070442","0.4849213838070442","0.4849213838070442","0.22045261705453942","0.22045261705453942","0.22045261705453942","0.2870144946415724","0.2870144946415724","0.2870144946415724","0.2278025135372737","0.2278025135372737","0.2278025135372737","0.24522405921950297","0.24522405921950297","0.24522405921950297","0.41021773185979693","0.41021773185979693","0.41021773185979693","0.4302137452888319","0.4302137452888319","0.4302137452888319","0.07894093321469275","0.07894093321469275","0.07894093321469275","0.11792723810738134","0.11792723810738134","0.11792723810738134","0.45161958909725636","0.45161958909725636","0.45161958909725636","0.32011184818598426","0.32011184818598426","0.32011184818598426","0.3111672101726081","0.3111672101726081","0.3111672101726081","0.1615856656720338","0.1615856656720338","0.1615856656720338"
"109","0.43829465655259686","0.43829465655259686","0.43829465655259686","0.42282617757806074","0.42282617757806074","0.42282617757806074","0.4623306861353","0.4623306861353","0.4623306861353","0.32480639483726087","0.32480639483726087","0.32480639483726087","0.30886423657976086","0.30886423657976086","0.30886423657976086","0.26811566667689946","0.26811566667689946","0.26811566667689946","0.2787146874017195","0.2787146874017195","0.2787146874017195","0.422205124802137","0.422205124802137","0.422205124802137","0.4450336202434461","0.4450336202434461","0.4450336202434461","0.18772258852217222","0.18772258852217222","0.18772258852217222","0.2040483330526845","0.2040483330526845","0.2040483330526845","0.4560919234685314","0.4560919234685314","0.4560919234685314","0.3407975227567591","0.3407975227567591","0.3407975227567591","0.35539051608842864","0.35539051608842864","0.35539051608842864","0.19026683700880698","0.19026683700880698","0.19026683700880698"
"110","0.41512352122095497","0.41512352122095497","0.41512352122095497","0.4650068311181481","0.4650068311181481","0.4650068311181481","0.47300179167713935","0.47300179167713935","0.47300179167713935","0.21865603456883348","0.21865603456883348","0.21865603456883348","0.32338357235677356","0.32338357235677356","0.32338357235677356","0.30413648256191056","0.30413648256191056","0.30413648256191056","0.2740467099139804","0.2740467099139804","0.2740467099139804","0.4143505448603842","0.4143505448603842","0.4143505448603842","0.45498052495971897","0.45498052495971897","0.45498052495971897","0.09907741005254896","0.09907741005254896","0.09907741005254896","0.13698948772398106","0.13698948772398106","0.13698948772398106","0.47368231484969736","0.47368231484969736","0.47368231484969736","0.29250917795307935","0.29250917795307935","0.29250917795307935","0.38943381473829075","0.38943381473829075","0.38943381473829075","0.1698856478695444","0.1698856478695444","0.1698856478695444"
"111","0.3837266718545516","0.3837266718545516","0.3837266718545516","0.4754143388160253","0.4754143388160253","0.4754143388160253","0.4829449137809956","0.4829449137809956","0.4829449137809956","0.2793587761440507","0.2793587761440507","0.2793587761440507","0.27719574634269833","0.27719574634269833","0.27719574634269833","0.2901928819821596","0.2901928819821596","0.2901928819821596","0.26459003883407645","0.26459003883407645","0.26459003883407645","0.4187046408884225","0.4187046408884225","0.4187046408884225","0.45131023527881275","0.45131023527881275","0.45131023527881275","0.10206447189251402","0.10206447189251402","0.10206447189251402","0.16741108368172672","0.16741108368172672","0.16741108368172672","0.4568332213128006","0.4568332213128006","0.4568332213128006","0.278027360607489","0.278027360607489","0.278027360607489","0.3752965461198396","0.3752965461198396","0.3752965461198396","0.14372170765034697","0.14372170765034697","0.14372170765034697"
"112","0.4165464162314536","0.4165464162314536","0.4165464162314536","0.4423884449301579","0.4423884449301579","0.4423884449301579","0.46596466612952586","0.46596466612952586","0.46596466612952586","0.286569140186074","0.286569140186074","0.286569140186074","0.2869194936447649","0.2869194936447649","0.2869194936447649","0.311259820173757","0.311259820173757","0.311259820173757","0.297338234708381","0.297338234708381","0.297338234708381","0.4049510995776402","0.4049510995776402","0.4049510995776402","0.44619772470093966","0.44619772470093966","0.44619772470093966","0.08592447853958163","0.08592447853958163","0.08592447853958163","0.112594794207037","0.112594794207037","0.112594794207037","0.4677256507955988","0.4677256507955988","0.4677256507955988","0.2990484069000123","0.2990484069000123","0.2990484069000123","0.35497492005124504","0.35497492005124504","0.35497492005124504","0.1481893017662807","0.1481893017662807","0.1481893017662807"
"113","0.44281010233778645","0.44281010233778645","0.44281010233778645","0.5000658531743563","0.5000658531743563","0.5000658531743563","0.48987135382301616","0.48987135382301616","0.48987135382301616","0.2876427213833669","0.2876427213833669","0.2876427213833669","0.3110248867219023","0.3110248867219023","0.3110248867219023","0.2413678844235198","0.2413678844235198","0.2413678844235198","0.24456446905857007","0.24456446905857007","0.24456446905857007","0.4531476439651049","0.4531476439651049","0.4531476439651049","0.474556181931617","0.474556181931617","0.474556181931617","0.10242405090517614","0.10242405090517614","0.10242405090517614","0.117230490483611","0.117230490483611","0.117230490483611","0.47747819122313195","0.47747819122313195","0.47747819122313195","0.30648578978961777","0.30648578978961777","0.30648578978961777","0.3860995381218906","0.3860995381218906","0.3860995381218906","0.10825021032031583","0.10825021032031583","0.10825021032031583"
"114","0.47382789914864054","0.47382789914864054","0.47382789914864054","0.48755187997138255","0.48755187997138255","0.48755187997138255","0.4827074962510838","0.4827074962510838","0.4827074962510838","0.31385597804618115","0.31385597804618115","0.31385597804618115","0.3311718992235767","0.3311718992235767","0.3311718992235767","0.18243167424580417","0.18243167424580417","0.18243167424580417","0.20524697863935573","0.20524697863935573","0.20524697863935573","0.414579172637367","0.414579172637367","0.414579172637367","0.4665933857074127","0.4665933857074127","0.4665933857074127","0.07691313610418991","0.07691313610418991","0.07691313610418991","0.17081758750138343","0.17081758750138343","0.17081758750138343","0.4948601395606207","0.4948601395606207","0.4948601395606207","0.3615122913326378","0.3615122913326378","0.3615122913326378","0.3651346150419739","0.3651346150419739","0.3651346150419739","0.10304056408258552","0.10304056408258552","0.10304056408258552"
"115","0.448528741837257","0.448528741837257","0.448528741837257","0.5025748821270536","0.5025748821270536","0.5025748821270536","0.4707382099637472","0.4707382099637472","0.4707382099637472","0.3001408388027153","0.3001408388027153","0.3001408388027153","0.2993075206709639","0.2993075206709639","0.2993075206709639","0.2279642644018266","0.2279642644018266","0.2279642644018266","0.24748103278733274","0.24748103278733274","0.24748103278733274","0.4456475717233326","0.4456475717233326","0.4456475717233326","0.4863001895040153","0.4863001895040153","0.4863001895040153","0.12415483374202298","0.12415483374202298","0.12415483374202298","0.1054369593378113","0.1054369593378113","0.1054369593378113","0.47417599096085017","0.47417599096085017","0.47417599096085017","0.37730437728544775","0.37730437728544775","0.37730437728544775","0.39618074781031104","0.39618074781031104","0.39618074781031104","0.17412478408909948","0.17412478408909948","0.17412478408909948"
"116","0.46077952016947155","0.46077952016947155","0.46077952016947155","0.48390416428653454","0.48390416428653454","0.48390416428653454","0.49566799227026637","0.49566799227026637","0.49566799227026637","0.31673184567203516","0.31673184567203516","0.31673184567203516","0.2958312710594301","0.2958312710594301","0.2958312710594301","0.2947174050363668","0.2947174050363668","0.2947174050363668","0.29421713635898006","0.29421713635898006","0.29421713635898006","0.4703179299303347","0.4703179299303347","0.4703179299303347","0.48156767533864747","0.48156767533864747","0.48156767533864747","0.13693517751891213","0.13693517751891213","0.13693517751891213","0.16887234314720545","0.16887234314720545","0.16887234314720545","0.5104788546234713","0.5104788546234713","0.5104788546234713","0.389839572056817","0.389839572056817","0.389839572056817","0.41266654529036806","0.41266654529036806","0.41266654529036806","0.18249201913723193","0.18249201913723193","0.18249201913723193"
"117","0.4697636292734261","0.4697636292734261","0.4697636292734261","0.4860749794750547","0.4860749794750547","0.4860749794750547","0.47064696583264265","0.47064696583264265","0.47064696583264265","0.34112075773184525","0.34112075773184525","0.34112075773184525","0.3094078988398089","0.3094078988398089","0.3094078988398089","0.2763803341218065","0.2763803341218065","0.2763803341218065","0.24631266177042674","0.24631266177042674","0.24631266177042674","0.47382864529676455","0.47382864529676455","0.47382864529676455","0.5054057594501046","0.5054057594501046","0.5054057594501046","0.12157071098403255","0.12157071098403255","0.12157071098403255","0.14237679298529507","0.14237679298529507","0.14237679298529507","0.47739689060635515","0.47739689060635515","0.47739689060635515","0.3691972363646637","0.3691972363646637","0.3691972363646637","0.4198072622600823","0.4198072622600823","0.4198072622600823","0.10823354264410809","0.10823354264410809","0.10823354264410809"
"118","0.44841326992804686","0.44841326992804686","0.44841326992804686","0.4751382847677143","0.4751382847677143","0.4751382847677143","0.4720869550882168","0.4720869550882168","0.4720869550882168","0.2786744398353995","0.2786744398353995","0.2786744398353995","0.3132733985374529","0.3132733985374529","0.3132733985374529","0.2008388314561521","0.2008388314561521","0.2008388314561521","0.26775190498751233","0.26775190498751233","0.26775190498751233","0.45244737422786807","0.45244737422786807","0.45244737422786807","0.4874182318859731","0.4874182318859731","0.4874182318859731","0.08500505900836133","0.08500505900836133","0.08500505900836133","0.11765944215862383","0.11765944215862383","0.11765944215862383","0.4478630574245626","0.4478630574245626","0.4478630574245626","0.3152675842349364","0.3152675842349364","0.3152675842349364","0.4038960860483758","0.4038960860483758","0.4038960860483758","0.14258543248624522","0.14258543248624522","0.14258543248624522"
"119","0.4454772889276932","0.4454772889276932","0.4454772889276932","0.5081961305015061","0.5081961305015061","0.5081961305015061","0.4901571907143114","0.4901571907143114","0.4901571907143114","0.32470790899688345","0.32470790899688345","0.32470790899688345","0.2946544037967218","0.2946544037967218","0.2946544037967218","0.22517621366165616","0.22517621366165616","0.22517621366165616","0.2821776844010048","0.2821776844010048","0.2821776844010048","0.4590552405326406","0.4590552405326406","0.4590552405326406","0.453930503878778","0.453930503878778","0.453930503878778","0.111236038430967","0.111236038430967","0.111236038430967","0.11683630723247285","0.11683630723247285","0.11683630723247285","0.49202051835067373","0.49202051835067373","0.49202051835067373","0.3465923255628797","0.3465923255628797","0.3465923255628797","0.40694042266536484","0.40694042266536484","0.40694042266536484","0.11224872592283192","0.11224872592283192","0.11224872592283192"
"120","0.43130840049359814","0.43130840049359814","0.43130840049359814","0.48389740552345184","0.48389740552345184","0.48389740552345184","0.4853185660490986","0.4853185660490986","0.4853185660490986","0.28726960948824315","0.28726960948824315","0.28726960948824315","0.2997615581891106","0.2997615581891106","0.2997615581891106","0.2359424860143925","0.2359424860143925","0.2359424860143925","0.2681258996141666","0.2681258996141666","0.2681258996141666","0.4653350980443441","0.4653350980443441","0.4653350980443441","0.46811837648988947","0.46811837648988947","0.46811837648988947","0.1626145809896143","0.1626145809896143","0.1626145809896143","0.18734803925725002","0.18734803925725002","0.18734803925725002","0.4642368284622098","0.4642368284622098","0.4642368284622098","0.3522614248704997","0.3522614248704997","0.3522614248704997","0.42230731040195835","0.42230731040195835","0.42230731040195835","0.13767454287479222","0.13767454287479222","0.13767454287479222"
"121","0.46415098426590434","0.46415098426590434","0.46415098426590434","0.4934592496959574","0.4934592496959574","0.4934592496959574","0.47216679384243726","0.47216679384243726","0.47216679384243726","0.2963672169698264","0.2963672169698264","0.2963672169698264","0.311128233970644","0.311128233970644","0.311128233970644","0.23560512145898324","0.23560512145898324","0.23560512145898324","0.25330730153774556","0.25330730153774556","0.25330730153774556","0.44898241609955897","0.44898241609955897","0.44898241609955897","0.4694689473319257","0.4694689473319257","0.4694689473319257","0.15822960433881522","0.15822960433881522","0.15822960433881522","0.20443421801233894","0.20443421801233894","0.20443421801233894","0.4726763819906552","0.4726763819906552","0.4726763819906552","0.34166454843211813","0.34166454843211813","0.34166454843211813","0.3873093549174408","0.3873093549174408","0.3873093549174408","0.16430752427573456","0.16430752427573456","0.16430752427573456"
"122","0.4184778640774251","0.4184778640774251","0.4184778640774251","0.4829231311019135","0.4829231311019135","0.4829231311019135","0.4410219894278436","0.4410219894278436","0.4410219894278436","0.30765169751746096","0.30765169751746096","0.30765169751746096","0.3267720838924443","0.3267720838924443","0.3267720838924443","0.23410683291741557","0.23410683291741557","0.23410683291741557","0.2716529369352969","0.2716529369352969","0.2716529369352969","0.4239828666450237","0.4239828666450237","0.4239828666450237","0.4560730758725686","0.4560730758725686","0.4560730758725686","0.1469494916635945","0.1469494916635945","0.1469494916635945","0.17551582062635515","0.17551582062635515","0.17551582062635515","0.4403174749289015","0.4403174749289015","0.4403174749289015","0.35303358538137014","0.35303358538137014","0.35303358538137014","0.3948393483423668","0.3948393483423668","0.3948393483423668","0.1280088696068377","0.1280088696068377","0.1280088696068377"
"123","0.42091601971248216","0.42091601971248216","0.42091601971248216","0.4968353666416725","0.4968353666416725","0.4968353666416725","0.4535125270335629","0.4535125270335629","0.4535125270335629","0.29135466209679456","0.29135466209679456","0.29135466209679456","0.29705474818872035","0.29705474818872035","0.29705474818872035","0.2366566206305642","0.2366566206305642","0.2366566206305642","0.2740309757297357","0.2740309757297357","0.2740309757297357","0.42436049461156283","0.42436049461156283","0.42436049461156283","0.4538448806204893","0.4538448806204893","0.4538448806204893","0.12262356910078895","0.12262356910078895","0.12262356910078895","0.22354428169363194","0.22354428169363194","0.22354428169363194","0.48522537237628244","0.48522537237628244","0.48522537237628244","0.3511248710905783","0.3511248710905783","0.3511248710905783","0.39883984784931187","0.39883984784931187","0.39883984784931187","0.11815145688796215","0.11815145688796215","0.11815145688796215"
"124","0.41963906666191536","0.41963906666191536","0.41963906666191536","0.4926927343709572","0.4926927343709572","0.4926927343709572","0.4618754627259978","0.4618754627259978","0.4618754627259978","0.30735122344015237","0.30735122344015237","0.30735122344015237","0.3153391754257794","0.3153391754257794","0.3153391754257794","0.24474218284729532","0.24474218284729532","0.24474218284729532","0.23332887490533924","0.23332887490533924","0.23332887490533924","0.4327352715319134","0.4327352715319134","0.4327352715319134","0.45634239586410097","0.45634239586410097","0.45634239586410097","0.08212102671931852","0.08212102671931852","0.08212102671931852","0.1904927279054614","0.1904927279054614","0.1904927279054614","0.46286264383168724","0.46286264383168724","0.46286264383168724","0.3424555442115726","0.3424555442115726","0.3424555442115726","0.40201887456764046","0.40201887456764046","0.40201887456764046","0.13248091634052828","0.13248091634052828","0.13248091634052828"
"125","0.443730566588747","0.443730566588747","0.443730566588747","0.4749306407759747","0.4749306407759747","0.4749306407759747","0.47590053873263305","0.47590053873263305","0.47590053873263305","0.32294455004760586","0.32294455004760586","0.32294455004760586","0.3197548382801652","0.3197548382801652","0.3197548382801652","0.26888578004474195","0.26888578004474195","0.26888578004474195","0.2500961671309378","0.2500961671309378","0.2500961671309378","0.43597771334330016","0.43597771334330016","0.43597771334330016","0.4510125052269141","0.4510125052269141","0.4510125052269141","0.10199946270950257","0.10199946270950257","0.10199946270950257","0.13542716533711419","0.13542716533711419","0.13542716533711419","0.45258109500616844","0.45258109500616844","0.45258109500616844","0.32751044722461686","0.32751044722461686","0.32751044722461686","0.4227301927075474","0.4227301927075474","0.4227301927075474","0.12066280058974992","0.12066280058974992","0.12066280058974992"
"126","0.46369174269567465","0.46369174269567465","0.46369174269567465","0.48403966386106345","0.48403966386106345","0.48403966386106345","0.48891092914204515","0.48891092914204515","0.48891092914204515","0.31786111369300174","0.31786111369300174","0.31786111369300174","0.2981867711874817","0.2981867711874817","0.2981867711874817","0.26120489788129847","0.26120489788129847","0.26120489788129847","0.25537658826718157","0.25537658826718157","0.25537658826718157","0.46782812925681855","0.46782812925681855","0.46782812925681855","0.4737830184002108","0.4737830184002108","0.4737830184002108","0.13860359093016683","0.13860359093016683","0.13860359093016683","0.15939951598303748","0.15939951598303748","0.15939951598303748","0.44496723984234554","0.44496723984234554","0.44496723984234554","0.3232664609702401","0.3232664609702401","0.3232664609702401","0.42416717760812733","0.42416717760812733","0.42416717760812733","0.13993270576120564","0.13993270576120564","0.13993270576120564"
"127","0.47342976739582443","0.47342976739582443","0.47342976739582443","0.4587279485017714","0.4587279485017714","0.4587279485017714","0.4739026644082649","0.4739026644082649","0.4739026644082649","0.3087515916986396","0.3087515916986396","0.3087515916986396","0.33663701566467114","0.33663701566467114","0.33663701566467114","0.26721387288440546","0.26721387288440546","0.26721387288440546","0.25662674851393275","0.25662674851393275","0.25662674851393275","0.434789258796542","0.434789258796542","0.434789258796542","0.47378533927370237","0.47378533927370237","0.47378533927370237","0.11594799299483377","0.11594799299483377","0.11594799299483377","0.15995058508978643","0.15995058508978643","0.15995058508978643","0.4384881335020884","0.4384881335020884","0.4384881335020884","0.2963597365627054","0.2963597365627054","0.2963597365627054","0.43231727025768474","0.43231727025768474","0.43231727025768474","0.14490978234800267","0.14490978234800267","0.14490978234800267"
"128","0.46687266423270857","0.46687266423270857","0.46687266423270857","0.4559662613531762","0.4559662613531762","0.4559662613531762","0.47058347541677176","0.47058347541677176","0.47058347541677176","0.3207243102317545","0.3207243102317545","0.3207243102317545","0.32789547892259213","0.32789547892259213","0.32789547892259213","0.2699848700382753","0.2699848700382753","0.2699848700382753","0.24195178877873902","0.24195178877873902","0.24195178877873902","0.4358158812673226","0.4358158812673226","0.4358158812673226","0.49017691984948986","0.49017691984948986","0.49017691984948986","0.10303629781923226","0.10303629781923226","0.10303629781923226","0.16849414780089875","0.16849414780089875","0.16849414780089875","0.45395133030434487","0.45395133030434487","0.45395133030434487","0.3317963509570792","0.3317963509570792","0.3317963509570792","0.43594809691818265","0.43594809691818265","0.43594809691818265","0.12499107121875","0.12499107121875","0.12499107121875"
"129","0.47051783838306493","0.47051783838306493","0.47051783838306493","0.4706166192765494","0.4706166192765494","0.4706166192765494","0.45225676365731127","0.45225676365731127","0.45225676365731127","0.3388074052964362","0.3388074052964362","0.3388074052964362","0.33322795837179253","0.33322795837179253","0.33322795837179253","0.2782052184047585","0.2782052184047585","0.2782052184047585","0.24822391289420853","0.24822391289420853","0.24822391289420853","0.4741804399637641","0.4741804399637641","0.4741804399637641","0.4661660784967601","0.4661660784967601","0.4661660784967601","0.10718737115065476","0.10718737115065476","0.10718737115065476","0.17099430174629238","0.17099430174629238","0.17099430174629238","0.4892073466722767","0.4892073466722767","0.4892073466722767","0.34038320912240694","0.34038320912240694","0.34038320912240694","0.43732740462830644","0.43732740462830644","0.43732740462830644","0.135843839629358","0.135843839629358","0.135843839629358"
"130","0.4471024118749588","0.4471024118749588","0.4471024118749588","0.4564535046544126","0.4564535046544126","0.4564535046544126","0.45614360184710034","0.45614360184710034","0.45614360184710034","0.33704675107910437","0.33704675107910437","0.33704675107910437","0.3069652372548477","0.3069652372548477","0.3069652372548477","0.2851657535782047","0.2851657535782047","0.2851657535782047","0.2602277184551398","0.2602277184551398","0.2602277184551398","0.4654640555903461","0.4654640555903461","0.4654640555903461","0.4556487335517704","0.4556487335517704","0.4556487335517704","0.14642346426475622","0.14642346426475622","0.14642346426475622","0.14059827162453217","0.14059827162453217","0.14059827162453217","0.4757733401934009","0.4757733401934009","0.4757733401934009","0.3418835392678908","0.3418835392678908","0.3418835392678908","0.4256427452595018","0.4256427452595018","0.4256427452595018","0.11237625688610459","0.11237625688610459","0.11237625688610459"
