"Step","_n_S_512_e500_b16_lr0.01_2 (S) - metrics/mAP_0.5","_n_S_512_e500_b16_lr0.01_2 (S) - metrics/mAP_0.5__MIN","_n_S_512_e500_b16_lr0.01_2 (S) - metrics/mAP_0.5__MAX","_n_S_512_e500_b16_lr0.01_3 (S) - metrics/mAP_0.5","_n_S_512_e500_b16_lr0.01_3 (S) - metrics/mAP_0.5__MIN","_n_S_512_e500_b16_lr0.01_3 (S) - metrics/mAP_0.5__MAX","_n_S_512_e500_b16_lr0.01_1 (S) - metrics/mAP_0.5","_n_S_512_e500_b16_lr0.01_1 (S) - metrics/mAP_0.5__MIN","_n_S_512_e500_b16_lr0.01_1 (S) - metrics/mAP_0.5__MAX","_n_N_512_e500_b16_lr0.01_3 (N) - metrics/mAP_0.5","_n_N_512_e500_b16_lr0.01_3 (N) - metrics/mAP_0.5__MIN","_n_N_512_e500_b16_lr0.01_3 (N) - metrics/mAP_0.5__MAX","_n_N_512_e500_b16_lr0.01_2 (N) - metrics/mAP_0.5","_n_N_512_e500_b16_lr0.01_2 (N) - metrics/mAP_0.5__MIN","_n_N_512_e500_b16_lr0.01_2 (N) - metrics/mAP_0.5__MAX","_n_N_512_e500_b16_lr0.01_1 (N) - metrics/mAP_0.5","_n_N_512_e500_b16_lr0.01_1 (N) - metrics/mAP_0.5__MIN","_n_N_512_e500_b16_lr0.01_1 (N) - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_3 (M) - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_3 (M) - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_3 (M) - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_2 (M) - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_2 (M) - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_2 (M) - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_1 (M) - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_1 (M) - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_1 (M) - metrics/mAP_0.5__MAX","_n_L_512_e500_b16_lr0.01_3 (L) - metrics/mAP_0.5","_n_L_512_e500_b16_lr0.01_3 (L) - metrics/mAP_0.5__MIN","_n_L_512_e500_b16_lr0.01_3 (L) - metrics/mAP_0.5__MAX","_n_L_512_e500_b16_lr0.01_2 (L) - metrics/mAP_0.5","_n_L_512_e500_b16_lr0.01_2 (L) - metrics/mAP_0.5__MIN","_n_L_512_e500_b16_lr0.01_2 (L) - metrics/mAP_0.5__MAX","_n_L_512_e500_b16_lr0.01_1 (L) - metrics/mAP_0.5","_n_L_512_e500_b16_lr0.01_1 (L) - metrics/mAP_0.5__MIN","_n_L_512_e500_b16_lr0.01_1 (L) - metrics/mAP_0.5__MAX","_n_X_512_e500_b16_lr0.01_3 (X) - metrics/mAP_0.5","_n_X_512_e500_b16_lr0.01_3 (X) - metrics/mAP_0.5__MIN","_n_X_512_e500_b16_lr0.01_3 (X) - metrics/mAP_0.5__MAX","_n_X_512_e500_b16_lr0.01_2 (X) - metrics/mAP_0.5","_n_X_512_e500_b16_lr0.01_2 (X) - metrics/mAP_0.5__MIN","_n_X_512_e500_b16_lr0.01_2 (X) - metrics/mAP_0.5__MAX","_n_X_512_e500_b16_lr0.01_1 (X) - metrics/mAP_0.5","_n_X_512_e500_b16_lr0.01_1 (X) - metrics/mAP_0.5__MIN","_n_X_512_e500_b16_lr0.01_1 (X) - metrics/mAP_0.5__MAX"
"111","0.1852589862690303","0.1852589862690303","0.1852589862690303","0.13296248158028193","0.13296248158028193","0.13296248158028193","0.15101573646622948","0.15101573646622948","0.15101573646622948","0.09722036420874547","0.09722036420874547","0.09722036420874547","0.16549186904457808","0.16549186904457808","0.16549186904457808","0.11172978306450373","0.10706018221415503","0.11639938391485243","0.10206447189251402","0.10206447189251402","0.10206447189251402","0.16741108368172672","0.16741108368172672","0.16741108368172672","0.14372170765034697","0.14372170765034697","0.14372170765034697","0.18341907505339855","0.18341907505339855","0.18341907505339855","0.26630571253180085","0.26630571253180085","0.26630571253180085","0.25493377615790525","0.25493377615790525","0.25493377615790525","0.11765984016780524","0.11765984016780524","0.11765984016780524","0.08639093924596176","0.08639093924596176","0.08639093924596176","0.06894113667438967","0.06894113667438967","0.06894113667438967"
"112","0.19589442672515375","0.19589442672515375","0.19589442672515375","0.13508054692557522","0.13508054692557522","0.13508054692557522","0.158835663143561","0.158835663143561","0.158835663143561","0.12846861055265155","0.12846861055265155","0.12846861055265155","0.17476382933770798","0.17476382933770798","0.17476382933770798","0.12030097285171065","0.07808916534361286","0.16251278035980843","0.08592447853958163","0.08592447853958163","0.08592447853958163","0.112594794207037","0.112594794207037","0.112594794207037","0.1481893017662807","0.1481893017662807","0.1481893017662807","0.1831635501394045","0.1831635501394045","0.1831635501394045","0.19467967042944015","0.19467967042944015","0.19467967042944015","0.21800448119270638","0.21800448119270638","0.21800448119270638","0.131878746495037","0.131878746495037","0.131878746495037","0.09244316257783246","0.09244316257783246","0.09244316257783246","0.09268872212895143","0.09268872212895143","0.09268872212895143"
"113","0.10780286974916005","0.10780286974916005","0.10780286974916005","0.18671977572088652","0.18671977572088652","0.18671977572088652","0.19029331923788356","0.19029331923788356","0.19029331923788356","0.11602199839091909","0.11602199839091909","0.11602199839091909","0.14295540976714108","0.14295540976714108","0.14295540976714108","0.13414423370410855","0.1295754612203104","0.1387130061879067","0.10242405090517614","0.10242405090517614","0.10242405090517614","0.117230490483611","0.117230490483611","0.117230490483611","0.10825021032031583","0.10825021032031583","0.10825021032031583","0.11517966889925578","0.11517966889925578","0.11517966889925578","0.1450399861548663","0.1450399861548663","0.1450399861548663","0.1412661171935383","0.1412661171935383","0.1412661171935383","0.1837460295337789","0.1837460295337789","0.1837460295337789","0.0815779883357466","0.0815779883357466","0.0815779883357466","0.1189590286322185","0.1189590286322185","0.1189590286322185"
"114","0.14799860518899713","0.14799860518899713","0.14799860518899713","0.20470468285235702","0.20470468285235702","0.20470468285235702","0.22114633524863753","0.22114633524863753","0.22114633524863753","0.18079805257745477","0.18079805257745477","0.18079805257745477","0.1881086059882993","0.1881086059882993","0.1881086059882993","0.15008702453465594","0.11887440799770854","0.18129964107160332","0.07691313610418991","0.07691313610418991","0.07691313610418991","0.17081758750138343","0.17081758750138343","0.17081758750138343","0.10304056408258552","0.10304056408258552","0.10304056408258552","0.17123216030696903","0.17123216030696903","0.17123216030696903","0.17868501330667488","0.17868501330667488","0.17868501330667488","0.19847778921218273","0.19847778921218273","0.19847778921218273","0.15665570295952239","0.15665570295952239","0.15665570295952239","0.0726917484840988","0.0726917484840988","0.0726917484840988","0.05193993573000895","0.05193993573000895","0.05193993573000895"
"115","0.14221930824600537","0.14221930824600537","0.14221930824600537","0.15841308610822957","0.15841308610822957","0.15841308610822957","0.09581571522845773","0.09581571522845773","0.09581571522845773","0.14948125752108724","0.14948125752108724","0.14948125752108724","0.12363442858560185","0.12363442858560185","0.12363442858560185","0.12779714995178038","0.11617855054831888","0.1394157493552419","0.12415483374202298","0.12415483374202298","0.12415483374202298","0.1054369593378113","0.1054369593378113","0.1054369593378113","0.17412478408909948","0.17412478408909948","0.17412478408909948","0.2105107909037361","0.2105107909037361","0.2105107909037361","0.25042235541089936","0.25042235541089936","0.25042235541089936","0.22012189422258474","0.22012189422258474","0.22012189422258474","0.07307097435640497","0.07307097435640497","0.07307097435640497","0.07042270995011174","0.07042270995011174","0.07042270995011174","0.05008859980906166","0.05008859980906166","0.05008859980906166"
"116","0.15999392018312023","0.15999392018312023","0.15999392018312023","0.1497250719191626","0.1497250719191626","0.1497250719191626","0.16162147814741235","0.16162147814741235","0.16162147814741235","0.18855663356999688","0.18855663356999688","0.18855663356999688","0.14262814108218563","0.14262814108218563","0.14262814108218563","0.1366507276392422","0.12827512772237964","0.14502632755610476","0.13693517751891213","0.13693517751891213","0.13693517751891213","0.16887234314720545","0.16887234314720545","0.16887234314720545","0.18249201913723193","0.18249201913723193","0.18249201913723193","0.15434679145797023","0.15434679145797023","0.15434679145797023","0.1640441176048327","0.1640441176048327","0.1640441176048327","0.1751162189996453","0.1751162189996453","0.1751162189996453","0.15534623642290227","0.15534623642290227","0.15534623642290227","0.06792001977149542","0.06792001977149542","0.06792001977149542","0.06633724722687356","0.06633724722687356","0.06633724722687356"
"117","0.13966967238953207","0.13966967238953207","0.13966967238953207","0.1805628308153549","0.1805628308153549","0.1805628308153549","0.1643639728702985","0.1643639728702985","0.1643639728702985","0.11919258635054605","0.11919258635054605","0.11919258635054605","0.13823920317669333","0.13823920317669333","0.13823920317669333","0.139468317974182","0.124399096460024","0.15453753948833998","0.12157071098403255","0.12157071098403255","0.12157071098403255","0.14237679298529507","0.14237679298529507","0.14237679298529507","0.10823354264410809","0.10823354264410809","0.10823354264410809","0.19840012130271759","0.19840012130271759","0.19840012130271759","0.1480933422043735","0.1480933422043735","0.1480933422043735","0.1792108788286872","0.1792108788286872","0.1792108788286872","0.160651017035182","0.160651017035182","0.160651017035182","0.12304459497248872","0.12304459497248872","0.12304459497248872","0.07169943694770023","0.07169943694770023","0.07169943694770023"
"118","0.12716325745360824","0.12716325745360824","0.12716325745360824","0.1520932370148102","0.1520932370148102","0.1520932370148102","0.18424607302979526","0.18424607302979526","0.18424607302979526","0.11685965316635939","0.11685965316635939","0.11685965316635939","0.16295402741037512","0.16295402741037512","0.16295402741037512","0.0959306257811447","0.08509130359457961","0.10676994796770978","0.08500505900836133","0.08500505900836133","0.08500505900836133","0.11765944215862383","0.11765944215862383","0.11765944215862383","0.14258543248624522","0.14258543248624522","0.14258543248624522","0.2499250407568083","0.2499250407568083","0.2499250407568083","0.15006867055611978","0.15006867055611978","0.15006867055611978","0.20610898088902488","0.20610898088902488","0.20610898088902488","0.1770272497989595","0.1770272497989595","0.1770272497989595","0.10470532322571902","0.10470532322571902","0.10470532322571902","0.10944834636221105","0.10944834636221105","0.10944834636221105"
"119","0.17933284055183782","0.17933284055183782","0.17933284055183782","0.1645738023631894","0.1645738023631894","0.1645738023631894","0.17858533991278758","0.17858533991278758","0.17858533991278758","0.14492889394364938","0.14492889394364938","0.14492889394364938","0.1414315391670828","0.1414315391670828","0.1414315391670828","0.10576230350281351","0.10302405681085569","0.10850055019477135","0.111236038430967","0.111236038430967","0.111236038430967","0.11683630723247285","0.11683630723247285","0.11683630723247285","0.11224872592283192","0.11224872592283192","0.11224872592283192","0.17891333349009622","0.17891333349009622","0.17891333349009622","0.16242235437861746","0.16242235437861746","0.16242235437861746","0.20035325152230282","0.20035325152230282","0.20035325152230282","0.14062049046854416","0.14062049046854416","0.14062049046854416","0.08297015429685754","0.08297015429685754","0.08297015429685754","0.08434395625088476","0.08434395625088476","0.08434395625088476"
"120","0.18765173808287175","0.18765173808287175","0.18765173808287175","0.14208777799564523","0.14208777799564523","0.14208777799564523","0.1578720255201879","0.1578720255201879","0.1578720255201879","0.17144269451618088","0.17144269451618088","0.17144269451618088","0.09365317379905477","0.09365317379905477","0.09365317379905477","0.10737669818329047","0.0987204097199672","0.11603298664661374","0.1626145809896143","0.1626145809896143","0.1626145809896143","0.18734803925725002","0.18734803925725002","0.18734803925725002","0.13767454287479222","0.13767454287479222","0.13767454287479222","0.1709332567177365","0.1709332567177365","0.1709332567177365","0.1955851500081392","0.1955851500081392","0.1955851500081392","0.18147928411794623","0.18147928411794623","0.18147928411794623","0.12785384596363403","0.12785384596363403","0.12785384596363403","0.09643557622176521","0.09643557622176521","0.09643557622176521","0.11580082441934202","0.11580082441934202","0.11580082441934202"
"121","0.11741973333358444","0.11741973333358444","0.11741973333358444","0.13375795718647843","0.13375795718647843","0.13375795718647843","0.12213955647558797","0.12213955647558797","0.12213955647558797","0.1801094363173142","0.1801094363173142","0.1801094363173142","0.1862810469561189","0.1862810469561189","0.1862810469561189","0.126685337556245","0.1202465323953325","0.13312414271715747","0.15822960433881522","0.15822960433881522","0.15822960433881522","0.20443421801233894","0.20443421801233894","0.20443421801233894","0.16430752427573456","0.16430752427573456","0.16430752427573456","0.16905819097308228","0.16905819097308228","0.16905819097308228","0.16772878868895558","0.16772878868895558","0.16772878868895558","0.1675054333489628","0.1675054333489628","0.1675054333489628","0.17142771342034374","0.17142771342034374","0.17142771342034374","0.09775924178436868","0.09775924178436868","0.09775924178436868","0.13232970580076417","0.13232970580076417","0.13232970580076417"
"122","0.17444612087635417","0.17444612087635417","0.17444612087635417","0.12398114189471826","0.12398114189471826","0.12398114189471826","0.13987907117151344","0.13987907117151344","0.13987907117151344","0.07400689621268573","0.07400689621268573","0.07400689621268573","0.10732938261843908","0.10732938261843908","0.10732938261843908","0.10158604060761897","0.08157182883940757","0.12160025237583037","0.1469494916635945","0.1469494916635945","0.1469494916635945","0.17551582062635515","0.17551582062635515","0.17551582062635515","0.1280088696068377","0.1280088696068377","0.1280088696068377","0.13766208687355802","0.13766208687355802","0.13766208687355802","0.15382217288790412","0.15382217288790412","0.15382217288790412","0.13432409629125833","0.13432409629125833","0.13432409629125833","0.14429482120346987","0.14429482120346987","0.14429482120346987","0.06663489473743114","0.06663489473743114","0.06663489473743114","0.05423918109520776","0.05423918109520776","0.05423918109520776"
"123","0.1930740853940076","0.1930740853940076","0.1930740853940076","0.17937568112730948","0.17937568112730948","0.17937568112730948","0.19336546901320645","0.19336546901320645","0.19336546901320645","0.12312854356521263","0.12312854356521263","0.12312854356521263","0.12610665287938397","0.12610665287938397","0.12610665287938397","0.09976641166961925","0.0931688092883181","0.10636401405092041","0.12262356910078895","0.12262356910078895","0.12262356910078895","0.22354428169363194","0.22354428169363194","0.22354428169363194","0.11815145688796215","0.11815145688796215","0.11815145688796215","0.18791868902230438","0.18791868902230438","0.18791868902230438","0.175285631958632","0.175285631958632","0.175285631958632","0.14546016687052007","0.14546016687052007","0.14546016687052007","0.11924999645809528","0.11924999645809528","0.11924999645809528","0.1181449082377254","0.1181449082377254","0.1181449082377254","0.12202183636718797","0.12202183636718797","0.12202183636718797"
"124","0.2001759295279085","0.2001759295279085","0.2001759295279085","0.18284897569290384","0.18284897569290384","0.18284897569290384","0.1741421467712811","0.1741421467712811","0.1741421467712811","0.16933546458650767","0.16933546458650767","0.16933546458650767","0.13288187787340677","0.13288187787340677","0.13288187787340677","0.1452710291448524","0.1450623607852439","0.14547969750446088","0.08212102671931852","0.08212102671931852","0.08212102671931852","0.1904927279054614","0.1904927279054614","0.1904927279054614","0.13248091634052828","0.13248091634052828","0.13248091634052828","0.2247766342001361","0.2247766342001361","0.2247766342001361","0.191610221337981","0.191610221337981","0.191610221337981","0.1675617115756835","0.1675617115756835","0.1675617115756835","0.15967904400032262","0.15967904400032262","0.15967904400032262","0.12919496361911392","0.12919496361911392","0.12919496361911392","0.10519690210522564","0.10519690210522564","0.10519690210522564"
"125","0.15294946819578426","0.15294946819578426","0.15294946819578426","0.18063584266826307","0.18063584266826307","0.18063584266826307","0.15752595477374776","0.15752595477374776","0.15752595477374776","0.08141010765130423","0.08141010765130423","0.08141010765130423","0.09104146452632592","0.09104146452632592","0.09104146452632592","0.09873129783960735","0.07519019866982082","0.12227239700939387","0.10199946270950257","0.10199946270950257","0.10199946270950257","0.13542716533711419","0.13542716533711419","0.13542716533711419","0.12066280058974992","0.12066280058974992","0.12066280058974992","0.13578314971589495","0.13578314971589495","0.13578314971589495","0.18313108488245208","0.18313108488245208","0.18313108488245208","0.1709768711969345","0.1709768711969345","0.1709768711969345","0.13974619212107248","0.13974619212107248","0.13974619212107248","0.09984031168960537","0.09984031168960537","0.09984031168960537","0.07215471824135013","0.07215471824135013","0.07215471824135013"
"126","0.12545180645157503","0.12545180645157503","0.12545180645157503","0.13808075088471117","0.13808075088471117","0.13808075088471117","0.17367642798618388","0.17367642798618388","0.17367642798618388","0.08588141901731536","0.08588141901731536","0.08588141901731536","0.09896634762114073","0.09896634762114073","0.09896634762114073","0.12054054338315787","0.11062735046780031","0.13045373629851542","0.13860359093016683","0.13860359093016683","0.13860359093016683","0.15939951598303748","0.15939951598303748","0.15939951598303748","0.13993270576120564","0.13993270576120564","0.13993270576120564","0.14978776634000684","0.14978776634000684","0.14978776634000684","0.12824537396587696","0.12824537396587696","0.12824537396587696","0.13352738126523994","0.13352738126523994","0.13352738126523994","0.14743227161257724","0.14743227161257724","0.14743227161257724","0.12316058720686178","0.12316058720686178","0.12316058720686178","0.07858381996381973","0.07858381996381973","0.07858381996381973"
"127","0.20966944715604358","0.20966944715604358","0.20966944715604358","0.17930516723317566","0.17930516723317566","0.17930516723317566","0.18694380554536888","0.18694380554536888","0.18694380554536888","0.1242829307055279","0.1242829307055279","0.1242829307055279","0.1181659883488258","0.1181659883488258","0.1181659883488258","0.10134723476548374","0.09926753969778773","0.10342692983317973","0.11594799299483377","0.11594799299483377","0.11594799299483377","0.15995058508978643","0.15995058508978643","0.15995058508978643","0.14490978234800267","0.14490978234800267","0.14490978234800267","0.2352210283063471","0.2352210283063471","0.2352210283063471","0.18555157456800636","0.18555157456800636","0.18555157456800636","0.17126723824389412","0.17126723824389412","0.17126723824389412","0.1476700757476638","0.1476700757476638","0.1476700757476638","0.07126410779682822","0.07126410779682822","0.07126410779682822","0.07022545299476977","0.07022545299476977","0.07022545299476977"
"128","0.16623124593886024","0.16623124593886024","0.16623124593886024","0.19029028745100587","0.19029028745100587","0.19029028745100587","0.17214714687837002","0.17214714687837002","0.17214714687837002","0.16813496677847936","0.16813496677847936","0.16813496677847936","0.12738805008272527","0.12738805008272527","0.12738805008272527","0.14288083365737875","0.12529844503882767","0.1604632222759298","0.10303629781923226","0.10303629781923226","0.10303629781923226","0.16849414780089875","0.16849414780089875","0.16849414780089875","0.12499107121875","0.12499107121875","0.12499107121875","0.22856259602195622","0.22856259602195622","0.22856259602195622","0.17952018510746526","0.17952018510746526","0.17952018510746526","0.1841331759024919","0.1841331759024919","0.1841331759024919","0.12036534296769971","0.12036534296769971","0.12036534296769971","0.07233928044793311","0.07233928044793311","0.07233928044793311","0.0673689823837047","0.0673689823837047","0.0673689823837047"
"129","0.2270464381464865","0.2270464381464865","0.2270464381464865","0.17850630340480986","0.17850630340480986","0.17850630340480986","0.19947774636593116","0.19947774636593116","0.19947774636593116","0.12138357037423857","0.12138357037423857","0.12138357037423857","0.1435701684954489","0.1435701684954489","0.1435701684954489","0.10147838469248271","0.09664040968479735","0.10631635970016806","0.10718737115065476","0.10718737115065476","0.10718737115065476","0.17099430174629238","0.17099430174629238","0.17099430174629238","0.135843839629358","0.135843839629358","0.135843839629358","0.22044516490066354","0.22044516490066354","0.22044516490066354","0.15966225147433738","0.15966225147433738","0.15966225147433738","0.1917507592207833","0.1917507592207833","0.1917507592207833","0.11977352837258315","0.11977352837258315","0.11977352837258315","0.09709264274355403","0.09709264274355403","0.09709264274355403","0.079789129574202","0.079789129574202","0.079789129574202"
"130","0.17997321770507504","0.17997321770507504","0.17997321770507504","0.1850328724809804","0.1850328724809804","0.1850328724809804","0.17034002890523717","0.17034002890523717","0.17034002890523717","0.10579800215429074","0.10579800215429074","0.10579800215429074","0.1306326929407112","0.1306326929407112","0.1306326929407112","0.10935183214662213","0.0870123486367422","0.13169131565650205","0.14642346426475622","0.14642346426475622","0.14642346426475622","0.14059827162453217","0.14059827162453217","0.14059827162453217","0.11237625688610459","0.11237625688610459","0.11237625688610459","0.21298733830618716","0.21298733830618716","0.21298733830618716","0.1683046499271104","0.1683046499271104","0.1683046499271104","0.20992299910524656","0.20992299910524656","0.20992299910524656","0.18097357999141805","0.18097357999141805","0.18097357999141805","0.1264123776315512","0.1264123776315512","0.1264123776315512","0.08469512972958976","0.08469512972958976","0.08469512972958976"
"131","0.16615659026188878","0.16615659026188878","0.16615659026188878","0.17813908216094337","0.17813908216094337","0.17813908216094337","0.16503724973268752","0.16503724973268752","0.16503724973268752","0.15025482213763036","0.15025482213763036","0.15025482213763036","0.1716379773019287","0.1716379773019287","0.1716379773019287","0.12987879001607516","0.12597336294441913","0.1337842170877312","0.13742360565675982","0.13742360565675982","0.13742360565675982","0.12979008663953984","0.12979008663953984","0.12979008663953984","0.155863987668571","0.155863987668571","0.155863987668571","0.23090102763303827","0.23090102763303827","0.23090102763303827","0.20036262581102945","0.20036262581102945","0.20036262581102945","0.19987657020153593","0.19987657020153593","0.19987657020153593","0.16707055526543085","0.16707055526543085","0.16707055526543085","0.10785007249145652","0.10785007249145652","0.10785007249145652","0.09250855306379348","0.09250855306379348","0.09250855306379348"
"132","0.18416888168987608","0.18416888168987608","0.18416888168987608","0.1804493638426206","0.1804493638426206","0.1804493638426206","0.1727864041205408","0.1727864041205408","0.1727864041205408","0.18017927017363383","0.18017927017363383","0.18017927017363383","0.17626937879418525","0.17626937879418525","0.17626937879418525","0.12537090212736185","0.11931094390051392","0.13143086035420976","0.13926046485305887","0.13926046485305887","0.13926046485305887","0.18224957050190826","0.18224957050190826","0.18224957050190826","0.15860449634080373","0.15860449634080373","0.15860449634080373","0.2536763289204331","0.2536763289204331","0.2536763289204331","0.15535153054956463","0.15535153054956463","0.15535153054956463","0.20765689605511387","0.20765689605511387","0.20765689605511387","0.1878776060687572","0.1878776060687572","0.1878776060687572","0.12520341032333202","0.12520341032333202","0.12520341032333202","0.12714477635317545","0.12714477635317545","0.12714477635317545"
"133","0.19754489906827913","0.19754489906827913","0.19754489906827913","0.14531253951307235","0.14531253951307235","0.14531253951307235","0.19924189392300226","0.19924189392300226","0.19924189392300226","0.1383079793593445","0.1383079793593445","0.1383079793593445","0.1507660509347762","0.1507660509347762","0.1507660509347762","0.11122877598328959","0.099012791348928","0.12344476061765117","0.11121195447781734","0.11121195447781734","0.11121195447781734","0.16972882101224604","0.16972882101224604","0.16972882101224604","0.19169409857053854","0.19169409857053854","0.19169409857053854","0.24552458238759584","0.24552458238759584","0.24552458238759584","0.23114490483949895","0.23114490483949895","0.23114490483949895","0.22323596709377558","0.22323596709377558","0.22323596709377558","0.11816236099144503","0.11816236099144503","0.11816236099144503","0.09354619215166668","0.09354619215166668","0.09354619215166668","0.08687871574685921","0.08687871574685921","0.08687871574685921"
"134","0.19506984424244966","0.19506984424244966","0.19506984424244966","0.166227784855529","0.166227784855529","0.166227784855529","0.20036899867042934","0.20036899867042934","0.20036899867042934","0.09027741624942304","0.09027741624942304","0.09027741624942304","0.12893089245275005","0.12893089245275005","0.12893089245275005","0.09556678105831833","0.09162471547802017","0.09950884663861648","0.1319754948958775","0.1319754948958775","0.1319754948958775","0.22616461499674095","0.22616461499674095","0.22616461499674095","0.17587271847228753","0.17587271847228753","0.17587271847228753","0.288971493201968","0.288971493201968","0.288971493201968","0.25648642136572164","0.25648642136572164","0.25648642136572164","0.2571591028256058","0.2571591028256058","0.2571591028256058","0.17444483941851446","0.17444483941851446","0.17444483941851446","0.1528587630554162","0.1528587630554162","0.1528587630554162","0.1925068412094586","0.1925068412094586","0.1925068412094586"
"135","0.15357905056615215","0.15357905056615215","0.15357905056615215","0.1395148387166535","0.1395148387166535","0.1395148387166535","0.14388547553610748","0.14388547553610748","0.14388547553610748","0.1635010638189419","0.1635010638189419","0.1635010638189419","0.1384669559574911","0.1384669559574911","0.1384669559574911","0.14400668159901853","0.12888091958314243","0.1591324436148946","0.12078229846813227","0.12078229846813227","0.12078229846813227","0.18576078475661545","0.18576078475661545","0.18576078475661545","0.14887513768881708","0.14887513768881708","0.14887513768881708","0.2973989830307361","0.2973989830307361","0.2973989830307361","0.2243250870118607","0.2243250870118607","0.2243250870118607","0.23935438110058938","0.23935438110058938","0.23935438110058938","0.13837126039822473","0.13837126039822473","0.13837126039822473","0.08785832795993252","0.08785832795993252","0.08785832795993252","0.12690405623680648","0.12690405623680648","0.12690405623680648"
"136","0.14773640967554408","0.14773640967554408","0.14773640967554408","0.1816630119445088","0.1816630119445088","0.1816630119445088","0.16058633797886","0.16058633797886","0.16058633797886","0.1893618114300272","0.1893618114300272","0.1893618114300272","0.15970207707351414","0.15970207707351414","0.15970207707351414","0.140682746791308","0.13022298780803343","0.15114250577458258","0.11601313961028886","0.11601313961028886","0.11601313961028886","0.24144088372502195","0.24144088372502195","0.24144088372502195","0.16528014700781335","0.16528014700781335","0.16528014700781335","0.26400709043080445","0.26400709043080445","0.26400709043080445","0.1736785704895345","0.1736785704895345","0.1736785704895345","0.21485576421536473","0.21485576421536473","0.21485576421536473","0.19265877476284737","0.19265877476284737","0.19265877476284737","0.1290693468452871","0.1290693468452871","0.1290693468452871","0.12703276960138696","0.12703276960138696","0.12703276960138696"
"137","0.184353830123355","0.184353830123355","0.184353830123355","0.23591408881594716","0.23591408881594716","0.23591408881594716","0.22240975820194908","0.22240975820194908","0.22240975820194908","0.14200846980376564","0.14200846980376564","0.14200846980376564","0.16202522995387172","0.16202522995387172","0.16202522995387172","0.1374282220741786","0.12543232080992597","0.14942412333843122","0.15679891214366304","0.15679891214366304","0.15679891214366304","0.21416438089730513","0.21416438089730513","0.21416438089730513","0.16482153205043396","0.16482153205043396","0.16482153205043396","0.28933522417792973","0.28933522417792973","0.28933522417792973","0.2283272692849161","0.2283272692849161","0.2283272692849161","0.27148519346784444","0.27148519346784444","0.27148519346784444","0.19454440944812496","0.19454440944812496","0.19454440944812496","0.15159205107983","0.15159205107983","0.15159205107983","0.1314380750271394","0.1314380750271394","0.1314380750271394"
"138","0.16128478890505865","0.16128478890505865","0.16128478890505865","0.1549213555372122","0.1549213555372122","0.1549213555372122","0.18860810273931428","0.18860810273931428","0.18860810273931428","0.13230273823355498","0.13230273823355498","0.13230273823355498","0.12179460941839407","0.12179460941839407","0.12179460941839407","0.12125313764449025","0.10983927163665681","0.13266700365232367","0.13540527007836783","0.13540527007836783","0.13540527007836783","0.18226966445082302","0.18226966445082302","0.18226966445082302","0.14855139673470444","0.14855139673470444","0.14855139673470444","0.296016279595811","0.296016279595811","0.296016279595811","0.16647589927224166","0.16647589927224166","0.16647589927224166","0.22539223567068212","0.22539223567068212","0.22539223567068212","0.17886358264624383","0.17886358264624383","0.17886358264624383","0.16012599750020132","0.16012599750020132","0.16012599750020132","0.14663630359886443","0.14663630359886443","0.14663630359886443"
"139","0.12546113044967394","0.12546113044967394","0.12546113044967394","0.12995782130311984","0.12995782130311984","0.12995782130311984","0.141469916043871","0.141469916043871","0.141469916043871","0.1184099661452418","0.1184099661452418","0.1184099661452418","0.1623341678273208","0.1623341678273208","0.1623341678273208","0.1369569397307171","0.13384053011587577","0.1400733493455584","0.17705656396980465","0.17705656396980465","0.17705656396980465","0.21428870006326128","0.21428870006326128","0.21428870006326128","0.1645658765650843","0.1645658765650843","0.1645658765650843","0.2924437931499466","0.2924437931499466","0.2924437931499466","0.1823033371804636","0.1823033371804636","0.1823033371804636","0.1838792878593386","0.1838792878593386","0.1838792878593386","0.17215904651195696","0.17215904651195696","0.17215904651195696","0.1113675941370815","0.1113675941370815","0.1113675941370815","0.1461856851644674","0.1461856851644674","0.1461856851644674"
"140","0.1623467810254388","0.1623467810254388","0.1623467810254388","0.14831084196909475","0.14831084196909475","0.14831084196909475","0.13862393409911278","0.13862393409911278","0.13862393409911278","0.13409737581373238","0.13409737581373238","0.13409737581373238","0.15864479680964866","0.15864479680964866","0.15864479680964866","0.14287976819095","0.12584749419961588","0.15991204218228414","0.13805067682579944","0.13805067682579944","0.13805067682579944","0.22201660611146098","0.22201660611146098","0.22201660611146098","0.1749703067439154","0.1749703067439154","0.1749703067439154","0.31614122447024473","0.31614122447024473","0.31614122447024473","0.187856116828231","0.187856116828231","0.187856116828231","0.17889964005538989","0.17889964005538989","0.17889964005538989","0.1418443247329874","0.1418443247329874","0.1418443247329874","0.09273164450642546","0.09273164450642546","0.09273164450642546","0.09132869096326653","0.09132869096326653","0.09132869096326653"
