"Step","_n_S_512_e500_b16_lr0.01_2 (S) - metrics/mAP_0.5","_n_S_512_e500_b16_lr0.01_2 (S) - metrics/mAP_0.5__MIN","_n_S_512_e500_b16_lr0.01_2 (S) - metrics/mAP_0.5__MAX","_n_S_512_e500_b16_lr0.01_3 (S) - metrics/mAP_0.5","_n_S_512_e500_b16_lr0.01_3 (S) - metrics/mAP_0.5__MIN","_n_S_512_e500_b16_lr0.01_3 (S) - metrics/mAP_0.5__MAX","_n_S_512_e500_b16_lr0.01_1 (S) - metrics/mAP_0.5","_n_S_512_e500_b16_lr0.01_1 (S) - metrics/mAP_0.5__MIN","_n_S_512_e500_b16_lr0.01_1 (S) - metrics/mAP_0.5__MAX","_n_N_512_e500_b16_lr0.01_3 (N) - metrics/mAP_0.5","_n_N_512_e500_b16_lr0.01_3 (N) - metrics/mAP_0.5__MIN","_n_N_512_e500_b16_lr0.01_3 (N) - metrics/mAP_0.5__MAX","_n_N_512_e500_b16_lr0.01_2 (N) - metrics/mAP_0.5","_n_N_512_e500_b16_lr0.01_2 (N) - metrics/mAP_0.5__MIN","_n_N_512_e500_b16_lr0.01_2 (N) - metrics/mAP_0.5__MAX","_n_N_512_e500_b16_lr0.01_1 (N) - metrics/mAP_0.5","_n_N_512_e500_b16_lr0.01_1 (N) - metrics/mAP_0.5__MIN","_n_N_512_e500_b16_lr0.01_1 (N) - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_3 (M) - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_3 (M) - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_3 (M) - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_2 (M) - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_2 (M) - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_2 (M) - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_1 (M) - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_1 (M) - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_1 (M) - metrics/mAP_0.5__MAX","_n_L_512_e500_b16_lr0.01_3 (L) - metrics/mAP_0.5","_n_L_512_e500_b16_lr0.01_3 (L) - metrics/mAP_0.5__MIN","_n_L_512_e500_b16_lr0.01_3 (L) - metrics/mAP_0.5__MAX","_n_L_512_e500_b16_lr0.01_2 (L) - metrics/mAP_0.5","_n_L_512_e500_b16_lr0.01_2 (L) - metrics/mAP_0.5__MIN","_n_L_512_e500_b16_lr0.01_2 (L) - metrics/mAP_0.5__MAX","_n_L_512_e500_b16_lr0.01_1 (L) - metrics/mAP_0.5","_n_L_512_e500_b16_lr0.01_1 (L) - metrics/mAP_0.5__MIN","_n_L_512_e500_b16_lr0.01_1 (L) - metrics/mAP_0.5__MAX","_n_X_512_e500_b16_lr0.01_3 (X) - metrics/mAP_0.5","_n_X_512_e500_b16_lr0.01_3 (X) - metrics/mAP_0.5__MIN","_n_X_512_e500_b16_lr0.01_3 (X) - metrics/mAP_0.5__MAX","_n_X_512_e500_b16_lr0.01_2 (X) - metrics/mAP_0.5","_n_X_512_e500_b16_lr0.01_2 (X) - metrics/mAP_0.5__MIN","_n_X_512_e500_b16_lr0.01_2 (X) - metrics/mAP_0.5__MAX","_n_X_512_e500_b16_lr0.01_1 (X) - metrics/mAP_0.5","_n_X_512_e500_b16_lr0.01_1 (X) - metrics/mAP_0.5__MIN","_n_X_512_e500_b16_lr0.01_1 (X) - metrics/mAP_0.5__MAX"
"296","0.4534869407050116","0.4534869407050116","0.4534869407050116","0.43217540420917","0.43217540420917","0.43217540420917","0.42140120844653695","0.42140120844653695","0.42140120844653695","0.3956652931952541","0.3956652931952541","0.3956652931952541","0.3871102519643469","0.3871102519643469","0.3871102519643469","0.367953786095358","0.353250811306288","0.38265676088442807","0.3746375668026888","0.3746375668026888","0.3746375668026888","0.45238810321214223","0.45238810321214223","0.45238810321214223","0.45085339456366574","0.45085339456366574","0.45085339456366574","0.46528642971151735","0.46528642971151735","0.46528642971151735","0.4502892999017781","0.4502892999017781","0.4502892999017781","0.4557899062121228","0.4557899062121228","0.4557899062121228","0.41815316079542214","0.41815316079542214","0.41815316079542214","0.3653754457759234","0.3653754457759234","0.3653754457759234","0.2528958591260328","0.2528958591260328","0.2528958591260328"
"297","0.4540627350958404","0.4540627350958404","0.4540627350958404","0.4326887970854298","0.4326887970854298","0.4326887970854298","0.4270813337544603","0.4270813337544603","0.4270813337544603","0.3962701739193632","0.3962701739193632","0.3962701739193632","0.3860171842459253","0.3860171842459253","0.3860171842459253","0.3708697862020427","0.35696631580157123","0.38477325660251416","0.37522148774513453","0.37522148774513453","0.37522148774513453","0.45118373227454317","0.45118373227454317","0.45118373227454317","0.4516351377046755","0.4516351377046755","0.4516351377046755","0.46581340543902255","0.46581340543902255","0.46581340543902255","0.4500958874691998","0.4500958874691998","0.4500958874691998","0.45688422196424994","0.45688422196424994","0.45688422196424994","0.41906170345782856","0.41906170345782856","0.41906170345782856","0.36648045964997655","0.36648045964997655","0.36648045964997655","0.25239074153834773","0.25239074153834773","0.25239074153834773"
"298","0.45495414762091346","0.45495414762091346","0.45495414762091346","0.4331716482956045","0.4331716482956045","0.4331716482956045","0.42742307415406167","0.42742307415406167","0.42742307415406167","0.397836524264209","0.397836524264209","0.397836524264209","0.38664117675701937","0.38664117675701937","0.38664117675701937","0.37207723828511535","0.35908450504790473","0.38506997152232597","0.3757829831648045","0.3757829831648045","0.3757829831648045","0.4512652979010877","0.4512652979010877","0.4512652979010877","0.4516210183185497","0.4516210183185497","0.4516210183185497","0.46648924707729067","0.46648924707729067","0.46648924707729067","0.450733093124793","0.450733093124793","0.450733093124793","0.45908106847896735","0.45908106847896735","0.45908106847896735","0.4204779585387743","0.4204779585387743","0.4204779585387743","0.3681693226259446","0.3681693226259446","0.3681693226259446","0.2530228133244511","0.2530228133244511","0.2530228133244511"
"299","0.4548793545985844","0.4548793545985844","0.4548793545985844","0.43317726057732564","0.43317726057732564","0.43317726057732564","0.42666799801347705","0.42666799801347705","0.42666799801347705","0.3976075628059822","0.3976075628059822","0.3976075628059822","0.3864100799791366","0.3864100799791366","0.3864100799791366","0.37292764815560775","0.3607431346883491","0.3851121616228663","0.3770620015902894","0.3770620015902894","0.3770620015902894","0.4539417047412797","0.4539417047412797","0.4539417047412797","0.4523018008172826","0.4523018008172826","0.4523018008172826","0.4665066067115531","0.4665066067115531","0.4665066067115531","0.4519692010583163","0.4519692010583163","0.4519692010583163","0.4605739197375717","0.4605739197375717","0.4605739197375717","0.42072474695771567","0.42072474695771567","0.42072474695771567","0.3671341342038764","0.3671341342038764","0.3671341342038764","0.25391357272302956","0.25391357272302956","0.25391357272302956"
"300","0.45577374062809595","0.45577374062809595","0.45577374062809595","0.43348674977422635","0.43348674977422635","0.43348674977422635","0.43124208321179325","0.43124208321179325","0.43124208321179325","0.3996183890671446","0.3996183890671446","0.3996183890671446","0.38663684242047","0.38663684242047","0.38663684242047","0.37414702529647537","0.36281101337760135","0.3854830372153494","0.3779211797883204","0.3779211797883204","0.3779211797883204","0.4535567321474294","0.4535567321474294","0.4535567321474294","0.452255925420217","0.452255925420217","0.452255925420217","0.46713032775617275","0.46713032775617275","0.46713032775617275","0.45188488471935484","0.45188488471935484","0.45188488471935484","0.46065938582684346","0.46065938582684346","0.46065938582684346","0.42232890283794133","0.42232890283794133","0.42232890283794133","0.3681538318243824","0.3681538318243824","0.3681538318243824","0.25497432165324924","0.25497432165324924","0.25497432165324924"
"301","0.4556468482265166","0.4556468482265166","0.4556468482265166","0.43296661459392094","0.43296661459392094","0.43296661459392094","0.42715898223528026","0.42715898223528026","0.42715898223528026","0.3991839158741879","0.3991839158741879","0.3991839158741879","0.38744468313172997","0.38744468313172997","0.38744468313172997","0.3756547217096091","0.36589777382230115","0.3854116695969171","0.37876081281352814","0.37876081281352814","0.37876081281352814","0.45326743110876494","0.45326743110876494","0.45326743110876494","0.45362089238027364","0.45362089238027364","0.45362089238027364","0.4674791564462008","0.4674791564462008","0.4674791564462008","0.45036827423238623","0.45036827423238623","0.45036827423238623","0.46123529738286273","0.46123529738286273","0.46123529738286273","0.4222600673890068","0.4222600673890068","0.4222600673890068","0.36948137287930083","0.36948137287930083","0.36948137287930083","0.2580501375793876","0.2580501375793876","0.2580501375793876"
"302","0.45567914938451237","0.45567914938451237","0.45567914938451237","0.4329420981764954","0.4329420981764954","0.4329420981764954","0.42409831643775486","0.42409831643775486","0.42409831643775486","0.4016362574424953","0.4016362574424953","0.4016362574424953","0.3878704970625536","0.3878704970625536","0.3878704970625536","0.37625432259821157","0.3678336914829051","0.384674953713518","0.37863041890530796","0.37863041890530796","0.37863041890530796","0.4541632530905352","0.4541632530905352","0.4541632530905352","0.45339445785586097","0.45339445785586097","0.45339445785586097","0.46835041560234963","0.46835041560234963","0.46835041560234963","0.451005664718128","0.451005664718128","0.451005664718128","0.4609228899818928","0.4609228899818928","0.4609228899818928","0.42389524441174314","0.42389524441174314","0.42389524441174314","0.3726524771893551","0.3726524771893551","0.3726524771893551","0.25653728129041475","0.25653728129041475","0.25653728129041475"
"303","0.45596107307460915","0.45596107307460915","0.45596107307460915","0.4341708508294729","0.4341708508294729","0.4341708508294729","0.427056072049806","0.427056072049806","0.427056072049806","0.39651649631867886","0.39651649631867886","0.39651649631867886","0.387553679081074","0.387553679081074","0.387553679081074","0.37711952217073463","0.3686237495338772","0.38561529480759205","0.38188972568488455","0.38188972568488455","0.38188972568488455","0.45507960975126416","0.45507960975126416","0.45507960975126416","0.45323602187174666","0.45323602187174666","0.45323602187174666","0.4723510645461838","0.4723510645461838","0.4723510645461838","0.45115339474738825","0.45115339474738825","0.45115339474738825","0.4612848021174815","0.4612848021174815","0.4612848021174815","0.42362777609531016","0.42362777609531016","0.42362777609531016","0.37137778739721294","0.37137778739721294","0.37137778739721294","0.2578773820080223","0.2578773820080223","0.2578773820080223"
"304","0.45614548509596486","0.45614548509596486","0.45614548509596486","0.43408851553951894","0.43408851553951894","0.43408851553951894","0.4275327857789953","0.4275327857789953","0.4275327857789953","0.39629371211828607","0.39629371211828607","0.39629371211828607","0.3885940226396723","0.3885940226396723","0.3885940226396723","0.3789062202441711","0.3738009184759832","0.384011522012359","0.38263227484070567","0.38263227484070567","0.38263227484070567","0.46207174291035263","0.46207174291035263","0.46207174291035263","0.45530448729870404","0.45530448729870404","0.45530448729870404","0.4720145999889821","0.4720145999889821","0.4720145999889821","0.4518643645542905","0.4518643645542905","0.4518643645542905","0.4621672570742589","0.4621672570742589","0.4621672570742589","0.42207239729499696","0.42207239729499696","0.42207239729499696","0.3731217383051427","0.3731217383051427","0.3731217383051427","0.25831572026607735","0.25831572026607735","0.25831572026607735"
"305","0.45582677956171425","0.45582677956171425","0.45582677956171425","0.4351135480651302","0.4351135480651302","0.4351135480651302","0.43108132964591794","0.43108132964591794","0.43108132964591794","0.3996485324470643","0.3996485324470643","0.3996485324470643","0.38789491844638235","0.38789491844638235","0.38789491844638235","0.37948472572589687","0.3742007027695039","0.38476874868228983","0.38329219383274515","0.38329219383274515","0.38329219383274515","0.46093640977703854","0.46093640977703854","0.46093640977703854","0.456167300130637","0.456167300130637","0.456167300130637","0.4739416995911725","0.4739416995911725","0.4739416995911725","0.4522377007785039","0.4522377007785039","0.4522377007785039","0.46340140554710646","0.46340140554710646","0.46340140554710646","0.4228973429331673","0.4228973429331673","0.4228973429331673","0.373988659989552","0.373988659989552","0.373988659989552","0.25994414165372415","0.25994414165372415","0.25994414165372415"
"306","0.4573014522711028","0.4573014522711028","0.4573014522711028","0.4360683229217298","0.4360683229217298","0.4360683229217298","0.4291269283222262","0.4291269283222262","0.4291269283222262","0.40041772367324735","0.40041772367324735","0.40041772367324735","0.3877556947997792","0.3877556947997792","0.3877556947997792","0.3802924902267898","0.37472439365579413","0.3858605867977855","0.38511397062239505","0.38511397062239505","0.38511397062239505","0.46257572270437736","0.46257572270437736","0.46257572270437736","0.45353966903922627","0.45353966903922627","0.45353966903922627","0.47383540234765653","0.47383540234765653","0.47383540234765653","0.45263051432860063","0.45263051432860063","0.45263051432860063","0.46404310415929695","0.46404310415929695","0.46404310415929695","0.42449861560293733","0.42449861560293733","0.42449861560293733","0.37381022278538273","0.37381022278538273","0.37381022278538273","0.26188040625290265","0.26188040625290265","0.26188040625290265"
"307","0.4581438306076986","0.4581438306076986","0.4581438306076986","0.4371097548359161","0.4371097548359161","0.4371097548359161","0.43154793606164304","0.43154793606164304","0.43154793606164304","0.4006849253755981","0.4006849253755981","0.4006849253755981","0.38907813926786977","0.38907813926786977","0.38907813926786977","0.3826094714409173","0.3763922578974387","0.3888266849843959","0.3840846307326659","0.3840846307326659","0.3840846307326659","0.4625957894426339","0.4625957894426339","0.4625957894426339","0.45386818643513593","0.45386818643513593","0.45386818643513593","0.4715268917393785","0.4715268917393785","0.4715268917393785","0.454055423109905","0.454055423109905","0.454055423109905","0.46531743582276963","0.46531743582276963","0.46531743582276963","0.42523146882950563","0.42523146882950563","0.42523146882950563","0.37205469773907696","0.37205469773907696","0.37205469773907696","0.26078756048243334","0.26078756048243334","0.26078756048243334"
"308","0.4609535067454546","0.4609535067454546","0.4609535067454546","0.43679300188779857","0.43679300188779857","0.43679300188779857","0.4345206256716799","0.4345206256716799","0.4345206256716799","0.4022764042782651","0.4022764042782651","0.4022764042782651","0.384712211203165","0.384712211203165","0.384712211203165","0.38487741657960833","0.3778828718889675","0.39187196127024915","0.3854245376072976","0.3854245376072976","0.3854245376072976","0.4627097341449717","0.4627097341449717","0.4627097341449717","0.456942948403259","0.456942948403259","0.456942948403259","0.46918537071525807","0.46918537071525807","0.46918537071525807","0.45469861919195315","0.45469861919195315","0.45469861919195315","0.4657810450641381","0.4657810450641381","0.4657810450641381","0.425561726027034","0.425561726027034","0.425561726027034","0.37370784444769983","0.37370784444769983","0.37370784444769983","0.2629264623787061","0.2629264623787061","0.2629264623787061"
"309","0.4603581915624251","0.4603581915624251","0.4603581915624251","0.4352747678951792","0.4352747678951792","0.4352747678951792","0.431985072783915","0.431985072783915","0.431985072783915","0.4050250229475","0.4050250229475","0.4050250229475","0.3857780738593404","0.3857780738593404","0.3857780738593404","0.38351733209384675","0.3789717737988941","0.38806289038879943","0.38609332760693443","0.38609332760693443","0.38609332760693443","0.4627397164992467","0.4627397164992467","0.4627397164992467","0.45665776417814896","0.45665776417814896","0.45665776417814896","0.4691167205848897","0.4691167205848897","0.4691167205848897","0.45277463037068255","0.45277463037068255","0.45277463037068255","0.46614535472624125","0.46614535472624125","0.46614535472624125","0.426348462223272","0.426348462223272","0.426348462223272","0.3740372356152165","0.3740372356152165","0.3740372356152165","0.2698705116829305","0.2698705116829305","0.2698705116829305"
"310","0.4608556085780899","0.4608556085780899","0.4608556085780899","0.4349804869838132","0.4349804869838132","0.4349804869838132","0.4266925744807818","0.4266925744807818","0.4266925744807818","0.4029910601157183","0.4029910601157183","0.4029910601157183","0.39148489119667795","0.39148489119667795","0.39148489119667795","0.3842635885489523","0.3797457356434286","0.388781441454476","0.38626658805679076","0.38626658805679076","0.38626658805679076","0.4634325932012754","0.4634325932012754","0.4634325932012754","0.45344899857351134","0.45344899857351134","0.45344899857351134","0.46934162091875825","0.46934162091875825","0.46934162091875825","0.45434694239535045","0.45434694239535045","0.45434694239535045","0.46655735073483645","0.46655735073483645","0.46655735073483645","0.4260206886621513","0.4260206886621513","0.4260206886621513","0.3742376108222866","0.3742376108222866","0.3742376108222866","0.27072257303713715","0.27072257303713715","0.27072257303713715"
"311","0.46132570465288547","0.46132570465288547","0.46132570465288547","0.435961913365828","0.435961913365828","0.435961913365828","0.4289474384720956","0.4289474384720956","0.4289474384720956","0.40307569462072185","0.40307569462072185","0.40307569462072185","0.3869776059801271","0.3869776059801271","0.3869776059801271","0.38588862033098537","0.37983309100472","0.39194414965725066","0.3876553162894711","0.3876553162894711","0.3876553162894711","0.4667788480442838","0.4667788480442838","0.4667788480442838","0.4539657299685968","0.4539657299685968","0.4539657299685968","0.4692806309966932","0.4692806309966932","0.4692806309966932","0.4543583906586466","0.4543583906586466","0.4543583906586466","0.4672843426243699","0.4672843426243699","0.4672843426243699","0.427289579306328","0.427289579306328","0.427289579306328","0.3727663921576134","0.3727663921576134","0.3727663921576134","0.26717752918080867","0.26717752918080867","0.26717752918080867"
"312","0.4639567506839728","0.4639567506839728","0.4639567506839728","0.436719709157714","0.436719709157714","0.436719709157714","0.4293448894778791","0.4293448894778791","0.4293448894778791","0.4000491092091527","0.4000491092091527","0.4000491092091527","0.3862578721294587","0.3862578721294587","0.3862578721294587","0.38593331836900996","0.37954608212225927","0.39232055461576065","0.3889498232069182","0.3889498232069182","0.3889498232069182","0.46559846278212186","0.46559846278212186","0.46559846278212186","0.45456654097585725","0.45456654097585725","0.45456654097585725","0.47043849157797696","0.47043849157797696","0.47043849157797696","0.454270801064894","0.454270801064894","0.454270801064894","0.4677489077440593","0.4677489077440593","0.4677489077440593","0.4290362121385106","0.4290362121385106","0.4290362121385106","0.37323844867593825","0.37323844867593825","0.37323844867593825","0.26762350459438516","0.26762350459438516","0.26762350459438516"
"313","0.4639701330938131","0.4639701330938131","0.4639701330938131","0.43657022326607087","0.43657022326607087","0.43657022326607087","0.42782949136070486","0.42782949136070486","0.42782949136070486","0.40018658548874053","0.40018658548874053","0.40018658548874053","0.3857454529498545","0.3857454529498545","0.3857454529498545","0.3855163277024286","0.3790111981996853","0.39202145720517184","0.3896959907725595","0.3896959907725595","0.3896959907725595","0.4661030795201615","0.4661030795201615","0.4661030795201615","0.4552042381905652","0.4552042381905652","0.4552042381905652","0.47187801860562856","0.47187801860562856","0.47187801860562856","0.4564655651387819","0.4564655651387819","0.4564655651387819","0.4676233994227722","0.4676233994227722","0.4676233994227722","0.4297217711085104","0.4297217711085104","0.4297217711085104","0.37568701710645985","0.37568701710645985","0.37568701710645985","0.272557145836339","0.272557145836339","0.272557145836339"
"314","0.4629971896574595","0.4629971896574595","0.4629971896574595","0.43649444479115507","0.43649444479115507","0.43649444479115507","0.42842048632415053","0.42842048632415053","0.42842048632415053","0.40042934117127926","0.40042934117127926","0.40042934117127926","0.3864500454434609","0.3864500454434609","0.3864500454434609","0.38453448154859754","0.37969233204191266","0.3893766310552824","0.3904340692472802","0.3904340692472802","0.3904340692472802","0.4686818261599801","0.4686818261599801","0.4686818261599801","0.455880940034374","0.455880940034374","0.455880940034374","0.471968364142056","0.471968364142056","0.471968364142056","0.4562785480318383","0.4562785480318383","0.4562785480318383","0.4696506189122229","0.4696506189122229","0.4696506189122229","0.4302758719672325","0.4302758719672325","0.4302758719672325","0.3730543897062415","0.3730543897062415","0.3730543897062415","0.26907352899646075","0.26907352899646075","0.26907352899646075"
"315","0.4634420113625626","0.4634420113625626","0.4634420113625626","0.4362134033645719","0.4362134033645719","0.4362134033645719","0.42978628808068475","0.42978628808068475","0.42978628808068475","0.4032859028679208","0.4032859028679208","0.4032859028679208","0.38672622670590945","0.38672622670590945","0.38672622670590945","0.38519609943061245","0.38004275072912175","0.39034944813210315","0.391722215864029","0.391722215864029","0.391722215864029","0.4688964342516877","0.4688964342516877","0.4688964342516877","0.45651893965387175","0.45651893965387175","0.45651893965387175","0.46943449344090105","0.46943449344090105","0.46943449344090105","0.45604682495470783","0.45604682495470783","0.45604682495470783","0.47053150111935677","0.47053150111935677","0.47053150111935677","0.4303163678245861","0.4303163678245861","0.4303163678245861","0.37465500516057026","0.37465500516057026","0.37465500516057026","0.26789506018901277","0.26789506018901277","0.26789506018901277"
"316","0.4638666094044608","0.4638666094044608","0.4638666094044608","0.4357878482646823","0.4357878482646823","0.4357878482646823","0.42858556996689173","0.42858556996689173","0.42858556996689173","0.4031102003101574","0.4031102003101574","0.4031102003101574","0.38731261849419935","0.38731261849419935","0.38731261849419935","0.3854151995797248","0.380286218310261","0.39054418084918857","0.39215941146223965","0.39215941146223965","0.39215941146223965","0.46964684769721843","0.46964684769721843","0.46964684769721843","0.4573774308267126","0.4573774308267126","0.4573774308267126","0.4700986303407454","0.4700986303407454","0.4700986303407454","0.45623624936487905","0.45623624936487905","0.45623624936487905","0.4710658813622959","0.4710658813622959","0.4710658813622959","0.43001229101545413","0.43001229101545413","0.43001229101545413","0.37675053072407194","0.37675053072407194","0.37675053072407194","0.2702773462123848","0.2702773462123848","0.2702773462123848"
"317","0.4641792799671447","0.4641792799671447","0.4641792799671447","0.43674870378957786","0.43674870378957786","0.43674870378957786","0.43459365190832866","0.43459365190832866","0.43459365190832866","0.4003345446747088","0.4003345446747088","0.4003345446747088","0.387253660407926","0.387253660407926","0.387253660407926","0.3851662085135784","0.3805342015765186","0.38979821545063814","0.39015048088117815","0.39015048088117815","0.39015048088117815","0.4696951941623681","0.4696951941623681","0.4696951941623681","0.4610342625122746","0.4610342625122746","0.4610342625122746","0.47293089795284","0.47293089795284","0.47293089795284","0.4561614043777137","0.4561614043777137","0.4561614043777137","0.47169501187650964","0.47169501187650964","0.47169501187650964","0.430168252275906","0.430168252275906","0.430168252275906","0.3770281144817116","0.3770281144817116","0.3770281144817116","0.2711916418193093","0.2711916418193093","0.2711916418193093"
"318","0.464590500510712","0.464590500510712","0.464590500510712","0.4369842967316757","0.4369842967316757","0.4369842967316757","0.43131140257277156","0.43131140257277156","0.43131140257277156","0.4014707898515966","0.4014707898515966","0.4014707898515966","0.38633147271488333","0.38633147271488333","0.38633147271488333","0.38575413760308047","0.3806970390717417","0.39081123613441926","0.3905389293221708","0.3905389293221708","0.3905389293221708","0.47010683288914784","0.47010683288914784","0.47010683288914784","0.4594629906332829","0.4594629906332829","0.4594629906332829","0.47087717611658353","0.47087717611658353","0.47087717611658353","0.4561428428686779","0.4561428428686779","0.4561428428686779","0.47275891946562415","0.47275891946562415","0.47275891946562415","0.43133600122704857","0.43133600122704857","0.43133600122704857","0.3767000988561908","0.3767000988561908","0.3767000988561908","0.27529946973787","0.27529946973787","0.27529946973787"
"319","0.4646105197646047","0.4646105197646047","0.4646105197646047","0.4369573474062627","0.4369573474062627","0.4369573474062627","0.432663537129853","0.432663537129853","0.432663537129853","0.39919651530145284","0.39919651530145284","0.39919651530145284","0.38595661083658434","0.38595661083658434","0.38595661083658434","0.38592833806597127","0.38032032507351676","0.39153635105842577","0.3938641661624069","0.3938641661624069","0.3938641661624069","0.4696792046045387","0.4696792046045387","0.4696792046045387","0.4610401762716859","0.4610401762716859","0.4610401762716859","0.4710025520333324","0.4710025520333324","0.4710025520333324","0.45654898281583395","0.45654898281583395","0.45654898281583395","0.47393922236446734","0.47393922236446734","0.47393922236446734","0.4312154783787588","0.4312154783787588","0.4312154783787588","0.37857358273821134","0.37857358273821134","0.37857358273821134","0.2753275333023353","0.2753275333023353","0.2753275333023353"
"320","0.4624731544892322","0.4624731544892322","0.4624731544892322","0.43591994975622145","0.43591994975622145","0.43591994975622145","0.4337913148200513","0.4337913148200513","0.4337913148200513","0.40083660508271807","0.40083660508271807","0.40083660508271807","0.3863077850603844","0.3863077850603844","0.3863077850603844","0.38598152738289543","0.3807526064031508","0.3912104483626401","0.3901582312852461","0.3901582312852461","0.3901582312852461","0.4695559581924082","0.4695559581924082","0.4695559581924082","0.4613359232443806","0.4613359232443806","0.4613359232443806","0.4713555862998116","0.4713555862998116","0.4713555862998116","0.45698933503505035","0.45698933503505035","0.45698933503505035","0.4740014569241055","0.4740014569241055","0.4740014569241055","0.4318738177540795","0.4318738177540795","0.4318738177540795","0.3753452991664146","0.3753452991664146","0.3753452991664146","0.2805570059267648","0.2805570059267648","0.2805570059267648"
"321","0.4665098866173267","0.4665098866173267","0.4665098866173267","0.43610185591673595","0.43610185591673595","0.43610185591673595","0.4339302175243304","0.4339302175243304","0.4339302175243304","0.3965878095868508","0.3965878095868508","0.3965878095868508","0.3872444736616764","0.3872444736616764","0.3872444736616764","0.3863885574828201","0.3810277783019841","0.391749336663656","0.39316383818944695","0.39316383818944695","0.39316383818944695","0.46195712567875447","0.46195712567875447","0.46195712567875447","0.4625510716637275","0.4625510716637275","0.4625510716637275","0.47166855865744395","0.47166855865744395","0.47166855865744395","0.4570965525374182","0.4570965525374182","0.4570965525374182","0.4746445200633614","0.4746445200633614","0.4746445200633614","0.43183580140527456","0.43183580140527456","0.43183580140527456","0.37732093145662016","0.37732093145662016","0.37732093145662016","0.28115720371044056","0.28115720371044056","0.28115720371044056"
"322","0.46271121306477003","0.46271121306477003","0.46271121306477003","0.4362268996732725","0.4362268996732725","0.4362268996732725","0.43402865832561605","0.43402865832561605","0.43402865832561605","0.398877775230812","0.398877775230812","0.398877775230812","0.3872792586548904","0.3872792586548904","0.3872792586548904","0.3870378603857577","0.3819151769049996","0.39216054386651583","0.39184361419514613","0.39184361419514613","0.39184361419514613","0.46236284178230336","0.46236284178230336","0.46236284178230336","0.4627898583986098","0.4627898583986098","0.4627898583986098","0.4718072494007425","0.4718072494007425","0.4718072494007425","0.45688125833926857","0.45688125833926857","0.45688125833926857","0.47467217765238195","0.47467217765238195","0.47467217765238195","0.4324107047525755","0.4324107047525755","0.4324107047525755","0.3777873038780498","0.3777873038780498","0.3777873038780498","0.28182827652177667","0.28182827652177667","0.28182827652177667"
"323","0.46280734055781486","0.46280734055781486","0.46280734055781486","0.4368718565307109","0.4368718565307109","0.4368718565307109","0.4353972715637453","0.4353972715637453","0.4353972715637453","0.39397598415784596","0.39397598415784596","0.39397598415784596","0.38840050674692017","0.38840050674692017","0.38840050674692017","0.3873394619403547","0.3826695496939402","0.3920093741867692","0.3923445275113293","0.3923445275113293","0.3923445275113293","0.4625371748043746","0.4625371748043746","0.4625371748043746","0.4626150987195569","0.4626150987195569","0.4626150987195569","0.471075850017741","0.471075850017741","0.471075850017741","0.45669375814342833","0.45669375814342833","0.45669375814342833","0.4746645948401958","0.4746645948401958","0.4746645948401958","0.4351320125556484","0.4351320125556484","0.4351320125556484","0.37746860862634","0.37746860862634","0.37746860862634","0.28089633888909415","0.28089633888909415","0.28089633888909415"
"324","0.4668891234814958","0.4668891234814958","0.4668891234814958","0.4384235185012908","0.4384235185012908","0.4384235185012908","0.43674111213387495","0.43674111213387495","0.43674111213387495","0.3938713473054067","0.3938713473054067","0.3938713473054067","0.3892666706999417","0.3892666706999417","0.3892666706999417","0.3877658157165891","0.382477686015905","0.3930539454172731","0.39261057478443484","0.39261057478443484","0.39261057478443484","0.4624753568990265","0.4624753568990265","0.4624753568990265","0.4627655039070577","0.4627655039070577","0.4627655039070577","0.47108135545119195","0.47108135545119195","0.47108135545119195","0.456504367579662","0.456504367579662","0.456504367579662","0.4746839839964534","0.4746839839964534","0.4746839839964534","0.43654608526232375","0.43654608526232375","0.43654608526232375","0.37922757771100596","0.37922757771100596","0.37922757771100596","0.28182031471260405","0.28182031471260405","0.28182031471260405"
"325","0.4642062144923167","0.4642062144923167","0.4642062144923167","0.43944866890257794","0.43944866890257794","0.43944866890257794","0.4365655460357125","0.4365655460357125","0.4365655460357125","0.39726057047528557","0.39726057047528557","0.39726057047528557","0.3898125824912097","0.3898125824912097","0.3898125824912097","0.3885260981944376","0.3835970831589398","0.3934551132299355","0.39476252717827354","0.39476252717827354","0.39476252717827354","0.4625617074414343","0.4625617074414343","0.4625617074414343","0.4629055450672659","0.4629055450672659","0.4629055450672659","0.4701591047735469","0.4701591047735469","0.4701591047735469","0.4570684344589166","0.4570684344589166","0.4570684344589166","0.47479544131094537","0.47479544131094537","0.47479544131094537","0.4374262687856316","0.4374262687856316","0.4374262687856316","0.3797962270363347","0.3797962270363347","0.3797962270363347","0.2825899806266776","0.2825899806266776","0.2825899806266776"
