"Step","_n_M_512_e500_b64_lr0.01_3 - metrics/mAP_0.5","_n_M_512_e500_b64_lr0.01_3 - metrics/mAP_0.5__MIN","_n_M_512_e500_b64_lr0.01_3 - metrics/mAP_0.5__MAX","_n_M_512_e500_b64_lr0.01_2 - metrics/mAP_0.5","_n_M_512_e500_b64_lr0.01_2 - metrics/mAP_0.5__MIN","_n_M_512_e500_b64_lr0.01_2 - metrics/mAP_0.5__MAX","_n_M_512_e500_b32_lr0.01_3 - metrics/mAP_0.5","_n_M_512_e500_b32_lr0.01_3 - metrics/mAP_0.5__MIN","_n_M_512_e500_b32_lr0.01_3 - metrics/mAP_0.5__MAX","_n_M_512_e500_b32_lr0.01_2 - metrics/mAP_0.5","_n_M_512_e500_b32_lr0.01_2 - metrics/mAP_0.5__MIN","_n_M_512_e500_b32_lr0.01_2 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_3 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_3 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_3 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_2 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_2 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_2 - metrics/mAP_0.5__MAX","_n_M_512_e500_b64_lr0.01_1 - metrics/mAP_0.5","_n_M_512_e500_b64_lr0.01_1 - metrics/mAP_0.5__MIN","_n_M_512_e500_b64_lr0.01_1 - metrics/mAP_0.5__MAX","_n_M_512_e500_b32_lr0.01_1 - metrics/mAP_0.5","_n_M_512_e500_b32_lr0.01_1 - metrics/mAP_0.5__MIN","_n_M_512_e500_b32_lr0.01_1 - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5__MAX"
"104","0.12837408760648408","0.12837408760648408","0.12837408760648408","0.15034384586416563","0.15034384586416563","0.15034384586416563","0.10626301450701667","0.10626301450701667","0.10626301450701667","0.13117342240719795","0.13117342240719795","0.13117342240719795","0.1601951337848449","0.1601951337848449","0.1601951337848449","0.14018958564948344","0.14018958564948344","0.14018958564948344","0.09576838887126893","0.09576838887126893","0.09576838887126893","0.12331496337846035","0.12331496337846035","0.12331496337846035","0.1646863122733936","0.1646863122733936","0.1646863122733936"
"105","0.12137265263044472","0.12137265263044472","0.12137265263044472","0.13468942015442045","0.13468942015442045","0.13468942015442045","0.11282872033270434","0.11282872033270434","0.11282872033270434","0.05461820825607683","0.05461820825607683","0.05461820825607683","0.20739572534605016","0.20739572534605016","0.20739572534605016","0.11424061145010628","0.11424061145010628","0.11424061145010628","0.1048045090477547","0.1048045090477547","0.1048045090477547","0.11394209509194234","0.11394209509194234","0.11394209509194234","0.09894967220562742","0.09894967220562742","0.09894967220562742"
"106","0.11949832600325394","0.11949832600325394","0.11949832600325394","0.13708214222460427","0.13708214222460427","0.13708214222460427","0.10572187682056973","0.10572187682056973","0.10572187682056973","0.07467610111287035","0.07467610111287035","0.07467610111287035","0.09546041358856523","0.09546041358856523","0.09546041358856523","0.10527502452777043","0.10527502452777043","0.10527502452777043","0.10996994292740085","0.10996994292740085","0.10996994292740085","0.09402706906208677","0.09402706906208677","0.09402706906208677","0.07988210209897803","0.07988210209897803","0.07988210209897803"
"107","0.1452798116045501","0.1452798116045501","0.1452798116045501","0.17462255711081429","0.17462255711081429","0.17462255711081429","0.14918953756090855","0.14918953756090855","0.14918953756090855","0.1269890632549983","0.1269890632549983","0.1269890632549983","0.18388760400095097","0.18388760400095097","0.18388760400095097","0.16522596386114163","0.16522596386114163","0.16522596386114163","0.15342813820697948","0.15342813820697948","0.15342813820697948","0.10820353075749203","0.10820353075749203","0.10820353075749203","0.07470575530048415","0.07470575530048415","0.07470575530048415"
"108","0.26472402524499355","0.26472402524499355","0.26472402524499355","0.17535511025632364","0.17535511025632364","0.17535511025632364","0.1281960685735376","0.1281960685735376","0.1281960685735376","0.1135502425137009","0.1135502425137009","0.1135502425137009","0.08711144278184674","0.08711144278184674","0.08711144278184674","0.06597354335761063","0.06597354335761063","0.06597354335761063","0.1587505427550742","0.1587505427550742","0.1587505427550742","0.14724401034595308","0.14724401034595308","0.14724401034595308","0.1615856656720338","0.1615856656720338","0.1615856656720338"
"109","0.0343799471621309","0.0343799471621309","0.0343799471621309","0.02335557854017616","0.02335557854017616","0.02335557854017616","0.13841182290640563","0.13841182290640563","0.13841182290640563","0.13760288016158656","0.13760288016158656","0.13760288016158656","0.13358049859460877","0.13358049859460877","0.13358049859460877","0.2063753565381928","0.2063753565381928","0.2063753565381928","0.045835220993062","0.045835220993062","0.045835220993062","0.20911219035991113","0.20911219035991113","0.20911219035991113","0.19026683700880698","0.19026683700880698","0.19026683700880698"
"110","0.1757711088387664","0.1757711088387664","0.1757711088387664","0.18220324112035535","0.18220324112035535","0.18220324112035535","0.11424209059957613","0.11424209059957613","0.11424209059957613","0.1107807895188747","0.1107807895188747","0.1107807895188747","0.15108785043076603","0.15108785043076603","0.15108785043076603","0.11934976832924314","0.11934976832924314","0.11934976832924314","0.1988715246747211","0.1988715246747211","0.1988715246747211","0.1491665397913827","0.1491665397913827","0.1491665397913827","0.1698856478695444","0.1698856478695444","0.1698856478695444"
"111","0.16049469825416895","0.16049469825416895","0.16049469825416895","0.1416028952938974","0.1416028952938974","0.1416028952938974","0.08644948000742832","0.08644948000742832","0.08644948000742832","0.11414995902626177","0.11414995902626177","0.11414995902626177","0.1215143297532344","0.1215143297532344","0.1215143297532344","0.14419198349227605","0.14419198349227605","0.14419198349227605","0.12297562131864963","0.12297562131864963","0.12297562131864963","0.09095048450669395","0.09095048450669395","0.09095048450669395","0.14372170765034697","0.14372170765034697","0.14372170765034697"
"112","0.07442134216122255","0.07442134216122255","0.07442134216122255","0.1509252987299089","0.1509252987299089","0.1509252987299089","0.12634238109270557","0.12634238109270557","0.12634238109270557","0.12383995502924224","0.12383995502924224","0.12383995502924224","0.11357303012738157","0.11357303012738157","0.11357303012738157","0.16512298990158822","0.16512298990158822","0.16512298990158822","0.1358690277117809","0.1358690277117809","0.1358690277117809","0.14459959783179402","0.14459959783179402","0.14459959783179402","0.1481893017662807","0.1481893017662807","0.1481893017662807"
"113","0.12117522956532369","0.12117522956532369","0.12117522956532369","0.14694069342153304","0.14694069342153304","0.14694069342153304","0.08542986678699968","0.08542986678699968","0.08542986678699968","0.10045082063442946","0.10045082063442946","0.10045082063442946","0.12962141134815816","0.12962141134815816","0.12962141134815816","0.12614745110472822","0.12614745110472822","0.12614745110472822","0.15543716303907673","0.15543716303907673","0.15543716303907673","0.13238782864721504","0.13238782864721504","0.13238782864721504","0.10825021032031583","0.10825021032031583","0.10825021032031583"
"114","0.1379015744325346","0.1379015744325346","0.1379015744325346","0.10413286241444918","0.10413286241444918","0.10413286241444918","0.10394789705471078","0.10394789705471078","0.10394789705471078","0.06975374250200758","0.06975374250200758","0.06975374250200758","0.2068549168816764","0.2068549168816764","0.2068549168816764","0.13067422635166703","0.13067422635166703","0.13067422635166703","0.1441596592046353","0.1441596592046353","0.1441596592046353","0.1394361147791077","0.1394361147791077","0.1394361147791077","0.10304056408258552","0.10304056408258552","0.10304056408258552"
"115","0.13992941007187756","0.13992941007187756","0.13992941007187756","0.0958715193196349","0.0958715193196349","0.0958715193196349","0.14655429015687887","0.14655429015687887","0.14655429015687887","0.12307856781669738","0.12307856781669738","0.12307856781669738","0.21461433055790158","0.21461433055790158","0.21461433055790158","0.1710364097255065","0.1710364097255065","0.1710364097255065","0.08546003580980258","0.08546003580980258","0.08546003580980258","0.16417511814065985","0.16417511814065985","0.16417511814065985","0.17412478408909948","0.17412478408909948","0.17412478408909948"
"116","0.11876546112590103","0.11876546112590103","0.11876546112590103","0.16588170747263162","0.16588170747263162","0.16588170747263162","0.12636882217435857","0.12636882217435857","0.12636882217435857","0.13081951137476922","0.13081951137476922","0.13081951137476922","0.2535735949880795","0.2535735949880795","0.2535735949880795","0.18969651678043722","0.18969651678043722","0.18969651678043722","0.1546881170738578","0.1546881170738578","0.1546881170738578","0.12701264866914674","0.12701264866914674","0.12701264866914674","0.18249201913723193","0.18249201913723193","0.18249201913723193"
"117","0.154876165962468","0.154876165962468","0.154876165962468","0.1453332762084185","0.1453332762084185","0.1453332762084185","0.09285063775268164","0.09285063775268164","0.09285063775268164","0.10048827491433278","0.10048827491433278","0.10048827491433278","0.18686190720530726","0.18686190720530726","0.18686190720530726","0.11468075360069169","0.11468075360069169","0.11468075360069169","0.06585268332225565","0.06585268332225565","0.06585268332225565","0.15408164494025547","0.15408164494025547","0.15408164494025547","0.10823354264410809","0.10823354264410809","0.10823354264410809"
"118","0.14254934858601806","0.14254934858601806","0.14254934858601806","0.10854297641811209","0.10854297641811209","0.10854297641811209","0.09351474586163605","0.09351474586163605","0.09351474586163605","0.09597137012889481","0.09597137012889481","0.09597137012889481","0.1729592368237814","0.1729592368237814","0.1729592368237814","0.10880620098364033","0.10880620098364033","0.10880620098364033","0.10199849459001642","0.10199849459001642","0.10199849459001642","0.1296230794674435","0.1296230794674435","0.1296230794674435","0.14258543248624522","0.14258543248624522","0.14258543248624522"
"119","0.20080008962108056","0.20080008962108056","0.20080008962108056","0.09857691679938763","0.09857691679938763","0.09857691679938763","0.08130269705434649","0.08130269705434649","0.08130269705434649","0.05021281247600548","0.05021281247600548","0.05021281247600548","0.20671068507931234","0.20671068507931234","0.20671068507931234","0.09114217701956165","0.09114217701956165","0.09114217701956165","0.10157466193933114","0.10157466193933114","0.10157466193933114","0.10014704227143481","0.10014704227143481","0.10014704227143481","0.11224872592283192","0.11224872592283192","0.11224872592283192"
"120","0.1582671996311392","0.1582671996311392","0.1582671996311392","0.1705654957669005","0.1705654957669005","0.1705654957669005","0.14856070869411453","0.14856070869411453","0.14856070869411453","0.08373426742695855","0.08373426742695855","0.08373426742695855","0.1950246110075077","0.1950246110075077","0.1950246110075077","0.14506241008617848","0.14506241008617848","0.14506241008617848","0.14956762596507822","0.14956762596507822","0.14956762596507822","0.13086926180496833","0.13086926180496833","0.13086926180496833","0.13767454287479222","0.13767454287479222","0.13767454287479222"
"121","0.0966017000284829","0.0966017000284829","0.0966017000284829","0.09737660284092617","0.09737660284092617","0.09737660284092617","0.15513042645693317","0.15513042645693317","0.15513042645693317","0.12372647103293982","0.12372647103293982","0.12372647103293982","0.24625622697619082","0.24625622697619082","0.24625622697619082","0.11439696342466243","0.11439696342466243","0.11439696342466243","0.16041698762707274","0.16041698762707274","0.16041698762707274","0.15605683830343184","0.15605683830343184","0.15605683830343184","0.16430752427573456","0.16430752427573456","0.16430752427573456"
"122","0.13185239055970277","0.13185239055970277","0.13185239055970277","0.12169619215475637","0.12169619215475637","0.12169619215475637","0.15876981039353558","0.15876981039353558","0.15876981039353558","0.1387033771879959","0.1387033771879959","0.1387033771879959","0.2504325210837263","0.2504325210837263","0.2504325210837263","0.15606945725551014","0.15606945725551014","0.15606945725551014","0.24584387658998208","0.24584387658998208","0.24584387658998208","0.08992202427063037","0.08992202427063037","0.08992202427063037","0.1280088696068377","0.1280088696068377","0.1280088696068377"
"123","0.13742182538146114","0.13742182538146114","0.13742182538146114","0.15268515491521154","0.15268515491521154","0.15268515491521154","0.17261976492162803","0.17261976492162803","0.17261976492162803","0.11238543005326847","0.11238543005326847","0.11238543005326847","0.25466546678627267","0.25466546678627267","0.25466546678627267","0.13112396266047482","0.13112396266047482","0.13112396266047482","0.1658958491861679","0.1658958491861679","0.1658958491861679","0.17571383227548906","0.17571383227548906","0.17571383227548906","0.11815145688796215","0.11815145688796215","0.11815145688796215"
"124","0.10685668998974612","0.10685668998974612","0.10685668998974612","0.13667861283981128","0.13667861283981128","0.13667861283981128","0.10324617386326258","0.10324617386326258","0.10324617386326258","0.09071080499456644","0.09071080499456644","0.09071080499456644","0.29017150216374776","0.29017150216374776","0.29017150216374776","0.12279602602961483","0.12279602602961483","0.12279602602961483","0.08870537637467774","0.08870537637467774","0.08870537637467774","0.14850427603546934","0.14850427603546934","0.14850427603546934","0.13248091634052828","0.13248091634052828","0.13248091634052828"
"125","0.17732882966534802","0.17732882966534802","0.17732882966534802","0.11100235439216799","0.11100235439216799","0.11100235439216799","0.13879483580381113","0.13879483580381113","0.13879483580381113","0.10667138481655204","0.10667138481655204","0.10667138481655204","0.269519706353584","0.269519706353584","0.269519706353584","0.1327344097342029","0.1327344097342029","0.1327344097342029","0.11854649165374435","0.11854649165374435","0.11854649165374435","0.11432172170777796","0.11432172170777796","0.11432172170777796","0.12066280058974992","0.12066280058974992","0.12066280058974992"
"126","0.15508794012976085","0.15508794012976085","0.15508794012976085","0.1306942167035428","0.1306942167035428","0.1306942167035428","0.14999425194032262","0.14999425194032262","0.14999425194032262","0.13038930456983577","0.13038930456983577","0.13038930456983577","0.2566788602127493","0.2566788602127493","0.2566788602127493","0.10039378244536619","0.10039378244536619","0.10039378244536619","0.11626173715375551","0.11626173715375551","0.11626173715375551","0.1388331097025642","0.1388331097025642","0.1388331097025642","0.13993270576120564","0.13993270576120564","0.13993270576120564"
"127","0.15221437015847966","0.15221437015847966","0.15221437015847966","0.16043678858361643","0.16043678858361643","0.16043678858361643","0.13957411849540638","0.13957411849540638","0.13957411849540638","0.08606169794975455","0.08606169794975455","0.08606169794975455","0.24974169120656833","0.24974169120656833","0.24974169120656833","0.1237938850259867","0.1237938850259867","0.1237938850259867","0.14075115440697047","0.14075115440697047","0.14075115440697047","0.15549522958517137","0.15549522958517137","0.15549522958517137","0.14490978234800267","0.14490978234800267","0.14490978234800267"
"128","0.11911365412926808","0.11911365412926808","0.11911365412926808","0.12108606619596077","0.12108606619596077","0.12108606619596077","0.10948739645532453","0.10948739645532453","0.10948739645532453","0.0984079602573659","0.0984079602573659","0.0984079602573659","0.25188214689339733","0.25188214689339733","0.25188214689339733","0.1069283697164335","0.1069283697164335","0.1069283697164335","0.11402357503624588","0.11402357503624588","0.11402357503624588","0.13513523932242108","0.13513523932242108","0.13513523932242108","0.12499107121875","0.12499107121875","0.12499107121875"
"129","0.1508758096918872","0.1508758096918872","0.1508758096918872","0.16220869751411976","0.16220869751411976","0.16220869751411976","0.15102050138036144","0.15102050138036144","0.15102050138036144","0.11503810068814735","0.11503810068814735","0.11503810068814735","0.2452110272560832","0.2452110272560832","0.2452110272560832","0.16127855518916479","0.16127855518916479","0.16127855518916479","0.11594425628357947","0.11594425628357947","0.11594425628357947","0.14422292026556796","0.14422292026556796","0.14422292026556796","0.135843839629358","0.135843839629358","0.135843839629358"
"130","0.07956391741769506","0.07956391741769506","0.07956391741769506","0.1543754289084816","0.1543754289084816","0.1543754289084816","0.11339524952517054","0.11339524952517054","0.11339524952517054","0.09339658638302314","0.09339658638302314","0.09339658638302314","0.22679375804208407","0.22679375804208407","0.22679375804208407","0.1143415869034673","0.1143415869034673","0.1143415869034673","0.16245181922470844","0.16245181922470844","0.16245181922470844","0.10133799635205366","0.10133799635205366","0.10133799635205366","0.11237625688610459","0.11237625688610459","0.11237625688610459"
"131","0.1414988012306007","0.1414988012306007","0.1414988012306007","0.11451612171740108","0.11451612171740108","0.11451612171740108","0.11392921749689544","0.11392921749689544","0.11392921749689544","0.1230813705424986","0.1230813705424986","0.1230813705424986","0.28473858924227524","0.28473858924227524","0.28473858924227524","0.12451386364725447","0.12451386364725447","0.12451386364725447","0.22424845792595396","0.22424845792595396","0.22424845792595396","0.21662799482097758","0.21662799482097758","0.21662799482097758","0.155863987668571","0.155863987668571","0.155863987668571"
"132","0.17260388601154017","0.17260388601154017","0.17260388601154017","0.16543914201174342","0.16543914201174342","0.16543914201174342","0.14575845577066687","0.14575845577066687","0.14575845577066687","0.13014671770430047","0.13014671770430047","0.13014671770430047","0.26817306647292016","0.26817306647292016","0.26817306647292016","0.14895688151091713","0.14895688151091713","0.14895688151091713","0.12351060910886288","0.12351060910886288","0.12351060910886288","0.16325116321984334","0.16325116321984334","0.16325116321984334","0.15860449634080373","0.15860449634080373","0.15860449634080373"
"133","0.1456137776077519","0.1456137776077519","0.1456137776077519","0.13512234997588884","0.13512234997588884","0.13512234997588884","0.1669942447730038","0.1669942447730038","0.1669942447730038","0.14301504528246262","0.14301504528246262","0.14301504528246262","0.2647997449310238","0.2647997449310238","0.2647997449310238","0.14413287960580115","0.14413287960580115","0.14413287960580115","0.25223920467679606","0.25223920467679606","0.25223920467679606","0.2143893286767297","0.2143893286767297","0.2143893286767297","0.19169409857053854","0.19169409857053854","0.19169409857053854"
"134","0.16726329620706054","0.16726329620706054","0.16726329620706054","0.16125785890341482","0.16125785890341482","0.16125785890341482","0.165648019072427","0.165648019072427","0.165648019072427","0.16340302240285617","0.16340302240285617","0.16340302240285617","0.24136539188675318","0.24136539188675318","0.24136539188675318","0.14576067163256484","0.14576067163256484","0.14576067163256484","0.2713002947557701","0.2713002947557701","0.2713002947557701","0.22899310226245395","0.22899310226245395","0.22899310226245395","0.17587271847228753","0.17587271847228753","0.17587271847228753"
"135","0.18214819913064745","0.18214819913064745","0.18214819913064745","0.12843726243749107","0.12843726243749107","0.12843726243749107","0.1560128443431394","0.1560128443431394","0.1560128443431394","0.15836141386546404","0.15836141386546404","0.15836141386546404","0.27672733339392686","0.27672733339392686","0.27672733339392686","0.13617170040448406","0.13617170040448406","0.13617170040448406","0.24962213214053144","0.24962213214053144","0.24962213214053144","0.13637309954044405","0.13637309954044405","0.13637309954044405","0.14887513768881708","0.14887513768881708","0.14887513768881708"
"136","0.2136329794185401","0.2136329794185401","0.2136329794185401","0.14753939254784398","0.14753939254784398","0.14753939254784398","0.1357041202914823","0.1357041202914823","0.1357041202914823","0.1137812187100009","0.1137812187100009","0.1137812187100009","0.27315739909886094","0.27315739909886094","0.27315739909886094","0.15104209280745398","0.15104209280745398","0.15104209280745398","0.1627546831256356","0.1627546831256356","0.1627546831256356","0.11784878401009567","0.11784878401009567","0.11784878401009567","0.16528014700781335","0.16528014700781335","0.16528014700781335"
"137","0.20467109595611838","0.20467109595611838","0.20467109595611838","0.1528438231627452","0.1528438231627452","0.1528438231627452","0.12546565478056976","0.12546565478056976","0.12546565478056976","0.13020323822218724","0.13020323822218724","0.13020323822218724","0.2963556448356528","0.2963556448356528","0.2963556448356528","0.17243344500907287","0.17243344500907287","0.17243344500907287","0.26059292247040666","0.26059292247040666","0.26059292247040666","0.11858713210478265","0.11858713210478265","0.11858713210478265","0.16482153205043396","0.16482153205043396","0.16482153205043396"
"138","0.22603102622341492","0.22603102622341492","0.22603102622341492","0.19141893499119586","0.19141893499119586","0.19141893499119586","0.21353842111987412","0.21353842111987412","0.21353842111987412","0.20011311387090497","0.20011311387090497","0.20011311387090497","0.2906530968999309","0.2906530968999309","0.2906530968999309","0.17297780197966914","0.17297780197966914","0.17297780197966914","0.24730948477986592","0.24730948477986592","0.24730948477986592","0.2104082251175629","0.2104082251175629","0.2104082251175629","0.14855139673470444","0.14855139673470444","0.14855139673470444"
"139","0.25424427132097366","0.25424427132097366","0.25424427132097366","0.14985879914895847","0.14985879914895847","0.14985879914895847","0.1819611699518893","0.1819611699518893","0.1819611699518893","0.14175583987035856","0.14175583987035856","0.14175583987035856","0.30566777816944446","0.30566777816944446","0.30566777816944446","0.19440540861416367","0.19440540861416367","0.19440540861416367","0.2694963017171598","0.2694963017171598","0.2694963017171598","0.19984503648762586","0.19984503648762586","0.19984503648762586","0.1645658765650843","0.1645658765650843","0.1645658765650843"
"140","0.20938043871243658","0.20938043871243658","0.20938043871243658","0.15692853349686622","0.15692853349686622","0.15692853349686622","0.2101602384314154","0.2101602384314154","0.2101602384314154","0.16302853531966052","0.16302853531966052","0.16302853531966052","0.3073743714997665","0.3073743714997665","0.3073743714997665","0.15066200069105212","0.15066200069105212","0.15066200069105212","0.21023428070907962","0.21023428070907962","0.21023428070907962","0.23047754887297672","0.23047754887297672","0.23047754887297672","0.1749703067439154","0.1749703067439154","0.1749703067439154"
"141","0.26493560051136045","0.26493560051136045","0.26493560051136045","0.15193428685867877","0.15193428685867877","0.15193428685867877","0.14605701674919197","0.14605701674919197","0.14605701674919197","0.1674343352789839","0.1674343352789839","0.1674343352789839","0.2899891299093956","0.2899891299093956","0.2899891299093956","0.16969036787037303","0.16969036787037303","0.16969036787037303","0.1270975307139771","0.1270975307139771","0.1270975307139771","0.2418794867112704","0.2418794867112704","0.2418794867112704","0.21399959092369658","0.21399959092369658","0.21399959092369658"
"142","0.24721028071485585","0.24721028071485585","0.24721028071485585","0.15769051048551774","0.15769051048551774","0.15769051048551774","0.11506108624097311","0.11506108624097311","0.11506108624097311","0.1301483292440828","0.1301483292440828","0.1301483292440828","0.30674811256873463","0.30674811256873463","0.30674811256873463","0.14461813265035264","0.14461813265035264","0.14461813265035264","0.3099571690436216","0.3099571690436216","0.3099571690436216","0.18144473046584558","0.18144473046584558","0.18144473046584558","0.1806565526453999","0.1806565526453999","0.1806565526453999"
"143","0.26804222492404456","0.26804222492404456","0.26804222492404456","0.1074042046476589","0.1074042046476589","0.1074042046476589","0.1416730916106681","0.1416730916106681","0.1416730916106681","0.15385922812968114","0.15385922812968114","0.15385922812968114","0.3464961834138946","0.3464961834138946","0.3464961834138946","0.12760961874257407","0.12760961874257407","0.12760961874257407","0.2711103672926799","0.2711103672926799","0.2711103672926799","0.17814636409017237","0.17814636409017237","0.17814636409017237","0.1809185312020541","0.1809185312020541","0.1809185312020541"
"144","0.2497751924597756","0.2497751924597756","0.2497751924597756","0.21978924872100314","0.21978924872100314","0.21978924872100314","0.1664968671445899","0.1664968671445899","0.1664968671445899","0.14975357764893393","0.14975357764893393","0.14975357764893393","0.2933020694447978","0.2933020694447978","0.2933020694447978","0.150661540592509","0.150661540592509","0.150661540592509","0.19414494771370622","0.19414494771370622","0.19414494771370622","0.20554865918360432","0.20554865918360432","0.20554865918360432","0.16404625969568393","0.16404625969568393","0.16404625969568393"
"145","0.26695563729082167","0.26695563729082167","0.26695563729082167","0.22064381207513784","0.22064381207513784","0.22064381207513784","0.14264423511259647","0.14264423511259647","0.14264423511259647","0.1292004312093425","0.1292004312093425","0.1292004312093425","0.3186053538379759","0.3186053538379759","0.3186053538379759","0.1571694390908667","0.1571694390908667","0.1571694390908667","0.30200620926072874","0.30200620926072874","0.30200620926072874","0.1723417458686755","0.1723417458686755","0.1723417458686755","0.17686132395662138","0.17686132395662138","0.17686132395662138"
"146","0.27725985081930543","0.27725985081930543","0.27725985081930543","0.2447404481731785","0.2447404481731785","0.2447404481731785","0.14380337125119164","0.14380337125119164","0.14380337125119164","0.14677806065782198","0.14677806065782198","0.14677806065782198","0.32387579685516427","0.32387579685516427","0.32387579685516427","0.14506893490973433","0.14506893490973433","0.14506893490973433","0.2744089477622947","0.2744089477622947","0.2744089477622947","0.1784708292926166","0.1784708292926166","0.1784708292926166","0.16891355728180274","0.16891355728180274","0.16891355728180274"
"147","0.2961999309031196","0.2961999309031196","0.2961999309031196","0.2776418241884276","0.2776418241884276","0.2776418241884276","0.15598137198884987","0.15598137198884987","0.15598137198884987","0.14221024637563875","0.14221024637563875","0.14221024637563875","0.3136019846306855","0.3136019846306855","0.3136019846306855","0.14661831321349914","0.14661831321349914","0.14661831321349914","0.19103539164086394","0.19103539164086394","0.19103539164086394","0.18921432338674554","0.18921432338674554","0.18921432338674554","0.15922576321946688","0.15922576321946688","0.15922576321946688"
"148","0.2785728256019848","0.2785728256019848","0.2785728256019848","0.2914091262402966","0.2914091262402966","0.2914091262402966","0.1620038418601195","0.1620038418601195","0.1620038418601195","0.15741282518176414","0.15741282518176414","0.15741282518176414","0.2494312324262832","0.2494312324262832","0.2494312324262832","0.1463069407836502","0.1463069407836502","0.1463069407836502","0.24942058629432617","0.24942058629432617","0.24942058629432617","0.1621944418792302","0.1621944418792302","0.1621944418792302","0.15688435665810674","0.15688435665810674","0.15688435665810674"
"149","0.2865058122254735","0.2865058122254735","0.2865058122254735","0.289082354468316","0.289082354468316","0.289082354468316","0.14815243469832876","0.14815243469832876","0.14815243469832876","0.14632234010202042","0.14632234010202042","0.14632234010202042","0.28292223037921715","0.28292223037921715","0.28292223037921715","0.1763684109077338","0.1763684109077338","0.1763684109077338","0.2516009260770459","0.2516009260770459","0.2516009260770459","0.1794796477676905","0.1794796477676905","0.1794796477676905","0.15944282426833578","0.15944282426833578","0.15944282426833578"
"150","0.30189319089446026","0.30189319089446026","0.30189319089446026","0.32601620438518725","0.32601620438518725","0.32601620438518725","0.14422330987214907","0.14422330987214907","0.14422330987214907","0.1293078439380477","0.1293078439380477","0.1293078439380477","0.29946299031660234","0.29946299031660234","0.29946299031660234","0.13868915386656702","0.13868915386656702","0.13868915386656702","0.2733252269781181","0.2733252269781181","0.2733252269781181","0.15533981704433206","0.15533981704433206","0.15533981704433206","0.13750133946806847","0.13750133946806847","0.13750133946806847"
"151","0.27504940014745677","0.27504940014745677","0.27504940014745677","0.30562591684556417","0.30562591684556417","0.30562591684556417","0.1435967291644151","0.1435967291644151","0.1435967291644151","0.14917811887239169","0.14917811887239169","0.14917811887239169","0.30293532722138633","0.30293532722138633","0.30293532722138633","0.1570425356704234","0.1570425356704234","0.1570425356704234","0.25818002549124747","0.25818002549124747","0.25818002549124747","0.1489976076381985","0.1489976076381985","0.1489976076381985","0.1498527096306425","0.1498527096306425","0.1498527096306425"
"152","0.2932714216127933","0.2932714216127933","0.2932714216127933","0.24255705274392714","0.24255705274392714","0.24255705274392714","0.1655283144601746","0.1655283144601746","0.1655283144601746","0.1356959500108952","0.1356959500108952","0.1356959500108952","0.296231614400126","0.296231614400126","0.296231614400126","0.1715792279607401","0.1715792279607401","0.1715792279607401","0.2604707069328958","0.2604707069328958","0.2604707069328958","0.15186462237372","0.15186462237372","0.15186462237372","0.17940025584164768","0.17940025584164768","0.17940025584164768"
"153","0.30605854969146573","0.30605854969146573","0.30605854969146573","0.26326019721943344","0.26326019721943344","0.26326019721943344","0.17208275070013596","0.17208275070013596","0.17208275070013596","0.1531869822667588","0.1531869822667588","0.1531869822667588","0.32213714028766716","0.32213714028766716","0.32213714028766716","0.16588926890654432","0.16588926890654432","0.16588926890654432","0.2614365695854883","0.2614365695854883","0.2614365695854883","0.1614518680161643","0.1614518680161643","0.1614518680161643","0.21914184092872363","0.21914184092872363","0.21914184092872363"
"154","0.22115101757062183","0.22115101757062183","0.22115101757062183","0.2912916070635208","0.2912916070635208","0.2912916070635208","0.17895302707932867","0.17895302707932867","0.17895302707932867","0.12115920285969299","0.12115920285969299","0.12115920285969299","0.3462221705615625","0.3462221705615625","0.3462221705615625","0.16601077586025753","0.16601077586025753","0.16601077586025753","0.2741194422577097","0.2741194422577097","0.2741194422577097","0.1465650089672339","0.1465650089672339","0.1465650089672339","0.21905863439575282","0.21905863439575282","0.21905863439575282"
"155","0.23215868619121932","0.23215868619121932","0.23215868619121932","0.3237500253992534","0.3237500253992534","0.3237500253992534","0.2096614740319738","0.2096614740319738","0.2096614740319738","0.1326683465171944","0.1326683465171944","0.1326683465171944","0.35658150234450753","0.35658150234450753","0.35658150234450753","0.19128986983886667","0.19128986983886667","0.19128986983886667","0.22015236746919412","0.22015236746919412","0.22015236746919412","0.17814012974223975","0.17814012974223975","0.17814012974223975","0.24038133066998776","0.24038133066998776","0.24038133066998776"
