"Step","_n_S_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5","_n_S_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MIN","_n_S_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MAX","_n_X_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5","_n_X_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MIN","_n_X_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MAX","_n_L_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5","_n_L_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MIN","_n_L_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MAX","_n_N_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5","_n_N_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MIN","_n_N_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MAX","_n_L6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5","_n_L6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MIN","_n_L6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MAX","_n_M6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5","_n_M6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MIN","_n_M6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MAX","_n_X6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5","_n_X6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MIN","_n_X6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MAX","_n_S6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5","_n_S6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MIN","_n_S6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MAX","_n_N6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5","_n_N6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MIN","_n_N6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MAX"
"111","0.15101573646622948","0.15101573646622948","0.15101573646622948","0.06894113667438967","0.06894113667438967","0.06894113667438967","0.25493377615790525","0.25493377615790525","0.25493377615790525","0.10706018221415503","0.10706018221415503","0.10706018221415503","0.14372170765034697","0.14372170765034697","0.14372170765034697","0.15995862450211762","0.15995862450211762","0.15995862450211762","0.07739316889452574","0.07739316889452574","0.07739316889452574","0.13853620753537127","0.13853620753537127","0.13853620753537127","0.044643359718767324","0.044643359718767324","0.044643359718767324","0.09251660779503668","0.09251660779503668","0.09251660779503668"
"112","0.158835663143561","0.158835663143561","0.158835663143561","0.09268872212895143","0.09268872212895143","0.09268872212895143","0.21800448119270638","0.21800448119270638","0.21800448119270638","0.16251278035980843","0.16251278035980843","0.16251278035980843","0.1481893017662807","0.1481893017662807","0.1481893017662807","0.1529403618459736","0.1529403618459736","0.1529403618459736","0.09086842486198446","0.09086842486198446","0.09086842486198446","0.13712693282629992","0.13712693282629992","0.13712693282629992","0.11142188707265918","0.11142188707265918","0.11142188707265918","0.09235165951109242","0.09235165951109242","0.09235165951109242"
"113","0.19029331923788356","0.19029331923788356","0.19029331923788356","0.1189590286322185","0.1189590286322185","0.1189590286322185","0.1412661171935383","0.1412661171935383","0.1412661171935383","0.1387130061879067","0.1387130061879067","0.1387130061879067","0.10825021032031583","0.10825021032031583","0.10825021032031583","0.12595700643361968","0.12595700643361968","0.12595700643361968","0.09660500719899782","0.09660500719899782","0.09660500719899782","0.1636600787634527","0.1636600787634527","0.1636600787634527","0.0932272152710869","0.0932272152710869","0.0932272152710869","0.09553889375747933","0.09553889375747933","0.09553889375747933"
"114","0.22114633524863753","0.22114633524863753","0.22114633524863753","0.05193993573000895","0.05193993573000895","0.05193993573000895","0.19847778921218273","0.19847778921218273","0.19847778921218273","0.11887440799770854","0.11887440799770854","0.11887440799770854","0.10304056408258552","0.10304056408258552","0.10304056408258552","0.14237258116016693","0.14237258116016693","0.14237258116016693","0.0775958851564476","0.0775958851564476","0.0775958851564476","0.10657508251965296","0.10657508251965296","0.10657508251965296","0.09209057937271087","0.09209057937271087","0.09209057937271087","0.06193555637166489","0.06193555637166489","0.06193555637166489"
"115","0.09581571522845773","0.09581571522845773","0.09581571522845773","0.05008859980906166","0.05008859980906166","0.05008859980906166","0.22012189422258474","0.22012189422258474","0.22012189422258474","0.11617855054831888","0.11617855054831888","0.11617855054831888","0.17412478408909948","0.17412478408909948","0.17412478408909948","0.12752120107500997","0.12752120107500997","0.12752120107500997","0.04243489156129841","0.04243489156129841","0.04243489156129841","0.11300146951676168","0.11300146951676168","0.11300146951676168","0.08654026648883242","0.08654026648883242","0.08654026648883242","0.10690928166286671","0.10690928166286671","0.10690928166286671"
"116","0.16162147814741235","0.16162147814741235","0.16162147814741235","0.06633724722687356","0.06633724722687356","0.06633724722687356","0.1751162189996453","0.1751162189996453","0.1751162189996453","0.12827512772237964","0.12827512772237964","0.12827512772237964","0.18249201913723193","0.18249201913723193","0.18249201913723193","0.12272778237101292","0.12272778237101292","0.12272778237101292","0.04209898239641134","0.04209898239641134","0.04209898239641134","0.17060696146819032","0.17060696146819032","0.17060696146819032","0.07911690792879225","0.07911690792879225","0.07911690792879225","0.12816875021787638","0.12816875021787638","0.12816875021787638"
"117","0.1643639728702985","0.1643639728702985","0.1643639728702985","0.07169943694770023","0.07169943694770023","0.07169943694770023","0.1792108788286872","0.1792108788286872","0.1792108788286872","0.15453753948833998","0.15453753948833998","0.15453753948833998","0.10823354264410809","0.10823354264410809","0.10823354264410809","0.08391524578302618","0.08391524578302618","0.08391524578302618","0.06376553514826193","0.06376553514826193","0.06376553514826193","0.07125161655384848","0.07125161655384848","0.07125161655384848","0.07351771740734073","0.07351771740734073","0.07351771740734073","0.09861249169984833","0.09861249169984833","0.09861249169984833"
"118","0.18424607302979526","0.18424607302979526","0.18424607302979526","0.10944834636221105","0.10944834636221105","0.10944834636221105","0.20610898088902488","0.20610898088902488","0.20610898088902488","0.08509130359457961","0.08509130359457961","0.08509130359457961","0.14258543248624522","0.14258543248624522","0.14258543248624522","0.06359871485951145","0.06359871485951145","0.06359871485951145","0.09597201519231707","0.09597201519231707","0.09597201519231707","0.10946875945359598","0.10946875945359598","0.10946875945359598","0.07143713249284572","0.07143713249284572","0.07143713249284572","0.0766947317905805","0.0766947317905805","0.0766947317905805"
"119","0.17858533991278758","0.17858533991278758","0.17858533991278758","0.08434395625088476","0.08434395625088476","0.08434395625088476","0.20035325152230282","0.20035325152230282","0.20035325152230282","0.10850055019477135","0.10850055019477135","0.10850055019477135","0.11224872592283192","0.11224872592283192","0.11224872592283192","0.16155897726310242","0.16155897726310242","0.16155897726310242","0.07629107080955193","0.07629107080955193","0.07629107080955193","0.1346263340436255","0.1346263340436255","0.1346263340436255","0.06171419538596098","0.06171419538596098","0.06171419538596098","0.07369646695541629","0.07369646695541629","0.07369646695541629"
"120","0.1578720255201879","0.1578720255201879","0.1578720255201879","0.11580082441934202","0.11580082441934202","0.11580082441934202","0.18147928411794623","0.18147928411794623","0.18147928411794623","0.11603298664661374","0.11603298664661374","0.11603298664661374","0.13767454287479222","0.13767454287479222","0.13767454287479222","0.1551071237918808","0.1551071237918808","0.1551071237918808","0.07204813194067196","0.07204813194067196","0.07204813194067196","0.11567587162611376","0.11567587162611376","0.11567587162611376","0.10029791539394387","0.10029791539394387","0.10029791539394387","0.09432937682852717","0.09432937682852717","0.09432937682852717"
"121","0.12213955647558797","0.12213955647558797","0.12213955647558797","0.13232970580076417","0.13232970580076417","0.13232970580076417","0.1675054333489628","0.1675054333489628","0.1675054333489628","0.13312414271715747","0.13312414271715747","0.13312414271715747","0.16430752427573456","0.16430752427573456","0.16430752427573456","0.15984506692209277","0.15984506692209277","0.15984506692209277","0.10633909464323904","0.10633909464323904","0.10633909464323904","0.10228852739156759","0.10228852739156759","0.10228852739156759","0.09061542828724488","0.09061542828724488","0.09061542828724488","0.09127429566846376","0.09127429566846376","0.09127429566846376"
"122","0.13987907117151344","0.13987907117151344","0.13987907117151344","0.05423918109520776","0.05423918109520776","0.05423918109520776","0.13432409629125833","0.13432409629125833","0.13432409629125833","0.08157182883940757","0.08157182883940757","0.08157182883940757","0.1280088696068377","0.1280088696068377","0.1280088696068377","0.15772638892064686","0.15772638892064686","0.15772638892064686","0.11727788323827573","0.11727788323827573","0.11727788323827573","0.09143422764404999","0.09143422764404999","0.09143422764404999","0.08924226944565614","0.08924226944565614","0.08924226944565614","0.08292400555736687","0.08292400555736687","0.08292400555736687"
"123","0.19336546901320645","0.19336546901320645","0.19336546901320645","0.12202183636718797","0.12202183636718797","0.12202183636718797","0.14546016687052007","0.14546016687052007","0.14546016687052007","0.0931688092883181","0.0931688092883181","0.0931688092883181","0.11815145688796215","0.11815145688796215","0.11815145688796215","0.10927611797731102","0.10927611797731102","0.10927611797731102","0.11732536391339154","0.11732536391339154","0.11732536391339154","0.07707155762384628","0.07707155762384628","0.07707155762384628","0.07632001362599634","0.07632001362599634","0.07632001362599634","0.1000731550026338","0.1000731550026338","0.1000731550026338"
"124","0.1741421467712811","0.1741421467712811","0.1741421467712811","0.10519690210522564","0.10519690210522564","0.10519690210522564","0.1675617115756835","0.1675617115756835","0.1675617115756835","0.14547969750446088","0.14547969750446088","0.14547969750446088","0.13248091634052828","0.13248091634052828","0.13248091634052828","0.1729108017633947","0.1729108017633947","0.1729108017633947","0.10919767442189915","0.10919767442189915","0.10919767442189915","0.06325368202705563","0.06325368202705563","0.06325368202705563","0.09421747346845794","0.09421747346845794","0.09421747346845794","0.08703178382910885","0.08703178382910885","0.08703178382910885"
"125","0.15752595477374776","0.15752595477374776","0.15752595477374776","0.07215471824135013","0.07215471824135013","0.07215471824135013","0.1709768711969345","0.1709768711969345","0.1709768711969345","0.07519019866982082","0.07519019866982082","0.07519019866982082","0.12066280058974992","0.12066280058974992","0.12066280058974992","0.18560651043289228","0.18560651043289228","0.18560651043289228","0.092168210483413","0.092168210483413","0.092168210483413","0.10235335837992665","0.10235335837992665","0.10235335837992665","0.08822692342257935","0.08822692342257935","0.08822692342257935","0.11566505129999781","0.11566505129999781","0.11566505129999781"
"126","0.17367642798618388","0.17367642798618388","0.17367642798618388","0.07858381996381973","0.07858381996381973","0.07858381996381973","0.13352738126523994","0.13352738126523994","0.13352738126523994","0.11062735046780031","0.11062735046780031","0.11062735046780031","0.13993270576120564","0.13993270576120564","0.13993270576120564","0.17214613140423504","0.17214613140423504","0.17214613140423504","0.10917504420176798","0.10917504420176798","0.10917504420176798","0.12618347629071702","0.12618347629071702","0.12618347629071702","0.0980912073821359","0.0980912073821359","0.0980912073821359","0.06988301144327438","0.06988301144327438","0.06988301144327438"
"127","0.18694380554536888","0.18694380554536888","0.18694380554536888","0.07022545299476977","0.07022545299476977","0.07022545299476977","0.17126723824389412","0.17126723824389412","0.17126723824389412","0.09926753969778773","0.09926753969778773","0.09926753969778773","0.14490978234800267","0.14490978234800267","0.14490978234800267","0.10576489400310643","0.10576489400310643","0.10576489400310643","0.09985375060467934","0.09985375060467934","0.09985375060467934","0.1113673623894376","0.1113673623894376","0.1113673623894376","0.11924136340543341","0.11924136340543341","0.11924136340543341","0.08970785187194596","0.08970785187194596","0.08970785187194596"
"128","0.17214714687837002","0.17214714687837002","0.17214714687837002","0.0673689823837047","0.0673689823837047","0.0673689823837047","0.1841331759024919","0.1841331759024919","0.1841331759024919","0.12529844503882767","0.12529844503882767","0.12529844503882767","0.12499107121875","0.12499107121875","0.12499107121875","0.12916145205212562","0.12916145205212562","0.12916145205212562","0.10009642362933416","0.10009642362933416","0.10009642362933416","0.10560206584284133","0.10560206584284133","0.10560206584284133","0.08498789242756728","0.08498789242756728","0.08498789242756728","0.10392344039259838","0.10392344039259838","0.10392344039259838"
"129","0.19947774636593116","0.19947774636593116","0.19947774636593116","0.079789129574202","0.079789129574202","0.079789129574202","0.1917507592207833","0.1917507592207833","0.1917507592207833","0.09664040968479735","0.09664040968479735","0.09664040968479735","0.135843839629358","0.135843839629358","0.135843839629358","0.19733908015559457","0.19733908015559457","0.19733908015559457","0.08476983667449364","0.08476983667449364","0.08476983667449364","0.13861472783765677","0.13861472783765677","0.13861472783765677","0.0826355850167215","0.0826355850167215","0.0826355850167215","0.13996259150213639","0.13996259150213639","0.13996259150213639"
"130","0.17034002890523717","0.17034002890523717","0.17034002890523717","0.08469512972958976","0.08469512972958976","0.08469512972958976","0.20992299910524656","0.20992299910524656","0.20992299910524656","0.0870123486367422","0.0870123486367422","0.0870123486367422","0.11237625688610459","0.11237625688610459","0.11237625688610459","0.13951207100466545","0.13951207100466545","0.13951207100466545","0.05419339532479192","0.05419339532479192","0.05419339532479192","0.16691613232563574","0.16691613232563574","0.16691613232563574","0.1005519645882989","0.1005519645882989","0.1005519645882989","0.13119635068967647","0.13119635068967647","0.13119635068967647"
"131","0.16503724973268752","0.16503724973268752","0.16503724973268752","0.09250855306379348","0.09250855306379348","0.09250855306379348","0.19987657020153593","0.19987657020153593","0.19987657020153593","0.1337842170877312","0.1337842170877312","0.1337842170877312","0.155863987668571","0.155863987668571","0.155863987668571","0.12216942290685287","0.12216942290685287","0.12216942290685287","0.0683055718961662","0.0683055718961662","0.0683055718961662","0.10291475576422843","0.10291475576422843","0.10291475576422843","0.08839418971511008","0.08839418971511008","0.08839418971511008","0.12542088430414358","0.12542088430414358","0.12542088430414358"
"132","0.1727864041205408","0.1727864041205408","0.1727864041205408","0.12714477635317545","0.12714477635317545","0.12714477635317545","0.20765689605511387","0.20765689605511387","0.20765689605511387","0.13143086035420976","0.13143086035420976","0.13143086035420976","0.15860449634080373","0.15860449634080373","0.15860449634080373","0.15883623931091825","0.15883623931091825","0.15883623931091825","0.09534314241614049","0.09534314241614049","0.09534314241614049","0.09065150967911648","0.09065150967911648","0.09065150967911648","0.1272955194366504","0.1272955194366504","0.1272955194366504","0.11085616761190638","0.11085616761190638","0.11085616761190638"
"133","0.19924189392300226","0.19924189392300226","0.19924189392300226","0.08687871574685921","0.08687871574685921","0.08687871574685921","0.22323596709377558","0.22323596709377558","0.22323596709377558","0.099012791348928","0.099012791348928","0.099012791348928","0.19169409857053854","0.19169409857053854","0.19169409857053854","0.1339203696502584","0.1339203696502584","0.1339203696502584","0.07950480356357585","0.07950480356357585","0.07950480356357585","0.12490807933611806","0.12490807933611806","0.12490807933611806","0.12450874356012932","0.12450874356012932","0.12450874356012932","0.12307032229655897","0.12307032229655897","0.12307032229655897"
"134","0.20036899867042934","0.20036899867042934","0.20036899867042934","0.1925068412094586","0.1925068412094586","0.1925068412094586","0.2571591028256058","0.2571591028256058","0.2571591028256058","0.09162471547802017","0.09162471547802017","0.09162471547802017","0.17587271847228753","0.17587271847228753","0.17587271847228753","0.14986337778988357","0.14986337778988357","0.14986337778988357","0.07315894052709492","0.07315894052709492","0.07315894052709492","0.15958423639417912","0.15958423639417912","0.15958423639417912","0.10314624161003223","0.10314624161003223","0.10314624161003223","0.11139187032518354","0.11139187032518354","0.11139187032518354"
"135","0.14388547553610748","0.14388547553610748","0.14388547553610748","0.12690405623680648","0.12690405623680648","0.12690405623680648","0.23935438110058938","0.23935438110058938","0.23935438110058938","0.1591324436148946","0.1591324436148946","0.1591324436148946","0.14887513768881708","0.14887513768881708","0.14887513768881708","0.13220961058556968","0.13220961058556968","0.13220961058556968","0.073348175826943","0.073348175826943","0.073348175826943","0.11427436465976071","0.11427436465976071","0.11427436465976071","0.11809693893853065","0.11809693893853065","0.11809693893853065","0.13179577754528837","0.13179577754528837","0.13179577754528837"
"136","0.16058633797886","0.16058633797886","0.16058633797886","0.12703276960138696","0.12703276960138696","0.12703276960138696","0.21485576421536473","0.21485576421536473","0.21485576421536473","0.15114250577458258","0.15114250577458258","0.15114250577458258","0.16528014700781335","0.16528014700781335","0.16528014700781335","0.14562852452198224","0.14562852452198224","0.14562852452198224","0.0790848086059117","0.0790848086059117","0.0790848086059117","0.1913005135235663","0.1913005135235663","0.1913005135235663","0.09753672662023827","0.09753672662023827","0.09753672662023827","0.14485391048111984","0.14485391048111984","0.14485391048111984"
"137","0.22240975820194908","0.22240975820194908","0.22240975820194908","0.1314380750271394","0.1314380750271394","0.1314380750271394","0.27148519346784444","0.27148519346784444","0.27148519346784444","0.14942412333843122","0.14942412333843122","0.14942412333843122","0.16482153205043396","0.16482153205043396","0.16482153205043396","0.15128709402033425","0.15128709402033425","0.15128709402033425","0.08133586362563235","0.08133586362563235","0.08133586362563235","0.15795986998733","0.15795986998733","0.15795986998733","0.10398049296201979","0.10398049296201979","0.10398049296201979","0.1410690296431934","0.1410690296431934","0.1410690296431934"
"138","0.18860810273931428","0.18860810273931428","0.18860810273931428","0.14663630359886443","0.14663630359886443","0.14663630359886443","0.22539223567068212","0.22539223567068212","0.22539223567068212","0.10983927163665681","0.10983927163665681","0.10983927163665681","0.14855139673470444","0.14855139673470444","0.14855139673470444","0.11648452553899985","0.11648452553899985","0.11648452553899985","0.11030795266050085","0.11030795266050085","0.11030795266050085","0.15068225584530734","0.15068225584530734","0.15068225584530734","0.10561478169985052","0.10561478169985052","0.10561478169985052","0.11172584386703605","0.11172584386703605","0.11172584386703605"
"139","0.141469916043871","0.141469916043871","0.141469916043871","0.1461856851644674","0.1461856851644674","0.1461856851644674","0.1838792878593386","0.1838792878593386","0.1838792878593386","0.13384053011587577","0.13384053011587577","0.13384053011587577","0.1645658765650843","0.1645658765650843","0.1645658765650843","0.13043565375533844","0.13043565375533844","0.13043565375533844","0.12926485664311646","0.12926485664311646","0.12926485664311646","0.14004489685410162","0.14004489685410162","0.14004489685410162","0.11946650817457218","0.11946650817457218","0.11946650817457218","0.12350622162337953","0.12350622162337953","0.12350622162337953"
"140","0.13862393409911278","0.13862393409911278","0.13862393409911278","0.09132869096326653","0.09132869096326653","0.09132869096326653","0.17889964005538989","0.17889964005538989","0.17889964005538989","0.12584749419961588","0.12584749419961588","0.12584749419961588","0.1749703067439154","0.1749703067439154","0.1749703067439154","0.14446799593110693","0.14446799593110693","0.14446799593110693","0.10481594239876194","0.10481594239876194","0.10481594239876194","0.14773335074871977","0.14773335074871977","0.14773335074871977","0.14035768558713285","0.14035768558713285","0.14035768558713285","0.1314278787219661","0.1314278787219661","0.1314278787219661"
"141","0.1445647937938134","0.1445647937938134","0.1445647937938134","0.0977486024810799","0.0977486024810799","0.0977486024810799","0.2376141702267282","0.2376141702267282","0.2376141702267282","0.15943947037056766","0.15943947037056766","0.15943947037056766","0.21399959092369658","0.21399959092369658","0.21399959092369658","0.1531807761961633","0.1531807761961633","0.1531807761961633","0.10150206126395915","0.10150206126395915","0.10150206126395915","0.15393500253161355","0.15393500253161355","0.15393500253161355","0.10916500942425332","0.10916500942425332","0.10916500942425332","0.12238545474100082","0.12238545474100082","0.12238545474100082"
"142","0.16069355572635224","0.16069355572635224","0.16069355572635224","0.09843333206316986","0.09843333206316986","0.09843333206316986","0.2200045264271706","0.2200045264271706","0.2200045264271706","0.1350102119712464","0.1350102119712464","0.1350102119712464","0.1806565526453999","0.1806565526453999","0.1806565526453999","0.14682762739890862","0.14682762739890862","0.14682762739890862","0.11221358402935784","0.11221358402935784","0.11221358402935784","0.1491858114956085","0.1491858114956085","0.1491858114956085","0.11824231639943814","0.11824231639943814","0.11824231639943814","0.11354864528571618","0.11354864528571618","0.11354864528571618"
"143","0.2158160381194294","0.2158160381194294","0.2158160381194294","0.10495899304822012","0.10495899304822012","0.10495899304822012","0.22941706498217793","0.22941706498217793","0.22941706498217793","0.07737340571662286","0.07737340571662286","0.07737340571662286","0.1809185312020541","0.1809185312020541","0.1809185312020541","0.13669911515388522","0.13669911515388522","0.13669911515388522","0.10497417904663575","0.10497417904663575","0.10497417904663575","0.12893312276038837","0.12893312276038837","0.12893312276038837","0.13193641575028567","0.13193641575028567","0.13193641575028567","0.10160638080348745","0.10160638080348745","0.10160638080348745"
"144","0.15608616434904451","0.15608616434904451","0.15608616434904451","0.11311643721971686","0.11311643721971686","0.11311643721971686","0.20514851863109362","0.20514851863109362","0.20514851863109362","0.11489175967879126","0.11489175967879126","0.11489175967879126","0.16404625969568393","0.16404625969568393","0.16404625969568393","0.1684767842269514","0.1684767842269514","0.1684767842269514","0.10882389929592853","0.10882389929592853","0.10882389929592853","0.1621781185348467","0.1621781185348467","0.1621781185348467","0.13630750383513787","0.13630750383513787","0.13630750383513787","0.11635876506455228","0.11635876506455228","0.11635876506455228"
"145","0.1340456987833925","0.1340456987833925","0.1340456987833925","0.12761921829482678","0.12761921829482678","0.12761921829482678","0.20311676457172465","0.20311676457172465","0.20311676457172465","0.14870664946945628","0.14870664946945628","0.14870664946945628","0.17686132395662138","0.17686132395662138","0.17686132395662138","0.19020962917102294","0.19020962917102294","0.19020962917102294","0.09245681575993796","0.09245681575993796","0.09245681575993796","0.13773467151038418","0.13773467151038418","0.13773467151038418","0.11752238601101625","0.11752238601101625","0.11752238601101625","0.14576684325431","0.14576684325431","0.14576684325431"
"146","0.1642548424724526","0.1642548424724526","0.1642548424724526","0.10346752338194662","0.10346752338194662","0.10346752338194662","0.21548924025886085","0.21548924025886085","0.21548924025886085","0.12556514048594208","0.12556514048594208","0.12556514048594208","0.16891355728180274","0.16891355728180274","0.16891355728180274","0.17989758477539528","0.17989758477539528","0.17989758477539528","0.08708930528226494","0.08708930528226494","0.08708930528226494","0.11656249158494655","0.11656249158494655","0.11656249158494655","0.11561905199471702","0.11561905199471702","0.11561905199471702","0.13028135314500622","0.13028135314500622","0.13028135314500622"
"147","0.17879052486402938","0.17879052486402938","0.17879052486402938","0.15999078848779347","0.15999078848779347","0.15999078848779347","0.18455351245244273","0.18455351245244273","0.18455351245244273","0.13565020487585713","0.13565020487585713","0.13565020487585713","0.15922576321946688","0.15922576321946688","0.15922576321946688","0.15138101840933316","0.15138101840933316","0.15138101840933316","0.09876390616721326","0.09876390616721326","0.09876390616721326","0.14232990873797774","0.14232990873797774","0.14232990873797774","0.14297090701000334","0.14297090701000334","0.14297090701000334","0.10226371654895561","0.10226371654895561","0.10226371654895561"
"148","0.1292161678698738","0.1292161678698738","0.1292161678698738","0.13694673845108069","0.13694673845108069","0.13694673845108069","0.2460026349583253","0.2460026349583253","0.2460026349583253","0.10686311944512325","0.10686311944512325","0.10686311944512325","0.15688435665810674","0.15688435665810674","0.15688435665810674","0.18820439825706547","0.18820439825706547","0.18820439825706547","0.1324622282460221","0.1324622282460221","0.1324622282460221","0.15692655785372314","0.15692655785372314","0.15692655785372314","0.16010335400752596","0.16010335400752596","0.16010335400752596","0.12603756046865874","0.12603756046865874","0.12603756046865874"
"149","0.12514270085002893","0.12514270085002893","0.12514270085002893","0.13937735078237673","0.13937735078237673","0.13937735078237673","0.24251988314259804","0.24251988314259804","0.24251988314259804","0.14603586075716482","0.14603586075716482","0.14603586075716482","0.15944282426833578","0.15944282426833578","0.15944282426833578","0.13293019411373908","0.13293019411373908","0.13293019411373908","0.10266699068110519","0.10266699068110519","0.10266699068110519","0.13649010602198128","0.13649010602198128","0.13649010602198128","0.11767071368911941","0.11767071368911941","0.11767071368911941","0.1458726737896381","0.1458726737896381","0.1458726737896381"
"150","0.1522804097799496","0.1522804097799496","0.1522804097799496","0.10064608045858908","0.10064608045858908","0.10064608045858908","0.25381219040140784","0.25381219040140784","0.25381219040140784","0.16966736294085313","0.16966736294085313","0.16966736294085313","0.13750133946806847","0.13750133946806847","0.13750133946806847","0.13221335889319372","0.13221335889319372","0.13221335889319372","0.1411642474580934","0.1411642474580934","0.1411642474580934","0.15560356807939224","0.15560356807939224","0.15560356807939224","0.11939807716398994","0.11939807716398994","0.11939807716398994","0.14634505220516503","0.14634505220516503","0.14634505220516503"
"151","0.18830473878805293","0.18830473878805293","0.18830473878805293","0.12456627433612202","0.12456627433612202","0.12456627433612202","0.25862917979636546","0.25862917979636546","0.25862917979636546","0.14490362065638746","0.14490362065638746","0.14490362065638746","0.1498527096306425","0.1498527096306425","0.1498527096306425","0.15467017240138198","0.15467017240138198","0.15467017240138198","0.14297978413708454","0.14297978413708454","0.14297978413708454","0.146631000464159","0.146631000464159","0.146631000464159","0.13529855391313206","0.13529855391313206","0.13529855391313206","0.1152214326667426","0.1152214326667426","0.1152214326667426"
"152","0.17298593090871558","0.17298593090871558","0.17298593090871558","0.132105945291738","0.132105945291738","0.132105945291738","0.29891777532760944","0.29891777532760944","0.29891777532760944","0.11300873038684187","0.11300873038684187","0.11300873038684187","0.17940025584164768","0.17940025584164768","0.17940025584164768","0.16630354581531423","0.16630354581531423","0.16630354581531423","0.11055040593807579","0.11055040593807579","0.11055040593807579","0.14555098190678376","0.14555098190678376","0.14555098190678376","0.15483374280707185","0.15483374280707185","0.15483374280707185","0.12817594219939232","0.12817594219939232","0.12817594219939232"
"153","0.16190965480783331","0.16190965480783331","0.16190965480783331","0.13241436414812502","0.13241436414812502","0.13241436414812502","0.2808112772624559","0.2808112772624559","0.2808112772624559","0.12142291456297191","0.12142291456297191","0.12142291456297191","0.21914184092872363","0.21914184092872363","0.21914184092872363","0.19134268950662264","0.19134268950662264","0.19134268950662264","0.12250686479900491","0.12250686479900491","0.12250686479900491","0.12146980374788388","0.12146980374788388","0.12146980374788388","0.11288577522763893","0.11288577522763893","0.11288577522763893","0.13886192311097442","0.13886192311097442","0.13886192311097442"
"154","0.19321628339397445","0.19321628339397445","0.19321628339397445","0.10108120242992948","0.10108120242992948","0.10108120242992948","0.3330807050495639","0.3330807050495639","0.3330807050495639","0.12077476844110205","0.12077476844110205","0.12077476844110205","0.21905863439575282","0.21905863439575282","0.21905863439575282","0.17365715292575254","0.17365715292575254","0.17365715292575254","0.12983528982209136","0.12983528982209136","0.12983528982209136","0.11203365427609242","0.11203365427609242","0.11203365427609242","0.12911444143853118","0.12911444143853118","0.12911444143853118","0.126103534538013","0.126103534538013","0.126103534538013"
"155","0.1985406616468231","0.1985406616468231","0.1985406616468231","0.1288379754430194","0.1288379754430194","0.1288379754430194","0.3230594885648677","0.3230594885648677","0.3230594885648677","0.09985712983754005","0.09985712983754005","0.09985712983754005","0.24038133066998776","0.24038133066998776","0.24038133066998776","0.16567528220486058","0.16567528220486058","0.16567528220486058","0.11272436733366699","0.11272436733366699","0.11272436733366699","0.145770250337051","0.145770250337051","0.145770250337051","0.14112776605339158","0.14112776605339158","0.14112776605339158","0.10653898495075917","0.10653898495075917","0.10653898495075917"
"156","0.1662658025535211","0.1662658025535211","0.1662658025535211","0.1177089526436203","0.1177089526436203","0.1177089526436203","0.37589755837684447","0.37589755837684447","0.37589755837684447","0.1475511522263786","0.1475511522263786","0.1475511522263786","0.22402464251226878","0.22402464251226878","0.22402464251226878","0.1802282165432397","0.1802282165432397","0.1802282165432397","0.10562903575727103","0.10562903575727103","0.10562903575727103","0.14529964322606537","0.14529964322606537","0.14529964322606537","0.16167344772829453","0.16167344772829453","0.16167344772829453","0.13076451668875294","0.13076451668875294","0.13076451668875294"
