"Step","_n_S_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5","_n_S_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MIN","_n_S_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MAX","_n_X_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5","_n_X_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MIN","_n_X_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MAX","_n_L_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5","_n_L_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MIN","_n_L_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MAX","_n_N_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5","_n_N_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MIN","_n_N_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_1 (Arch-P5) - metrics/mAP_0.5__MAX","_n_L6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5","_n_L6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MIN","_n_L6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MAX","_n_M6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5","_n_M6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MIN","_n_M6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MAX","_n_X6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5","_n_X6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MIN","_n_X6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MAX","_n_S6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5","_n_S6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MIN","_n_S6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MAX","_n_N6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5","_n_N6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MIN","_n_N6_512_e500_b16_lr0.01_1 (Arch-P6) - metrics/mAP_0.5__MAX"
"250","0.40610113917867197","0.40610113917867197","0.40610113917867197","0.1992461195288672","0.1992461195288672","0.1992461195288672","0.4389628364236968","0.4389628364236968","0.4389628364236968","0.342584302764371","0.342584302764371","0.342584302764371","0.42654904333310917","0.42654904333310917","0.42654904333310917","0.21669961030627932","0.21669961030627932","0.21669961030627932","0.19728418637397632","0.19728418637397632","0.19728418637397632","0.21061054295229142","0.21061054295229142","0.21061054295229142","0.22195054360735866","0.22195054360735866","0.22195054360735866","0.20849549915083734","0.20849549915083734","0.20849549915083734"
"251","0.4054246946583443","0.4054246946583443","0.4054246946583443","0.20497696868518522","0.20497696868518522","0.20497696868518522","0.43730258311797804","0.43730258311797804","0.43730258311797804","0.34455274428661575","0.34455274428661575","0.34455274428661575","0.4274644903668584","0.4274644903668584","0.4274644903668584","0.22292959414798544","0.22292959414798544","0.22292959414798544","0.19991433066784917","0.19991433066784917","0.19991433066784917","0.21389611798971186","0.21389611798971186","0.21389611798971186","0.22042429603204003","0.22042429603204003","0.22042429603204003","0.21181307209308886","0.21181307209308886","0.21181307209308886"
"252","0.4092176680676344","0.4092176680676344","0.4092176680676344","0.21091291849514127","0.21091291849514127","0.21091291849514127","0.4386509352950405","0.4386509352950405","0.4386509352950405","0.3457992386744879","0.3457992386744879","0.3457992386744879","0.4292560066335553","0.4292560066335553","0.4292560066335553","0.22357128767694007","0.22357128767694007","0.22357128767694007","0.20057798265596455","0.20057798265596455","0.20057798265596455","0.2154275085553232","0.2154275085553232","0.2154275085553232","0.22003516410685908","0.22003516410685908","0.22003516410685908","0.20869394472189942","0.20869394472189942","0.20869394472189942"
"253","0.406521654982005","0.406521654982005","0.406521654982005","0.2099879030109502","0.2099879030109502","0.2099879030109502","0.441254328927","0.441254328927","0.441254328927","0.3456243391287972","0.3456243391287972","0.3456243391287972","0.42801549053258386","0.42801549053258386","0.42801549053258386","0.22143333800743603","0.22143333800743603","0.22143333800743603","0.20297385143918087","0.20297385143918087","0.20297385143918087","0.2151015571335897","0.2151015571335897","0.2151015571335897","0.21756937173679253","0.21756937173679253","0.21756937173679253","0.2110228243965774","0.2110228243965774","0.2110228243965774"
"254","0.40629243443676766","0.40629243443676766","0.40629243443676766","0.21655350916269445","0.21655350916269445","0.21655350916269445","0.44147886342063525","0.44147886342063525","0.44147886342063525","0.3405498201117","0.3405498201117","0.3405498201117","0.4294944569158368","0.4294944569158368","0.4294944569158368","0.2238516900218091","0.2238516900218091","0.2238516900218091","0.20480707196474074","0.20480707196474074","0.20480707196474074","0.2203621189706637","0.2203621189706637","0.2203621189706637","0.2209459116750006","0.2209459116750006","0.2209459116750006","0.21037700869215167","0.21037700869215167","0.21037700869215167"
"255","0.40335655344936405","0.40335655344936405","0.40335655344936405","0.2204953428957402","0.2204953428957402","0.2204953428957402","0.44149077383413465","0.44149077383413465","0.44149077383413465","0.3425048784601118","0.3425048784601118","0.3425048784601118","0.4305189634303164","0.4305189634303164","0.4305189634303164","0.22389775444369428","0.22389775444369428","0.22389775444369428","0.20978040937142697","0.20978040937142697","0.20978040937142697","0.2237771834770439","0.2237771834770439","0.2237771834770439","0.21772195784285456","0.21772195784285456","0.21772195784285456","0.2119060230116315","0.2119060230116315","0.2119060230116315"
"256","0.399274895405043","0.399274895405043","0.399274895405043","0.22215683412364476","0.22215683412364476","0.22215683412364476","0.43870146755688627","0.43870146755688627","0.43870146755688627","0.3421433898414095","0.3421433898414095","0.3421433898414095","0.42550034736310316","0.42550034736310316","0.42550034736310316","0.22309389314989006","0.22309389314989006","0.22309389314989006","0.21087075753741252","0.21087075753741252","0.21087075753741252","0.2227083219335999","0.2227083219335999","0.2227083219335999","0.21992817786048646","0.21992817786048646","0.21992817786048646","0.22052164907344782","0.22052164907344782","0.22052164907344782"
"257","0.4007300568302615","0.4007300568302615","0.4007300568302615","0.2261985787426587","0.2261985787426587","0.2261985787426587","0.43818221251203415","0.43818221251203415","0.43818221251203415","0.34187943933461806","0.34187943933461806","0.34187943933461806","0.4260457226890012","0.4260457226890012","0.4260457226890012","0.22396495647538392","0.22396495647538392","0.22396495647538392","0.2123700816982952","0.2123700816982952","0.2123700816982952","0.22370239804163936","0.22370239804163936","0.22370239804163936","0.21870336921066375","0.21870336921066375","0.21870336921066375","0.22157702872383347","0.22157702872383347","0.22157702872383347"
"258","0.40165019825572595","0.40165019825572595","0.40165019825572595","0.22829293043814408","0.22829293043814408","0.22829293043814408","0.4380758230094025","0.4380758230094025","0.4380758230094025","0.3431486163866604","0.3431486163866604","0.3431486163866604","0.4325986801732376","0.4325986801732376","0.4325986801732376","0.22695155744187856","0.22695155744187856","0.22695155744187856","0.21357822461897563","0.21357822461897563","0.21357822461897563","0.22163892518371273","0.22163892518371273","0.22163892518371273","0.22088382638041226","0.22088382638041226","0.22088382638041226","0.21647383397747863","0.21647383397747863","0.21647383397747863"
"259","0.39915647504357077","0.39915647504357077","0.39915647504357077","0.23258649819033955","0.23258649819033955","0.23258649819033955","0.43665751560266985","0.43665751560266985","0.43665751560266985","0.3448979253526784","0.3448979253526784","0.3448979253526784","0.4345910321924964","0.4345910321924964","0.4345910321924964","0.2296271982495605","0.2296271982495605","0.2296271982495605","0.20927125690028733","0.20927125690028733","0.20927125690028733","0.22217380326425876","0.22217380326425876","0.22217380326425876","0.2177188178433034","0.2177188178433034","0.2177188178433034","0.2169071144866022","0.2169071144866022","0.2169071144866022"
"260","0.39993990301464616","0.39993990301464616","0.39993990301464616","0.23488118298268157","0.23488118298268157","0.23488118298268157","0.43742375052389804","0.43742375052389804","0.43742375052389804","0.34526178130492124","0.34526178130492124","0.34526178130492124","0.42830936896204413","0.42830936896204413","0.42830936896204413","0.2328426557336255","0.2328426557336255","0.2328426557336255","0.20971164909127926","0.20971164909127926","0.20971164909127926","0.21943852606776593","0.21943852606776593","0.21943852606776593","0.2184145068304681","0.2184145068304681","0.2184145068304681","0.21689503093812193","0.21689503093812193","0.21689503093812193"
"261","0.3996770365964058","0.3996770365964058","0.3996770365964058","0.2363659578700359","0.2363659578700359","0.2363659578700359","0.4393231925304186","0.4393231925304186","0.4393231925304186","0.3448685871102784","0.3448685871102784","0.3448685871102784","0.4307801665436591","0.4307801665436591","0.4307801665436591","0.23186080280960103","0.23186080280960103","0.23186080280960103","0.20980661371136194","0.20980661371136194","0.20980661371136194","0.22329539932334372","0.22329539932334372","0.22329539932334372","0.21736545585165912","0.21736545585165912","0.21736545585165912","0.21560974160829918","0.21560974160829918","0.21560974160829918"
"262","0.4006364260138777","0.4006364260138777","0.4006364260138777","0.23244528832101846","0.23244528832101846","0.23244528832101846","0.440214947155625","0.440214947155625","0.440214947155625","0.34833259696859326","0.34833259696859326","0.34833259696859326","0.42707083059799766","0.42707083059799766","0.42707083059799766","0.2346082491390936","0.2346082491390936","0.2346082491390936","0.21506848798810657","0.21506848798810657","0.21506848798810657","0.22025766564019972","0.22025766564019972","0.22025766564019972","0.21436001826665077","0.21436001826665077","0.21436001826665077","0.21560304322425675","0.21560304322425675","0.21560304322425675"
"263","0.40448051458885714","0.40448051458885714","0.40448051458885714","0.2335071734637519","0.2335071734637519","0.2335071734637519","0.4392923577089226","0.4392923577089226","0.4392923577089226","0.3482126104114177","0.3482126104114177","0.3482126104114177","0.4301455252554044","0.4301455252554044","0.4301455252554044","0.23807232467676276","0.23807232467676276","0.23807232467676276","0.21233547739631403","0.21233547739631403","0.21233547739631403","0.21725305027582242","0.21725305027582242","0.21725305027582242","0.2146463045082364","0.2146463045082364","0.2146463045082364","0.21402898934178644","0.21402898934178644","0.21402898934178644"
"264","0.4025655893764081","0.4025655893764081","0.4025655893764081","0.23144929950713253","0.23144929950713253","0.23144929950713253","0.43878757369409305","0.43878757369409305","0.43878757369409305","0.3485172882879653","0.3485172882879653","0.3485172882879653","0.4294300130778911","0.4294300130778911","0.4294300130778911","0.2407332200044157","0.2407332200044157","0.2407332200044157","0.2127059850653278","0.2127059850653278","0.2127059850653278","0.2175334722502546","0.2175334722502546","0.2175334722502546","0.21080086539563778","0.21080086539563778","0.21080086539563778","0.21365433813553203","0.21365433813553203","0.21365433813553203"
"265","0.4047093737535501","0.4047093737535501","0.4047093737535501","0.23200762545541823","0.23200762545541823","0.23200762545541823","0.4384465696221581","0.4384465696221581","0.4384465696221581","0.35047675762623787","0.35047675762623787","0.35047675762623787","0.43115394361706605","0.43115394361706605","0.43115394361706605","0.24122634914160054","0.24122634914160054","0.24122634914160054","0.21300245853621502","0.21300245853621502","0.21300245853621502","0.21991904853474184","0.21991904853474184","0.21991904853474184","0.2125372929314168","0.2125372929314168","0.2125372929314168","0.21288584074439101","0.21288584074439101","0.21288584074439101"
"266","0.4075669881974813","0.4075669881974813","0.4075669881974813","0.2324333802480499","0.2324333802480499","0.2324333802480499","0.4377545908307348","0.4377545908307348","0.4377545908307348","0.35143351888255303","0.35143351888255303","0.35143351888255303","0.4340980026067113","0.4340980026067113","0.4340980026067113","0.2434151361901966","0.2434151361901966","0.2434151361901966","0.21256080342021108","0.21256080342021108","0.21256080342021108","0.21970319155970466","0.21970319155970466","0.21970319155970466","0.21437927645333607","0.21437927645333607","0.21437927645333607","0.21687666613752815","0.21687666613752815","0.21687666613752815"
"267","0.4084207953191982","0.4084207953191982","0.4084207953191982","0.23318264731545976","0.23318264731545976","0.23318264731545976","0.4321367833502512","0.4321367833502512","0.4321367833502512","0.35457300272280207","0.35457300272280207","0.35457300272280207","0.42898950859706425","0.42898950859706425","0.42898950859706425","0.24137125692592473","0.24137125692592473","0.24137125692592473","0.2133570968081206","0.2133570968081206","0.2133570968081206","0.21859096329787697","0.21859096329787697","0.21859096329787697","0.21441440694598035","0.21441440694598035","0.21441440694598035","0.2143046437892034","0.2143046437892034","0.2143046437892034"
"268","0.40622759294011584","0.40622759294011584","0.40622759294011584","0.23393750079422385","0.23393750079422385","0.23393750079422385","0.43124981380092886","0.43124981380092886","0.43124981380092886","0.354544213736281","0.354544213736281","0.354544213736281","0.4297955782260516","0.4297955782260516","0.4297955782260516","0.24397745134869864","0.24397745134869864","0.24397745134869864","0.2138409788558744","0.2138409788558744","0.2138409788558744","0.2192312570656998","0.2192312570656998","0.2192312570656998","0.21380124432768421","0.21380124432768421","0.21380124432768421","0.2160866228539555","0.2160866228539555","0.2160866228539555"
"269","0.4070394636102489","0.4070394636102489","0.4070394636102489","0.23207327751013387","0.23207327751013387","0.23207327751013387","0.4309891497803311","0.4309891497803311","0.4309891497803311","0.3535791700043227","0.3535791700043227","0.3535791700043227","0.4310314976363917","0.4310314976363917","0.4310314976363917","0.2453509736011625","0.2453509736011625","0.2453509736011625","0.21334103189125578","0.21334103189125578","0.21334103189125578","0.22107252477788158","0.22107252477788158","0.22107252477788158","0.21631346666707768","0.21631346666707768","0.21631346666707768","0.21563875918888853","0.21563875918888853","0.21563875918888853"
"270","0.4080433842393988","0.4080433842393988","0.4080433842393988","0.2301202952572957","0.2301202952572957","0.2301202952572957","0.4312407248377094","0.4312407248377094","0.4312407248377094","0.3570809801664178","0.3570809801664178","0.3570809801664178","0.43125800489952687","0.43125800489952687","0.43125800489952687","0.2439095781005196","0.2439095781005196","0.2439095781005196","0.2163923162025472","0.2163923162025472","0.2163923162025472","0.22157700540097258","0.22157700540097258","0.22157700540097258","0.21664210260370548","0.21664210260370548","0.21664210260370548","0.21454467889510834","0.21454467889510834","0.21454467889510834"
"271","0.4125983727270319","0.4125983727270319","0.4125983727270319","0.23187464801096233","0.23187464801096233","0.23187464801096233","0.4312127047988119","0.4312127047988119","0.4312127047988119","0.359397015277693","0.359397015277693","0.359397015277693","0.4437869472020227","0.4437869472020227","0.4437869472020227","0.24806812926919725","0.24806812926919725","0.24806812926919725","0.22194901135508302","0.22194901135508302","0.22194901135508302","0.22216025677243867","0.22216025677243867","0.22216025677243867","0.21699102736072062","0.21699102736072062","0.21699102736072062","0.214071199590557","0.214071199590557","0.214071199590557"
"272","0.413407079090271","0.413407079090271","0.413407079090271","0.23317485381815628","0.23317485381815628","0.23317485381815628","0.43355660084510017","0.43355660084510017","0.43355660084510017","0.3601019658604392","0.3601019658604392","0.3601019658604392","0.4444060278681682","0.4444060278681682","0.4444060278681682","0.25035033996942735","0.25035033996942735","0.25035033996942735","0.2204279228530345","0.2204279228530345","0.2204279228530345","0.2220610265836922","0.2220610265836922","0.2220610265836922","0.21691895142997636","0.21691895142997636","0.21691895142997636","0.2153554158930947","0.2153554158930947","0.2153554158930947"
"273","0.4145051477272531","0.4145051477272531","0.4145051477272531","0.2366311159977494","0.2366311159977494","0.2366311159977494","0.4361859408095565","0.4361859408095565","0.4361859408095565","0.36116993779863726","0.36116993779863726","0.36116993779863726","0.4413824554848574","0.4413824554848574","0.4413824554848574","0.2472699728740489","0.2472699728740489","0.2472699728740489","0.2234487662121012","0.2234487662121012","0.2234487662121012","0.22345571609038695","0.22345571609038695","0.22345571609038695","0.21424977062459294","0.21424977062459294","0.21424977062459294","0.2143394077003386","0.2143394077003386","0.2143394077003386"
"274","0.4149714363938306","0.4149714363938306","0.4149714363938306","0.24081986884461193","0.24081986884461193","0.24081986884461193","0.43592520440724003","0.43592520440724003","0.43592520440724003","0.3593837536057262","0.3593837536057262","0.3593837536057262","0.4404007198825362","0.4404007198825362","0.4404007198825362","0.24438178743453812","0.24438178743453812","0.24438178743453812","0.22412541611728407","0.22412541611728407","0.22412541611728407","0.22556626185433826","0.22556626185433826","0.22556626185433826","0.21444626554160637","0.21444626554160637","0.21444626554160637","0.2148624158361716","0.2148624158361716","0.2148624158361716"
"275","0.4164780850812472","0.4164780850812472","0.4164780850812472","0.23967906231110422","0.23967906231110422","0.23967906231110422","0.4347953492359987","0.4347953492359987","0.4347953492359987","0.35948625854287497","0.35948625854287497","0.35948625854287497","0.44054468727651375","0.44054468727651375","0.44054468727651375","0.24616539318960554","0.24616539318960554","0.24616539318960554","0.22230766451611536","0.22230766451611536","0.22230766451611536","0.22739373931631632","0.22739373931631632","0.22739373931631632","0.21457948644769345","0.21457948644769345","0.21457948644769345","0.21256178310663298","0.21256178310663298","0.21256178310663298"
"276","0.4181864547679562","0.4181864547679562","0.4181864547679562","0.23754667942965396","0.23754667942965396","0.23754667942965396","0.44253416779636007","0.44253416779636007","0.44253416779636007","0.3598042402088875","0.3598042402088875","0.3598042402088875","0.44049958141749473","0.44049958141749473","0.44049958141749473","0.24513763007960493","0.24513763007960493","0.24513763007960493","0.22044727236687403","0.22044727236687403","0.22044727236687403","0.23084349928985082","0.23084349928985082","0.23084349928985082","0.21521546564872157","0.21521546564872157","0.21521546564872157","0.2097353885832767","0.2097353885832767","0.2097353885832767"
"277","0.41782484505800516","0.41782484505800516","0.41782484505800516","0.23732573590249365","0.23732573590249365","0.23732573590249365","0.4456757602784828","0.4456757602784828","0.4456757602784828","0.36057334273959085","0.36057334273959085","0.36057334273959085","0.44264130718169864","0.44264130718169864","0.44264130718169864","0.24672730918333508","0.24672730918333508","0.24672730918333508","0.22216028989330372","0.22216028989330372","0.22216028989330372","0.234073636182389","0.234073636182389","0.234073636182389","0.2176854814872399","0.2176854814872399","0.2176854814872399","0.2098647831631504","0.2098647831631504","0.2098647831631504"
"278","0.41863773473056926","0.41863773473056926","0.41863773473056926","0.23555428022371322","0.23555428022371322","0.23555428022371322","0.44567997705321205","0.44567997705321205","0.44567997705321205","0.36060119612184743","0.36060119612184743","0.36060119612184743","0.4449346086516097","0.4449346086516097","0.4449346086516097","0.24814230649134628","0.24814230649134628","0.24814230649134628","0.22446902969759572","0.22446902969759572","0.22446902969759572","0.2333183907651799","0.2333183907651799","0.2333183907651799","0.21778625307287877","0.21778625307287877","0.21778625307287877","0.21010469187612224","0.21010469187612224","0.21010469187612224"
"279","0.4177014196215051","0.4177014196215051","0.4177014196215051","0.23879487048751177","0.23879487048751177","0.23879487048751177","0.44545803353908825","0.44545803353908825","0.44545803353908825","0.3637553496239249","0.3637553496239249","0.3637553496239249","0.44637989855420923","0.44637989855420923","0.44637989855420923","0.24856792733303315","0.24856792733303315","0.24856792733303315","0.22481770973174134","0.22481770973174134","0.22481770973174134","0.23235846227758766","0.23235846227758766","0.23235846227758766","0.22168127762924714","0.22168127762924714","0.22168127762924714","0.21058686215149097","0.21058686215149097","0.21058686215149097"
"280","0.4210561442223305","0.4210561442223305","0.4210561442223305","0.24208763135388447","0.24208763135388447","0.24208763135388447","0.44243767103394704","0.44243767103394704","0.44243767103394704","0.36491594578087655","0.36491594578087655","0.36491594578087655","0.4488953005138262","0.4488953005138262","0.4488953005138262","0.24855726903600497","0.24855726903600497","0.24855726903600497","0.22936117835903616","0.22936117835903616","0.22936117835903616","0.23081817236492413","0.23081817236492413","0.23081817236492413","0.22204070544739068","0.22204070544739068","0.22204070544739068","0.20918095728312702","0.20918095728312702","0.20918095728312702"
"281","0.42142506394377155","0.42142506394377155","0.42142506394377155","0.24136320097402364","0.24136320097402364","0.24136320097402364","0.4450031269175974","0.4450031269175974","0.4450031269175974","0.36602191235807424","0.36602191235807424","0.36602191235807424","0.4503402014361262","0.4503402014361262","0.4503402014361262","0.24803513659704757","0.24803513659704757","0.24803513659704757","0.23032831818111144","0.23032831818111144","0.23032831818111144","0.23199964519712443","0.23199964519712443","0.23199964519712443","0.22188810642477474","0.22188810642477474","0.22188810642477474","0.20806680767685326","0.20806680767685326","0.20806680767685326"
"282","0.4222244276045593","0.4222244276045593","0.4222244276045593","0.2411210086182353","0.2411210086182353","0.2411210086182353","0.4426654692084979","0.4426654692084979","0.4426654692084979","0.3673172165455216","0.3673172165455216","0.3673172165455216","0.4472511681721654","0.4472511681721654","0.4472511681721654","0.24922013624594141","0.24922013624594141","0.24922013624594141","0.22929186304916102","0.22929186304916102","0.22929186304916102","0.23248270101041257","0.23248270101041257","0.23248270101041257","0.22139122724938853","0.22139122724938853","0.22139122724938853","0.20766843051637784","0.20766843051637784","0.20766843051637784"
"283","0.42371753101202964","0.42371753101202964","0.42371753101202964","0.2425887828305732","0.2425887828305732","0.2425887828305732","0.44578924940800174","0.44578924940800174","0.44578924940800174","0.36821339866246117","0.36821339866246117","0.36821339866246117","0.44224551279010216","0.44224551279010216","0.44224551279010216","0.24945112822192017","0.24945112822192017","0.24945112822192017","0.22766007924992984","0.22766007924992984","0.22766007924992984","0.23248380240561387","0.23248380240561387","0.23248380240561387","0.22045273373534457","0.22045273373534457","0.22045273373534457","0.20697521934634872","0.20697521934634872","0.20697521934634872"
"284","0.4215392801897883","0.4215392801897883","0.4215392801897883","0.24366781784122427","0.24366781784122427","0.24366781784122427","0.44493801965695057","0.44493801965695057","0.44493801965695057","0.3713288060083576","0.3713288060083576","0.3713288060083576","0.44913719190175233","0.44913719190175233","0.44913719190175233","0.2475937077823978","0.2475937077823978","0.2475937077823978","0.2284617981046102","0.2284617981046102","0.2284617981046102","0.22992850741367732","0.22992850741367732","0.22992850741367732","0.22046683574699355","0.22046683574699355","0.22046683574699355","0.20603157407123","0.20603157407123","0.20603157407123"
"285","0.4226360759747759","0.4226360759747759","0.4226360759747759","0.2475433323339723","0.2475433323339723","0.2475433323339723","0.44516000916366993","0.44516000916366993","0.44516000916366993","0.3690994634917902","0.3690994634917902","0.3690994634917902","0.4434039671188674","0.4434039671188674","0.4434039671188674","0.25016814501290463","0.25016814501290463","0.25016814501290463","0.2284471644940636","0.2284471644940636","0.2284471644940636","0.2300199109551592","0.2300199109551592","0.2300199109551592","0.22186940501828165","0.22186940501828165","0.22186940501828165","0.2066242950660144","0.2066242950660144","0.2066242950660144"
"286","0.4176733506780935","0.4176733506780935","0.4176733506780935","0.2505788101477801","0.2505788101477801","0.2505788101477801","0.44755975726224184","0.44755975726224184","0.44755975726224184","0.36972178820728846","0.36972178820728846","0.36972178820728846","0.4508240862103945","0.4508240862103945","0.4508240862103945","0.24943559497904466","0.24943559497904466","0.24943559497904466","0.2295213089141192","0.2295213089141192","0.2295213089141192","0.23119004312721902","0.23119004312721902","0.23119004312721902","0.22320154874185855","0.22320154874185855","0.22320154874185855","0.20919456317340773","0.20919456317340773","0.20919456317340773"
"287","0.42004228658890547","0.42004228658890547","0.42004228658890547","0.24930630831352213","0.24930630831352213","0.24930630831352213","0.44660121716388423","0.44660121716388423","0.44660121716388423","0.3703603680653198","0.3703603680653198","0.3703603680653198","0.4554149762803079","0.4554149762803079","0.4554149762803079","0.2500326893652069","0.2500326893652069","0.2500326893652069","0.22864011209632468","0.22864011209632468","0.22864011209632468","0.22866948020160668","0.22866948020160668","0.22866948020160668","0.2241007559159357","0.2241007559159357","0.2241007559159357","0.20848671091539944","0.20848671091539944","0.20848671091539944"
"288","0.421194651910346","0.421194651910346","0.421194651910346","0.24902206820291653","0.24902206820291653","0.24902206820291653","0.4471245505871907","0.4471245505871907","0.4471245505871907","0.37018519279073947","0.37018519279073947","0.37018519279073947","0.4552320948264338","0.4552320948264338","0.4552320948264338","0.25115977942789985","0.25115977942789985","0.25115977942789985","0.22878259186953093","0.22878259186953093","0.22878259186953093","0.22757413557793926","0.22757413557793926","0.22757413557793926","0.2232871910930793","0.2232871910930793","0.2232871910930793","0.20972475413671118","0.20972475413671118","0.20972475413671118"
"289","0.42482699755152137","0.42482699755152137","0.42482699755152137","0.250151288617346","0.250151288617346","0.250151288617346","0.4483624140851833","0.4483624140851833","0.4483624140851833","0.3722721772030084","0.3722721772030084","0.3722721772030084","0.44802445700086435","0.44802445700086435","0.44802445700086435","0.25209669500286347","0.25209669500286347","0.25209669500286347","0.23287571125814566","0.23287571125814566","0.23287571125814566","0.22742024373060515","0.22742024373060515","0.22742024373060515","0.2255978221914577","0.2255978221914577","0.2255978221914577","0.2086006270802938","0.2086006270802938","0.2086006270802938"
"290","0.4248472721448807","0.4248472721448807","0.4248472721448807","0.25040920271747313","0.25040920271747313","0.25040920271747313","0.4496593661540671","0.4496593661540671","0.4496593661540671","0.37352767825559735","0.37352767825559735","0.37352767825559735","0.44838966046445006","0.44838966046445006","0.44838966046445006","0.2519784580592954","0.2519784580592954","0.2519784580592954","0.23621932029387405","0.23621932029387405","0.23621932029387405","0.22872410341265095","0.22872410341265095","0.22872410341265095","0.2251402153021021","0.2251402153021021","0.2251402153021021","0.20850350127078596","0.20850350127078596","0.20850350127078596"
"291","0.42008932979439784","0.42008932979439784","0.42008932979439784","0.2526905290359702","0.2526905290359702","0.2526905290359702","0.4506480646590532","0.4506480646590532","0.4506480646590532","0.3736968910180595","0.3736968910180595","0.3736968910180595","0.45034494213752496","0.45034494213752496","0.45034494213752496","0.25277921131959946","0.25277921131959946","0.25277921131959946","0.2393841376045003","0.2393841376045003","0.2393841376045003","0.22921788357484718","0.22921788357484718","0.22921788357484718","0.22745125419327866","0.22745125419327866","0.22745125419327866","0.20825657194712915","0.20825657194712915","0.20825657194712915"
"292","0.4199759974023591","0.4199759974023591","0.4199759974023591","0.2529600818551306","0.2529600818551306","0.2529600818551306","0.45139077770203134","0.45139077770203134","0.45139077770203134","0.37500734846939626","0.37500734846939626","0.37500734846939626","0.451264840015694","0.451264840015694","0.451264840015694","0.2542282007809076","0.2542282007809076","0.2542282007809076","0.23828322486493897","0.23828322486493897","0.23828322486493897","0.22807429662647513","0.22807429662647513","0.22807429662647513","0.22672624365734012","0.22672624365734012","0.22672624365734012","0.20772053538623167","0.20772053538623167","0.20772053538623167"
"293","0.4168374377406298","0.4168374377406298","0.4168374377406298","0.2529270170043063","0.2529270170043063","0.2529270170043063","0.45177049184018625","0.45177049184018625","0.45177049184018625","0.37552675724800205","0.37552675724800205","0.37552675724800205","0.45153530778209117","0.45153530778209117","0.45153530778209117","0.254969063327917","0.254969063327917","0.254969063327917","0.24102882850513488","0.24102882850513488","0.24102882850513488","0.2271938959833134","0.2271938959833134","0.2271938959833134","0.22559773276471032","0.22559773276471032","0.22559773276471032","0.20804791339038475","0.20804791339038475","0.20804791339038475"
"294","0.4166439935162143","0.4166439935162143","0.4166439935162143","0.2531692114939236","0.2531692114939236","0.2531692114939236","0.45369488788920914","0.45369488788920914","0.45369488788920914","0.3770373517465278","0.3770373517465278","0.3770373517465278","0.4517746871777348","0.4517746871777348","0.4517746871777348","0.25504056060548397","0.25504056060548397","0.25504056060548397","0.24182140665811191","0.24182140665811191","0.24182140665811191","0.22643329652709124","0.22643329652709124","0.22643329652709124","0.2253724358239316","0.2253724358239316","0.2253724358239316","0.20717868877011786","0.20717868877011786","0.20717868877011786"
"295","0.4208261052355637","0.4208261052355637","0.4208261052355637","0.25212407545652776","0.25212407545652776","0.25212407545652776","0.45498435825010825","0.45498435825010825","0.45498435825010825","0.3804987118574808","0.3804987118574808","0.3804987118574808","0.45190851341796","0.45190851341796","0.45190851341796","0.2581302309476583","0.2581302309476583","0.2581302309476583","0.2439818213154698","0.2439818213154698","0.2439818213154698","0.22777173193171293","0.22777173193171293","0.22777173193171293","0.2254395567097562","0.2254395567097562","0.2254395567097562","0.20765936592039846","0.20765936592039846","0.20765936592039846"
