"Step","_n_S_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5","_n_S_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MIN","_n_S_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MAX","_n_X_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5","_n_X_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MIN","_n_X_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MAX","_n_L_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5","_n_L_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MIN","_n_L_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MAX","_n_N_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5","_n_N_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MIN","_n_N_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MAX","_n_X_1024_e500_b8_lr0.01_1 (1024) - metrics/mAP_0.5","_n_X_1024_e500_b8_lr0.01_1 (1024) - metrics/mAP_0.5__MIN","_n_X_1024_e500_b8_lr0.01_1 (1024) - metrics/mAP_0.5__MAX","_n_L_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5","_n_L_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MIN","_n_L_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MAX","_n_S_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5","_n_S_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MIN","_n_S_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MAX","_n_M_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5","_n_M_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MIN","_n_M_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MAX","_n_N_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5","_n_N_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MIN","_n_N_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MAX"
"106","0.09446083772320643","0.09446083772320643","0.09446083772320643","0.11590587536687297","0.11590587536687297","0.11590587536687297","0.17717011572296512","0.17717011572296512","0.17717011572296512","0.11042306033501192","0.11042306033501192","0.11042306033501192","0.07988210209897803","0.07988210209897803","0.07988210209897803","0.22835210817048507","0.22835210817048507","0.22835210817048507","0.2770709858600848","0.2770709858600848","0.2770709858600848","0.19271036423481702","0.19271036423481702","0.19271036423481702","0.23821576310215462","0.23821576310215462","0.23821576310215462","0.2375264935657616","0.2375264935657616","0.2375264935657616"
"107","0.09871232343265986","0.09871232343265986","0.09871232343265986","0.1090449441733482","0.1090449441733482","0.1090449441733482","0.17812104500600556","0.17812104500600556","0.17812104500600556","0.13247318923374016","0.13247318923374016","0.13247318923374016","0.07470575530048415","0.07470575530048415","0.07470575530048415","0.27003500678169207","0.27003500678169207","0.27003500678169207","0.2400893700357372","0.2400893700357372","0.2400893700357372","0.17590549455524218","0.17590549455524218","0.17590549455524218","0.2786119194431068","0.2786119194431068","0.2786119194431068","0.19921466967356688","0.19921466967356688","0.19921466967356688"
"108","0.11387710001577149","0.11387710001577149","0.11387710001577149","0.052213545651056105","0.052213545651056105","0.052213545651056105","0.13722830221320476","0.13722830221320476","0.13722830221320476","0.08429973746640501","0.08429973746640501","0.08429973746640501","0.1615856656720338","0.1615856656720338","0.1615856656720338","0.19208274630116282","0.19208274630116282","0.19208274630116282","0.2052476342315622","0.2052476342315622","0.2052476342315622","0.15233658071131026","0.15233658071131026","0.15233658071131026","0.15826424624986793","0.15826424624986793","0.15826424624986793","0.2484764439195729","0.2484764439195729","0.2484764439195729"
"109","0.08763962124361874","0.08763962124361874","0.08763962124361874","0.09081571316939209","0.09081571316939209","0.09081571316939209","0.17436436189446394","0.17436436189446394","0.17436436189446394","0.08507037586865526","0.08507037586865526","0.08507037586865526","0.19026683700880698","0.19026683700880698","0.19026683700880698","0.2122082709443119","0.2122082709443119","0.2122082709443119","0.23589465306900018","0.23589465306900018","0.23589465306900018","0.1877176942620881","0.1877176942620881","0.1877176942620881","0.305728610870717","0.305728610870717","0.305728610870717","0.18440322159740077","0.18440322159740077","0.18440322159740077"
"110","0.14447932158503596","0.14447932158503596","0.14447932158503596","0.07544469914025137","0.07544469914025137","0.07544469914025137","0.1760147120809607","0.1760147120809607","0.1760147120809607","0.11705735434871724","0.11705735434871724","0.11705735434871724","0.1698856478695444","0.1698856478695444","0.1698856478695444","0.15056435199495177","0.15056435199495177","0.15056435199495177","0.18645024704732216","0.18645024704732216","0.18645024704732216","0.18718982913152787","0.18718982913152787","0.18718982913152787","0.27995570663229824","0.27995570663229824","0.27995570663229824","0.17396957082488185","0.17396957082488185","0.17396957082488185"
"111","0.15101573646622948","0.15101573646622948","0.15101573646622948","0.06894113667438967","0.06894113667438967","0.06894113667438967","0.25493377615790525","0.25493377615790525","0.25493377615790525","0.10706018221415503","0.10706018221415503","0.10706018221415503","0.14372170765034697","0.14372170765034697","0.14372170765034697","0.1638504758249542","0.1638504758249542","0.1638504758249542","0.23761587603128978","0.23761587603128978","0.23761587603128978","0.18393295935644047","0.18393295935644047","0.18393295935644047","0.19442994771686942","0.19442994771686942","0.19442994771686942","0.16231681323965885","0.16231681323965885","0.16231681323965885"
"112","0.158835663143561","0.158835663143561","0.158835663143561","0.09268872212895143","0.09268872212895143","0.09268872212895143","0.21800448119270638","0.21800448119270638","0.21800448119270638","0.16251278035980843","0.16251278035980843","0.16251278035980843","0.1481893017662807","0.1481893017662807","0.1481893017662807","0.31460360861966413","0.31460360861966413","0.31460360861966413","0.2655491553151527","0.2655491553151527","0.2655491553151527","0.168190029322721","0.168190029322721","0.168190029322721","0.20729828309399873","0.20729828309399873","0.20729828309399873","0.2334769566370173","0.2334769566370173","0.2334769566370173"
"113","0.19029331923788356","0.19029331923788356","0.19029331923788356","0.1189590286322185","0.1189590286322185","0.1189590286322185","0.1412661171935383","0.1412661171935383","0.1412661171935383","0.1387130061879067","0.1387130061879067","0.1387130061879067","0.10825021032031583","0.10825021032031583","0.10825021032031583","0.23397353686295055","0.23397353686295055","0.23397353686295055","0.20371979929643444","0.20371979929643444","0.20371979929643444","0.1947830465013716","0.1947830465013716","0.1947830465013716","0.1496341525515202","0.1496341525515202","0.1496341525515202","0.2800245360110134","0.2800245360110134","0.2800245360110134"
"114","0.22114633524863753","0.22114633524863753","0.22114633524863753","0.05193993573000895","0.05193993573000895","0.05193993573000895","0.19847778921218273","0.19847778921218273","0.19847778921218273","0.11887440799770854","0.11887440799770854","0.11887440799770854","0.10304056408258552","0.10304056408258552","0.10304056408258552","0.286449495005321","0.286449495005321","0.286449495005321","0.22175774127792106","0.22175774127792106","0.22175774127792106","0.20956175050270437","0.20956175050270437","0.20956175050270437","0.17798000511508894","0.17798000511508894","0.17798000511508894","0.2224502675203301","0.2224502675203301","0.2224502675203301"
"115","0.09581571522845773","0.09581571522845773","0.09581571522845773","0.05008859980906166","0.05008859980906166","0.05008859980906166","0.22012189422258474","0.22012189422258474","0.22012189422258474","0.11617855054831888","0.11617855054831888","0.11617855054831888","0.17412478408909948","0.17412478408909948","0.17412478408909948","0.2581577241962791","0.2581577241962791","0.2581577241962791","0.19943563243000664","0.19943563243000664","0.19943563243000664","0.25861360229496644","0.25861360229496644","0.25861360229496644","0.21343344396915437","0.21343344396915437","0.21343344396915437","0.2306758867284408","0.2306758867284408","0.2306758867284408"
"116","0.16162147814741235","0.16162147814741235","0.16162147814741235","0.06633724722687356","0.06633724722687356","0.06633724722687356","0.1751162189996453","0.1751162189996453","0.1751162189996453","0.12827512772237964","0.12827512772237964","0.12827512772237964","0.18249201913723193","0.18249201913723193","0.18249201913723193","0.23934741367281273","0.23934741367281273","0.23934741367281273","0.2142316977301903","0.2142316977301903","0.2142316977301903","0.2675155516429165","0.2675155516429165","0.2675155516429165","0.22791604573900212","0.22791604573900212","0.22791604573900212","0.29564146335125935","0.29564146335125935","0.29564146335125935"
"117","0.1643639728702985","0.1643639728702985","0.1643639728702985","0.07169943694770023","0.07169943694770023","0.07169943694770023","0.1792108788286872","0.1792108788286872","0.1792108788286872","0.15453753948833998","0.15453753948833998","0.15453753948833998","0.10823354264410809","0.10823354264410809","0.10823354264410809","0.27773837817759284","0.27773837817759284","0.27773837817759284","0.18102064611678878","0.18102064611678878","0.18102064611678878","0.2312087702231882","0.2312087702231882","0.2312087702231882","0.19761747119422104","0.19761747119422104","0.19761747119422104","0.24567910819880082","0.24567910819880082","0.24567910819880082"
"118","0.18424607302979526","0.18424607302979526","0.18424607302979526","0.10944834636221105","0.10944834636221105","0.10944834636221105","0.20610898088902488","0.20610898088902488","0.20610898088902488","0.08509130359457961","0.08509130359457961","0.08509130359457961","0.14258543248624522","0.14258543248624522","0.14258543248624522","0.20690447044996307","0.20690447044996307","0.20690447044996307","0.2745981206047525","0.2745981206047525","0.2745981206047525","0.19650061490728066","0.19650061490728066","0.19650061490728066","0.19843111626796495","0.19843111626796495","0.19843111626796495","0.2494464829674433","0.2494464829674433","0.2494464829674433"
"119","0.17858533991278758","0.17858533991278758","0.17858533991278758","0.08434395625088476","0.08434395625088476","0.08434395625088476","0.20035325152230282","0.20035325152230282","0.20035325152230282","0.10850055019477135","0.10850055019477135","0.10850055019477135","0.11224872592283192","0.11224872592283192","0.11224872592283192","0.20283244939497078","0.20283244939497078","0.20283244939497078","0.24910220956714008","0.24910220956714008","0.24910220956714008","0.25109097094710686","0.25109097094710686","0.25109097094710686","0.2115549615718314","0.2115549615718314","0.2115549615718314","0.26082905861650574","0.26082905861650574","0.26082905861650574"
"120","0.1578720255201879","0.1578720255201879","0.1578720255201879","0.11580082441934202","0.11580082441934202","0.11580082441934202","0.18147928411794623","0.18147928411794623","0.18147928411794623","0.11603298664661374","0.11603298664661374","0.11603298664661374","0.13767454287479222","0.13767454287479222","0.13767454287479222","0.21651850953437868","0.21651850953437868","0.21651850953437868","0.2730087289333405","0.2730087289333405","0.2730087289333405","0.21314471535896676","0.21314471535896676","0.21314471535896676","0.18565849595751874","0.18565849595751874","0.18565849595751874","0.29852036840112756","0.29852036840112756","0.29852036840112756"
"121","0.12213955647558797","0.12213955647558797","0.12213955647558797","0.13232970580076417","0.13232970580076417","0.13232970580076417","0.1675054333489628","0.1675054333489628","0.1675054333489628","0.13312414271715747","0.13312414271715747","0.13312414271715747","0.16430752427573456","0.16430752427573456","0.16430752427573456","0.27599319931005406","0.27599319931005406","0.27599319931005406","0.27789698487284137","0.27789698487284137","0.27789698487284137","0.2232487829676072","0.2232487829676072","0.2232487829676072","0.20883979234894873","0.20883979234894873","0.20883979234894873","0.3006275806804473","0.3006275806804473","0.3006275806804473"
"122","0.13987907117151344","0.13987907117151344","0.13987907117151344","0.05423918109520776","0.05423918109520776","0.05423918109520776","0.13432409629125833","0.13432409629125833","0.13432409629125833","0.08157182883940757","0.08157182883940757","0.08157182883940757","0.1280088696068377","0.1280088696068377","0.1280088696068377","0.2719761362052272","0.2719761362052272","0.2719761362052272","0.26405887383378784","0.26405887383378784","0.26405887383378784","0.1939866776931265","0.1939866776931265","0.1939866776931265","0.2292877029490008","0.2292877029490008","0.2292877029490008","0.26352526984429225","0.26352526984429225","0.26352526984429225"
"123","0.19336546901320645","0.19336546901320645","0.19336546901320645","0.12202183636718797","0.12202183636718797","0.12202183636718797","0.14546016687052007","0.14546016687052007","0.14546016687052007","0.0931688092883181","0.0931688092883181","0.0931688092883181","0.11815145688796215","0.11815145688796215","0.11815145688796215","0.26767491479268823","0.26767491479268823","0.26767491479268823","0.25765721544556935","0.25765721544556935","0.25765721544556935","0.2278933650857573","0.2278933650857573","0.2278933650857573","0.22834283018290788","0.22834283018290788","0.22834283018290788","0.30881520982815497","0.30881520982815497","0.30881520982815497"
"124","0.1741421467712811","0.1741421467712811","0.1741421467712811","0.10519690210522564","0.10519690210522564","0.10519690210522564","0.1675617115756835","0.1675617115756835","0.1675617115756835","0.14547969750446088","0.14547969750446088","0.14547969750446088","0.13248091634052828","0.13248091634052828","0.13248091634052828","0.22216019517776855","0.22216019517776855","0.22216019517776855","0.2269136218686529","0.2269136218686529","0.2269136218686529","0.277567932608094","0.277567932608094","0.277567932608094","0.2181856694652869","0.2181856694652869","0.2181856694652869","0.3419660157440191","0.3419660157440191","0.3419660157440191"
"125","0.15752595477374776","0.15752595477374776","0.15752595477374776","0.07215471824135013","0.07215471824135013","0.07215471824135013","0.1709768711969345","0.1709768711969345","0.1709768711969345","0.07519019866982082","0.07519019866982082","0.07519019866982082","0.12066280058974992","0.12066280058974992","0.12066280058974992","0.22792369132046536","0.22792369132046536","0.22792369132046536","0.2201165882848095","0.2201165882848095","0.2201165882848095","0.19246310260211288","0.19246310260211288","0.19246310260211288","0.24259614673751723","0.24259614673751723","0.24259614673751723","0.2913565613611929","0.2913565613611929","0.2913565613611929"
"126","0.17367642798618388","0.17367642798618388","0.17367642798618388","0.07858381996381973","0.07858381996381973","0.07858381996381973","0.13352738126523994","0.13352738126523994","0.13352738126523994","0.11062735046780031","0.11062735046780031","0.11062735046780031","0.13993270576120564","0.13993270576120564","0.13993270576120564","0.20275246459472848","0.20275246459472848","0.20275246459472848","0.1949266562986489","0.1949266562986489","0.1949266562986489","0.22939167330703375","0.22939167330703375","0.22939167330703375","0.25122656523851034","0.25122656523851034","0.25122656523851034","0.3195613136791027","0.3195613136791027","0.3195613136791027"
"127","0.18694380554536888","0.18694380554536888","0.18694380554536888","0.07022545299476977","0.07022545299476977","0.07022545299476977","0.17126723824389412","0.17126723824389412","0.17126723824389412","0.09926753969778773","0.09926753969778773","0.09926753969778773","0.14490978234800267","0.14490978234800267","0.14490978234800267","0.208911489429354","0.208911489429354","0.208911489429354","0.21823654387118588","0.21823654387118588","0.21823654387118588","0.24952850151744282","0.24952850151744282","0.24952850151744282","0.23467194145367526","0.23467194145367526","0.23467194145367526","0.33603199030464215","0.33603199030464215","0.33603199030464215"
"128","0.17214714687837002","0.17214714687837002","0.17214714687837002","0.0673689823837047","0.0673689823837047","0.0673689823837047","0.1841331759024919","0.1841331759024919","0.1841331759024919","0.12529844503882767","0.12529844503882767","0.12529844503882767","0.12499107121875","0.12499107121875","0.12499107121875","0.22154852980652234","0.22154852980652234","0.22154852980652234","0.24470121372223727","0.24470121372223727","0.24470121372223727","0.23721383325487794","0.23721383325487794","0.23721383325487794","0.22698776460446035","0.22698776460446035","0.22698776460446035","0.29110464529455254","0.29110464529455254","0.29110464529455254"
"129","0.19947774636593116","0.19947774636593116","0.19947774636593116","0.079789129574202","0.079789129574202","0.079789129574202","0.1917507592207833","0.1917507592207833","0.1917507592207833","0.09664040968479735","0.09664040968479735","0.09664040968479735","0.135843839629358","0.135843839629358","0.135843839629358","0.17273412969606125","0.17273412969606125","0.17273412969606125","0.2413694833389854","0.2413694833389854","0.2413694833389854","0.2158893438709903","0.2158893438709903","0.2158893438709903","0.2388181455274632","0.2388181455274632","0.2388181455274632","0.31065878819970466","0.31065878819970466","0.31065878819970466"
"130","0.17034002890523717","0.17034002890523717","0.17034002890523717","0.08469512972958976","0.08469512972958976","0.08469512972958976","0.20992299910524656","0.20992299910524656","0.20992299910524656","0.0870123486367422","0.0870123486367422","0.0870123486367422","0.11237625688610459","0.11237625688610459","0.11237625688610459","0.18270008009183883","0.18270008009183883","0.18270008009183883","0.24502052396006083","0.24502052396006083","0.24502052396006083","0.21836972663145315","0.21836972663145315","0.21836972663145315","0.17496565104219697","0.17496565104219697","0.17496565104219697","0.3186818571502569","0.3186818571502569","0.3186818571502569"
"131","0.16503724973268752","0.16503724973268752","0.16503724973268752","0.09250855306379348","0.09250855306379348","0.09250855306379348","0.19987657020153593","0.19987657020153593","0.19987657020153593","0.1337842170877312","0.1337842170877312","0.1337842170877312","0.155863987668571","0.155863987668571","0.155863987668571","0.26513626184451417","0.26513626184451417","0.26513626184451417","0.239229944412464","0.239229944412464","0.239229944412464","0.21858339916438263","0.21858339916438263","0.21858339916438263","0.20928008833376166","0.20928008833376166","0.20928008833376166","0.29704113286634815","0.29704113286634815","0.29704113286634815"
"132","0.1727864041205408","0.1727864041205408","0.1727864041205408","0.12714477635317545","0.12714477635317545","0.12714477635317545","0.20765689605511387","0.20765689605511387","0.20765689605511387","0.13143086035420976","0.13143086035420976","0.13143086035420976","0.15860449634080373","0.15860449634080373","0.15860449634080373","0.24590969805832352","0.24590969805832352","0.24590969805832352","0.23731826118210367","0.23731826118210367","0.23731826118210367","0.24369987318962144","0.24369987318962144","0.24369987318962144","0.265938714032309","0.265938714032309","0.265938714032309","0.24604299873204413","0.24604299873204413","0.24604299873204413"
"133","0.19924189392300226","0.19924189392300226","0.19924189392300226","0.08687871574685921","0.08687871574685921","0.08687871574685921","0.22323596709377558","0.22323596709377558","0.22323596709377558","0.099012791348928","0.099012791348928","0.099012791348928","0.19169409857053854","0.19169409857053854","0.19169409857053854","0.2334028646913507","0.2334028646913507","0.2334028646913507","0.265139488287649","0.265139488287649","0.265139488287649","0.22330266422663553","0.22330266422663553","0.22330266422663553","0.25240799649670065","0.25240799649670065","0.25240799649670065","0.33950471392929776","0.33950471392929776","0.33950471392929776"
"134","0.20036899867042934","0.20036899867042934","0.20036899867042934","0.1925068412094586","0.1925068412094586","0.1925068412094586","0.2571591028256058","0.2571591028256058","0.2571591028256058","0.09162471547802017","0.09162471547802017","0.09162471547802017","0.17587271847228753","0.17587271847228753","0.17587271847228753","0.23046554856936619","0.23046554856936619","0.23046554856936619","0.2918280707371473","0.2918280707371473","0.2918280707371473","0.20743258516747243","0.20743258516747243","0.20743258516747243","0.22925197643211437","0.22925197643211437","0.22925197643211437","0.30987029283135353","0.30987029283135353","0.30987029283135353"
"135","0.14388547553610748","0.14388547553610748","0.14388547553610748","0.12690405623680648","0.12690405623680648","0.12690405623680648","0.23935438110058938","0.23935438110058938","0.23935438110058938","0.1591324436148946","0.1591324436148946","0.1591324436148946","0.14887513768881708","0.14887513768881708","0.14887513768881708","0.2271873797521394","0.2271873797521394","0.2271873797521394","0.22144706797895913","0.22144706797895913","0.22144706797895913","0.16430914938648794","0.16430914938648794","0.16430914938648794","0.2741853637980028","0.2741853637980028","0.2741853637980028","0.28061408353082956","0.28061408353082956","0.28061408353082956"
"136","0.16058633797886","0.16058633797886","0.16058633797886","0.12703276960138696","0.12703276960138696","0.12703276960138696","0.21485576421536473","0.21485576421536473","0.21485576421536473","0.15114250577458258","0.15114250577458258","0.15114250577458258","0.16528014700781335","0.16528014700781335","0.16528014700781335","0.23309397687974115","0.23309397687974115","0.23309397687974115","0.21075117283845","0.21075117283845","0.21075117283845","0.17930042265190044","0.17930042265190044","0.17930042265190044","0.27597430290037195","0.27597430290037195","0.27597430290037195","0.2933508544387763","0.2933508544387763","0.2933508544387763"
"137","0.22240975820194908","0.22240975820194908","0.22240975820194908","0.1314380750271394","0.1314380750271394","0.1314380750271394","0.27148519346784444","0.27148519346784444","0.27148519346784444","0.14942412333843122","0.14942412333843122","0.14942412333843122","0.16482153205043396","0.16482153205043396","0.16482153205043396","0.1800759420743326","0.1800759420743326","0.1800759420743326","0.2203159767141844","0.2203159767141844","0.2203159767141844","0.23312679312587659","0.23312679312587659","0.23312679312587659","0.2850790306200012","0.2850790306200012","0.2850790306200012","0.32948585197303154","0.32948585197303154","0.32948585197303154"
"138","0.18860810273931428","0.18860810273931428","0.18860810273931428","0.14663630359886443","0.14663630359886443","0.14663630359886443","0.22539223567068212","0.22539223567068212","0.22539223567068212","0.10983927163665681","0.10983927163665681","0.10983927163665681","0.14855139673470444","0.14855139673470444","0.14855139673470444","0.2259920767582972","0.2259920767582972","0.2259920767582972","0.22163929882346114","0.22163929882346114","0.22163929882346114","0.24750371814954025","0.24750371814954025","0.24750371814954025","0.27918977354118","0.27918977354118","0.27918977354118","0.33217718450716754","0.33217718450716754","0.33217718450716754"
"139","0.141469916043871","0.141469916043871","0.141469916043871","0.1461856851644674","0.1461856851644674","0.1461856851644674","0.1838792878593386","0.1838792878593386","0.1838792878593386","0.13384053011587577","0.13384053011587577","0.13384053011587577","0.1645658765650843","0.1645658765650843","0.1645658765650843","0.23476229356663175","0.23476229356663175","0.23476229356663175","0.21757179669454896","0.21757179669454896","0.21757179669454896","0.22736320529117776","0.22736320529117776","0.22736320529117776","0.27140845070353437","0.27140845070353437","0.27140845070353437","0.2961511736887231","0.2961511736887231","0.2961511736887231"
"140","0.13862393409911278","0.13862393409911278","0.13862393409911278","0.09132869096326653","0.09132869096326653","0.09132869096326653","0.17889964005538989","0.17889964005538989","0.17889964005538989","0.12584749419961588","0.12584749419961588","0.12584749419961588","0.1749703067439154","0.1749703067439154","0.1749703067439154","0.20778629619098707","0.20778629619098707","0.20778629619098707","0.26685194365940457","0.26685194365940457","0.26685194365940457","0.22155648873332842","0.22155648873332842","0.22155648873332842","0.25234586958016797","0.25234586958016797","0.25234586958016797","0.28860015960435914","0.28860015960435914","0.28860015960435914"
"141","0.1445647937938134","0.1445647937938134","0.1445647937938134","0.0977486024810799","0.0977486024810799","0.0977486024810799","0.2376141702267282","0.2376141702267282","0.2376141702267282","0.15943947037056766","0.15943947037056766","0.15943947037056766","0.21399959092369658","0.21399959092369658","0.21399959092369658","0.21029631795234288","0.21029631795234288","0.21029631795234288","0.24349796741542853","0.24349796741542853","0.24349796741542853","0.21158212450116115","0.21158212450116115","0.21158212450116115","0.2685993225465518","0.2685993225465518","0.2685993225465518","0.30376835659525386","0.30376835659525386","0.30376835659525386"
"142","0.16069355572635224","0.16069355572635224","0.16069355572635224","0.09843333206316986","0.09843333206316986","0.09843333206316986","0.2200045264271706","0.2200045264271706","0.2200045264271706","0.1350102119712464","0.1350102119712464","0.1350102119712464","0.1806565526453999","0.1806565526453999","0.1806565526453999","0.2125157914825933","0.2125157914825933","0.2125157914825933","0.20769058273099195","0.20769058273099195","0.20769058273099195","0.21857111008166744","0.21857111008166744","0.21857111008166744","0.21594515217286883","0.21594515217286883","0.21594515217286883","0.2975835496757785","0.2975835496757785","0.2975835496757785"
"143","0.2158160381194294","0.2158160381194294","0.2158160381194294","0.10495899304822012","0.10495899304822012","0.10495899304822012","0.22941706498217793","0.22941706498217793","0.22941706498217793","0.07737340571662286","0.07737340571662286","0.07737340571662286","0.1809185312020541","0.1809185312020541","0.1809185312020541","0.21083218295640865","0.21083218295640865","0.21083218295640865","0.2640075340944227","0.2640075340944227","0.2640075340944227","0.2059908962151331","0.2059908962151331","0.2059908962151331","0.23117893478795185","0.23117893478795185","0.23117893478795185","0.25887439486402014","0.25887439486402014","0.25887439486402014"
"144","0.15608616434904451","0.15608616434904451","0.15608616434904451","0.11311643721971686","0.11311643721971686","0.11311643721971686","0.20514851863109362","0.20514851863109362","0.20514851863109362","0.11489175967879126","0.11489175967879126","0.11489175967879126","0.16404625969568393","0.16404625969568393","0.16404625969568393","0.20789480848068603","0.20789480848068603","0.20789480848068603","0.27771397418920396","0.27771397418920396","0.27771397418920396","0.19542701759452208","0.19542701759452208","0.19542701759452208","0.2699555915046633","0.2699555915046633","0.2699555915046633","0.29096401786693127","0.29096401786693127","0.29096401786693127"
"145","0.1340456987833925","0.1340456987833925","0.1340456987833925","0.12761921829482678","0.12761921829482678","0.12761921829482678","0.20311676457172465","0.20311676457172465","0.20311676457172465","0.14870664946945628","0.14870664946945628","0.14870664946945628","0.17686132395662138","0.17686132395662138","0.17686132395662138","0.23197211187744793","0.23197211187744793","0.23197211187744793","0.274060342487875","0.274060342487875","0.274060342487875","0.21232760924821392","0.21232760924821392","0.21232760924821392","0.2299624322627631","0.2299624322627631","0.2299624322627631","0.3498049722304466","0.3498049722304466","0.3498049722304466"
"146","0.1642548424724526","0.1642548424724526","0.1642548424724526","0.10346752338194662","0.10346752338194662","0.10346752338194662","0.21548924025886085","0.21548924025886085","0.21548924025886085","0.12556514048594208","0.12556514048594208","0.12556514048594208","0.16891355728180274","0.16891355728180274","0.16891355728180274","0.23216014960689343","0.23216014960689343","0.23216014960689343","0.2572258049837411","0.2572258049837411","0.2572258049837411","0.18955341216866967","0.18955341216866967","0.18955341216866967","0.2448739236784261","0.2448739236784261","0.2448739236784261","0.3645830128729694","0.3645830128729694","0.3645830128729694"
"147","0.17879052486402938","0.17879052486402938","0.17879052486402938","0.15999078848779347","0.15999078848779347","0.15999078848779347","0.18455351245244273","0.18455351245244273","0.18455351245244273","0.13565020487585713","0.13565020487585713","0.13565020487585713","0.15922576321946688","0.15922576321946688","0.15922576321946688","0.2622261672047886","0.2622261672047886","0.2622261672047886","0.26740465168452554","0.26740465168452554","0.26740465168452554","0.2444231731248664","0.2444231731248664","0.2444231731248664","0.22941586129198355","0.22941586129198355","0.22941586129198355","0.3618089659988609","0.3618089659988609","0.3618089659988609"
"148","0.1292161678698738","0.1292161678698738","0.1292161678698738","0.13694673845108069","0.13694673845108069","0.13694673845108069","0.2460026349583253","0.2460026349583253","0.2460026349583253","0.10686311944512325","0.10686311944512325","0.10686311944512325","0.15688435665810674","0.15688435665810674","0.15688435665810674","0.23493489091535386","0.23493489091535386","0.23493489091535386","0.26383661182854545","0.26383661182854545","0.26383661182854545","0.21733273056511312","0.21733273056511312","0.21733273056511312","0.21605055874980608","0.21605055874980608","0.21605055874980608","0.365909978825142","0.365909978825142","0.365909978825142"
"149","0.12514270085002893","0.12514270085002893","0.12514270085002893","0.13937735078237673","0.13937735078237673","0.13937735078237673","0.24251988314259804","0.24251988314259804","0.24251988314259804","0.14603586075716482","0.14603586075716482","0.14603586075716482","0.15944282426833578","0.15944282426833578","0.15944282426833578","0.21604354086642222","0.21604354086642222","0.21604354086642222","0.22170449082971042","0.22170449082971042","0.22170449082971042","0.23692754663992635","0.23692754663992635","0.23692754663992635","0.23200470908183612","0.23200470908183612","0.23200470908183612","0.39996889281571024","0.39996889281571024","0.39996889281571024"
"150","0.1522804097799496","0.1522804097799496","0.1522804097799496","0.10064608045858908","0.10064608045858908","0.10064608045858908","0.25381219040140784","0.25381219040140784","0.25381219040140784","0.16966736294085313","0.16966736294085313","0.16966736294085313","0.13750133946806847","0.13750133946806847","0.13750133946806847","0.2149084019636758","0.2149084019636758","0.2149084019636758","0.249060288529809","0.249060288529809","0.249060288529809","0.21431340878156463","0.21431340878156463","0.21431340878156463","0.216320558565664","0.216320558565664","0.216320558565664","0.3841607452770506","0.3841607452770506","0.3841607452770506"
"151","0.18830473878805293","0.18830473878805293","0.18830473878805293","0.12456627433612202","0.12456627433612202","0.12456627433612202","0.25862917979636546","0.25862917979636546","0.25862917979636546","0.14490362065638746","0.14490362065638746","0.14490362065638746","0.1498527096306425","0.1498527096306425","0.1498527096306425","0.23348728546737524","0.23348728546737524","0.23348728546737524","0.2538045523008299","0.2538045523008299","0.2538045523008299","0.25207168987158823","0.25207168987158823","0.25207168987158823","0.22344707200184513","0.22344707200184513","0.22344707200184513","0.37631297269976416","0.37631297269976416","0.37631297269976416"
