"Step","_n_S_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5","_n_S_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MIN","_n_S_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MAX","_n_X_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5","_n_X_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MIN","_n_X_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MAX","_n_L_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5","_n_L_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MIN","_n_L_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MAX","_n_N_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5","_n_N_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MIN","_n_N_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MAX","_n_M_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5","_n_M_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MIN","_n_M_512_e500_b16_lr0.01_1 (512) - metrics/mAP_0.5__MAX","_n_X_1024_e500_b8_lr0.01_1 (1024) - metrics/mAP_0.5","_n_X_1024_e500_b8_lr0.01_1 (1024) - metrics/mAP_0.5__MIN","_n_X_1024_e500_b8_lr0.01_1 (1024) - metrics/mAP_0.5__MAX","_n_L_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5","_n_L_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MIN","_n_L_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MAX","_n_S_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5","_n_S_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MIN","_n_S_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MAX","_n_M_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5","_n_M_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MIN","_n_M_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MAX","_n_N_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5","_n_N_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MIN","_n_N_1024_e500_b16_lr0.01_1 (1024) - metrics/mAP_0.5__MAX"
"230","0.3929497278935754","0.3929497278935754","0.3929497278935754","0.17814312017388412","0.17814312017388412","0.17814312017388412","0.403389374654328","0.403389374654328","0.403389374654328","0.3191258013565056","0.3191258013565056","0.3191258013565056","0.42028025820415976","0.42028025820415976","0.42028025820415976","0.3712977556550909","0.3712977556550909","0.3712977556550909","0.4000653606838424","0.4000653606838424","0.4000653606838424","0.4199618056316128","0.4199618056316128","0.4199618056316128","0.45226725589516525","0.45226725589516525","0.45226725589516525","0.46189892890628237","0.46189892890628237","0.46189892890628237"
"231","0.3953440341160248","0.3953440341160248","0.3953440341160248","0.17455066373613945","0.17455066373613945","0.17455066373613945","0.40969440736558466","0.40969440736558466","0.40969440736558466","0.32277584866104864","0.32277584866104864","0.32277584866104864","0.4227102749727924","0.4227102749727924","0.4227102749727924","0.37933803542129857","0.37933803542129857","0.37933803542129857","0.39614837621716226","0.39614837621716226","0.39614837621716226","0.4105484299392451","0.4105484299392451","0.4105484299392451","0.44911950621344154","0.44911950621344154","0.44911950621344154","0.46193442250846123","0.46193442250846123","0.46193442250846123"
"232","0.39470052423277835","0.39470052423277835","0.39470052423277835","0.17409665800457344","0.17409665800457344","0.17409665800457344","0.4070864798054226","0.4070864798054226","0.4070864798054226","0.3270549288277227","0.3270549288277227","0.3270549288277227","0.42477579609611","0.42477579609611","0.42477579609611","0.3763893096641829","0.3763893096641829","0.3763893096641829","0.3826128957948211","0.3826128957948211","0.3826128957948211","0.40908930997784404","0.40908930997784404","0.40908930997784404","0.45552785268137524","0.45552785268137524","0.45552785268137524","0.4562794464631357","0.4562794464631357","0.4562794464631357"
"233","0.3915120552017728","0.3915120552017728","0.3915120552017728","0.17292948584972828","0.17292948584972828","0.17292948584972828","0.4110805397783124","0.4110805397783124","0.4110805397783124","0.32969348295819556","0.32969348295819556","0.32969348295819556","0.42675066259814115","0.42675066259814115","0.42675066259814115","0.3766535215057816","0.3766535215057816","0.3766535215057816","0.3694278831371874","0.3694278831371874","0.3694278831371874","0.4072691033529511","0.4072691033529511","0.4072691033529511","0.45867242233612665","0.45867242233612665","0.45867242233612665","0.4526855939666192","0.4526855939666192","0.4526855939666192"
"234","0.3942118617697249","0.3942118617697249","0.3942118617697249","0.17623808944968047","0.17623808944968047","0.17623808944968047","0.41386498368524527","0.41386498368524527","0.41386498368524527","0.3293075218436158","0.3293075218436158","0.3293075218436158","0.426859894873962","0.426859894873962","0.426859894873962","0.3833145413435108","0.3833145413435108","0.3833145413435108","0.370111889149759","0.370111889149759","0.370111889149759","0.4043663758655143","0.4043663758655143","0.4043663758655143","0.46051572514221584","0.46051572514221584","0.46051572514221584","0.4470749795646983","0.4470749795646983","0.4470749795646983"
"235","0.38859883635955295","0.38859883635955295","0.38859883635955295","0.1807865670966535","0.1807865670966535","0.1807865670966535","0.41475039524171964","0.41475039524171964","0.41475039524171964","0.33332554570496087","0.33332554570496087","0.33332554570496087","0.43306923663353647","0.43306923663353647","0.43306923663353647","0.3855904652379999","0.3855904652379999","0.3855904652379999","0.370824006404199","0.370824006404199","0.370824006404199","0.3981590188754328","0.3981590188754328","0.3981590188754328","0.46492204824616656","0.46492204824616656","0.46492204824616656","0.45043815307992796","0.45043815307992796","0.45043815307992796"
"236","0.3940685440581234","0.3940685440581234","0.3940685440581234","0.19052748067287137","0.19052748067287137","0.19052748067287137","0.42025409500500327","0.42025409500500327","0.42025409500500327","0.333888155545706","0.333888155545706","0.333888155545706","0.43091620491267696","0.43091620491267696","0.43091620491267696","0.3845336992485909","0.3845336992485909","0.3845336992485909","0.379146465368069","0.379146465368069","0.379146465368069","0.4031116527638841","0.4031116527638841","0.4031116527638841","0.4628636389427978","0.4628636389427978","0.4628636389427978","0.4586114495477432","0.4586114495477432","0.4586114495477432"
"237","0.3912950083026186","0.3912950083026186","0.3912950083026186","0.19186984319733225","0.19186984319733225","0.19186984319733225","0.4232888617692458","0.4232888617692458","0.4232888617692458","0.3340834540211983","0.3340834540211983","0.3340834540211983","0.43103242321368995","0.43103242321368995","0.43103242321368995","0.38697234545115133","0.38697234545115133","0.38697234545115133","0.3913722862440725","0.3913722862440725","0.3913722862440725","0.40497408154258707","0.40497408154258707","0.40497408154258707","0.46034521731804107","0.46034521731804107","0.46034521731804107","0.4565534477923997","0.4565534477923997","0.4565534477923997"
"238","0.3956004927184128","0.3956004927184128","0.3956004927184128","0.19216422483015072","0.19216422483015072","0.19216422483015072","0.42340814185554043","0.42340814185554043","0.42340814185554043","0.3343931005581939","0.3343931005581939","0.3343931005581939","0.4294912222827545","0.4294912222827545","0.4294912222827545","0.3890334810544284","0.3890334810544284","0.3890334810544284","0.39478594786847304","0.39478594786847304","0.39478594786847304","0.4074275418655903","0.4074275418655903","0.4074275418655903","0.458067176953747","0.458067176953747","0.458067176953747","0.4579946322355557","0.4579946322355557","0.4579946322355557"
"239","0.392164094467706","0.392164094467706","0.392164094467706","0.19346346292643543","0.19346346292643543","0.19346346292643543","0.4259435783059669","0.4259435783059669","0.4259435783059669","0.3343318255317779","0.3343318255317779","0.3343318255317779","0.4290455432717649","0.4290455432717649","0.4290455432717649","0.38600779860948375","0.38600779860948375","0.38600779860948375","0.3924727676797203","0.3924727676797203","0.3924727676797203","0.41189407193690347","0.41189407193690347","0.41189407193690347","0.45734833216603954","0.45734833216603954","0.45734833216603954","0.4588562699434957","0.4588562699434957","0.4588562699434957"
"240","0.39041807432039144","0.39041807432039144","0.39041807432039144","0.19360469646733247","0.19360469646733247","0.19360469646733247","0.4229320918372626","0.4229320918372626","0.4229320918372626","0.33369277489494176","0.33369277489494176","0.33369277489494176","0.42149976233468417","0.42149976233468417","0.42149976233468417","0.39465196339450975","0.39465196339450975","0.39465196339450975","0.3965449897175647","0.3965449897175647","0.3965449897175647","0.41884088658473806","0.41884088658473806","0.41884088658473806","0.4565134078500256","0.4565134078500256","0.4565134078500256","0.4605408426881177","0.4605408426881177","0.4605408426881177"
"241","0.3914347228533969","0.3914347228533969","0.3914347228533969","0.19339374951731014","0.19339374951731014","0.19339374951731014","0.4225645468641029","0.4225645468641029","0.4225645468641029","0.33468610869466664","0.33468610869466664","0.33468610869466664","0.4244153464609242","0.4244153464609242","0.4244153464609242","0.39797730271231047","0.39797730271231047","0.39797730271231047","0.41283377503739915","0.41283377503739915","0.41283377503739915","0.41981118978142706","0.41981118978142706","0.41981118978142706","0.4577016403041194","0.4577016403041194","0.4577016403041194","0.4527204942462489","0.4527204942462489","0.4527204942462489"
"242","0.3928547583621467","0.3928547583621467","0.3928547583621467","0.19562432957657344","0.19562432957657344","0.19562432957657344","0.4191191556513807","0.4191191556513807","0.4191191556513807","0.3363256705352969","0.3363256705352969","0.3363256705352969","0.41696677201316124","0.41696677201316124","0.41696677201316124","0.39855461534062553","0.39855461534062553","0.39855461534062553","0.4168066830408711","0.4168066830408711","0.4168066830408711","0.42074437185023483","0.42074437185023483","0.42074437185023483","0.45599474970117887","0.45599474970117887","0.45599474970117887","0.45465697549357675","0.45465697549357675","0.45465697549357675"
"243","0.3894066165469314","0.3894066165469314","0.3894066165469314","0.19725139092572133","0.19725139092572133","0.19725139092572133","0.4230701706449279","0.4230701706449279","0.4230701706449279","0.33679579808041554","0.33679579808041554","0.33679579808041554","0.4176952191929661","0.4176952191929661","0.4176952191929661","0.4062071159936539","0.4062071159936539","0.4062071159936539","0.4230482007314696","0.4230482007314696","0.4230482007314696","0.4223280269584054","0.4223280269584054","0.4223280269584054","0.4564213558675646","0.4564213558675646","0.4564213558675646","0.4584670673475729","0.4584670673475729","0.4584670673475729"
"244","0.39747167090757735","0.39747167090757735","0.39747167090757735","0.1890878788984641","0.1890878788984641","0.1890878788984641","0.4229842401205492","0.4229842401205492","0.4229842401205492","0.3361226609268783","0.3361226609268783","0.3361226609268783","0.4165796085359643","0.4165796085359643","0.4165796085359643","0.4077610142369935","0.4077610142369935","0.4077610142369935","0.42822055863882774","0.42822055863882774","0.42822055863882774","0.4219792089462916","0.4219792089462916","0.4219792089462916","0.4541311317500103","0.4541311317500103","0.4541311317500103","0.46167338061181806","0.46167338061181806","0.46167338061181806"
"245","0.40052146236634845","0.40052146236634845","0.40052146236634845","0.192701026100045","0.192701026100045","0.192701026100045","0.4256736743162116","0.4256736743162116","0.4256736743162116","0.3366550471720774","0.3366550471720774","0.3366550471720774","0.4162493077036957","0.4162493077036957","0.4162493077036957","0.4032807420944209","0.4032807420944209","0.4032807420944209","0.43243275816388604","0.43243275816388604","0.43243275816388604","0.42562256029411744","0.42562256029411744","0.42562256029411744","0.45216152459459447","0.45216152459459447","0.45216152459459447","0.45485366474086614","0.45485366474086614","0.45485366474086614"
"246","0.40226464915142585","0.40226464915142585","0.40226464915142585","0.19401492981707824","0.19401492981707824","0.19401492981707824","0.4350114948059239","0.4350114948059239","0.4350114948059239","0.33818927064408083","0.33818927064408083","0.33818927064408083","0.41666723726957194","0.41666723726957194","0.41666723726957194","0.4140845230469529","0.4140845230469529","0.4140845230469529","0.4336955654480725","0.4336955654480725","0.4336955654480725","0.4279787899642939","0.4279787899642939","0.4279787899642939","0.459901771269666","0.459901771269666","0.459901771269666","0.45682321941214543","0.45682321941214543","0.45682321941214543"
"247","0.41058299947384685","0.41058299947384685","0.41058299947384685","0.19338320875595819","0.19338320875595819","0.19338320875595819","0.4318960502756658","0.4318960502756658","0.4318960502756658","0.340085286744953","0.340085286744953","0.340085286744953","0.42285197788033","0.42285197788033","0.42285197788033","0.416333810425994","0.416333810425994","0.416333810425994","0.4365609283003597","0.4365609283003597","0.4365609283003597","0.42933225331696506","0.42933225331696506","0.42933225331696506","0.4571776180471989","0.4571776180471989","0.4571776180471989","0.452364074624977","0.452364074624977","0.452364074624977"
"248","0.4129837499036497","0.4129837499036497","0.4129837499036497","0.19481356685606863","0.19481356685606863","0.19481356685606863","0.43100476226064366","0.43100476226064366","0.43100476226064366","0.34179654289562794","0.34179654289562794","0.34179654289562794","0.42156469809325253","0.42156469809325253","0.42156469809325253","0.4179183410755248","0.4179183410755248","0.4179183410755248","0.4485058178416363","0.4485058178416363","0.4485058178416363","0.430570394129744","0.430570394129744","0.430570394129744","0.4594434841912162","0.4594434841912162","0.4594434841912162","0.45497106668384935","0.45497106668384935","0.45497106668384935"
"249","0.4107300877180775","0.4107300877180775","0.4107300877180775","0.19640574025289684","0.19640574025289684","0.19640574025289684","0.4380923328452253","0.4380923328452253","0.4380923328452253","0.33900338764165794","0.33900338764165794","0.33900338764165794","0.4214046373182428","0.4214046373182428","0.4214046373182428","0.42566428515915944","0.42566428515915944","0.42566428515915944","0.4473938267277832","0.4473938267277832","0.4473938267277832","0.43020430727929077","0.43020430727929077","0.43020430727929077","0.4597588233194818","0.4597588233194818","0.4597588233194818","0.4515936465675855","0.4515936465675855","0.4515936465675855"
"250","0.40610113917867197","0.40610113917867197","0.40610113917867197","0.1992461195288672","0.1992461195288672","0.1992461195288672","0.4389628364236968","0.4389628364236968","0.4389628364236968","0.342584302764371","0.342584302764371","0.342584302764371","0.42654904333310917","0.42654904333310917","0.42654904333310917","0.4263938575091505","0.4263938575091505","0.4263938575091505","0.4447565231778819","0.4447565231778819","0.4447565231778819","0.4285248659636646","0.4285248659636646","0.4285248659636646","0.46504535485968784","0.46504535485968784","0.46504535485968784","0.4531654762763779","0.4531654762763779","0.4531654762763779"
"251","0.4054246946583443","0.4054246946583443","0.4054246946583443","0.20497696868518522","0.20497696868518522","0.20497696868518522","0.43730258311797804","0.43730258311797804","0.43730258311797804","0.34455274428661575","0.34455274428661575","0.34455274428661575","0.4274644903668584","0.4274644903668584","0.4274644903668584","0.4275314639497564","0.4275314639497564","0.4275314639497564","0.44947193910896965","0.44947193910896965","0.44947193910896965","0.4284507759823807","0.4284507759823807","0.4284507759823807","0.4681098417651984","0.4681098417651984","0.4681098417651984","0.4561605197190759","0.4561605197190759","0.4561605197190759"
"252","0.4092176680676344","0.4092176680676344","0.4092176680676344","0.21091291849514127","0.21091291849514127","0.21091291849514127","0.4386509352950405","0.4386509352950405","0.4386509352950405","0.3457992386744879","0.3457992386744879","0.3457992386744879","0.4292560066335553","0.4292560066335553","0.4292560066335553","0.4314111666247528","0.4314111666247528","0.4314111666247528","0.4438001462453619","0.4438001462453619","0.4438001462453619","0.433162994983577","0.433162994983577","0.433162994983577","0.468741726236144","0.468741726236144","0.468741726236144","0.4556246568553038","0.4556246568553038","0.4556246568553038"
"253","0.406521654982005","0.406521654982005","0.406521654982005","0.2099879030109502","0.2099879030109502","0.2099879030109502","0.441254328927","0.441254328927","0.441254328927","0.3456243391287972","0.3456243391287972","0.3456243391287972","0.42801549053258386","0.42801549053258386","0.42801549053258386","0.43221800839309743","0.43221800839309743","0.43221800839309743","0.446626275805284","0.446626275805284","0.446626275805284","0.4384470350014299","0.4384470350014299","0.4384470350014299","0.47381532093176826","0.47381532093176826","0.47381532093176826","0.4567719545443126","0.4567719545443126","0.4567719545443126"
"254","0.40629243443676766","0.40629243443676766","0.40629243443676766","0.21655350916269445","0.21655350916269445","0.21655350916269445","0.44147886342063525","0.44147886342063525","0.44147886342063525","0.3405498201117","0.3405498201117","0.3405498201117","0.4294944569158368","0.4294944569158368","0.4294944569158368","0.43235408436300427","0.43235408436300427","0.43235408436300427","0.44958627876336893","0.44958627876336893","0.44958627876336893","0.4397584989951844","0.4397584989951844","0.4397584989951844","0.47881737823056164","0.47881737823056164","0.47881737823056164","0.4567245736677844","0.4567245736677844","0.4567245736677844"
"255","0.40335655344936405","0.40335655344936405","0.40335655344936405","0.2204953428957402","0.2204953428957402","0.2204953428957402","0.44149077383413465","0.44149077383413465","0.44149077383413465","0.3425048784601118","0.3425048784601118","0.3425048784601118","0.4305189634303164","0.4305189634303164","0.4305189634303164","0.4352382805344807","0.4352382805344807","0.4352382805344807","0.44998579585372106","0.44998579585372106","0.44998579585372106","0.44094572847084784","0.44094572847084784","0.44094572847084784","0.47672470034403563","0.47672470034403563","0.47672470034403563","0.4597635608367255","0.4597635608367255","0.4597635608367255"
"256","0.399274895405043","0.399274895405043","0.399274895405043","0.22215683412364476","0.22215683412364476","0.22215683412364476","0.43870146755688627","0.43870146755688627","0.43870146755688627","0.3421433898414095","0.3421433898414095","0.3421433898414095","0.42550034736310316","0.42550034736310316","0.42550034736310316","0.4347169706258899","0.4347169706258899","0.4347169706258899","0.45086388534220506","0.45086388534220506","0.45086388534220506","0.4450167586179187","0.4450167586179187","0.4450167586179187","0.47371660328677256","0.47371660328677256","0.47371660328677256","0.45353040230480096","0.45353040230480096","0.45353040230480096"
"257","0.4007300568302615","0.4007300568302615","0.4007300568302615","0.2261985787426587","0.2261985787426587","0.2261985787426587","0.43818221251203415","0.43818221251203415","0.43818221251203415","0.34187943933461806","0.34187943933461806","0.34187943933461806","0.4260457226890012","0.4260457226890012","0.4260457226890012","0.435382747778569","0.435382747778569","0.435382747778569","0.45263494404608845","0.45263494404608845","0.45263494404608845","0.44261630009376995","0.44261630009376995","0.44261630009376995","0.47414621046973715","0.47414621046973715","0.47414621046973715","0.4586652915003626","0.4586652915003626","0.4586652915003626"
"258","0.40165019825572595","0.40165019825572595","0.40165019825572595","0.22829293043814408","0.22829293043814408","0.22829293043814408","0.4380758230094025","0.4380758230094025","0.4380758230094025","0.3431486163866604","0.3431486163866604","0.3431486163866604","0.4325986801732376","0.4325986801732376","0.4325986801732376","0.4375342911076938","0.4375342911076938","0.4375342911076938","0.45605781808706763","0.45605781808706763","0.45605781808706763","0.4424266092879402","0.4424266092879402","0.4424266092879402","0.47485130469666553","0.47485130469666553","0.47485130469666553","0.46403602947952327","0.46403602947952327","0.46403602947952327"
"259","0.39915647504357077","0.39915647504357077","0.39915647504357077","0.23258649819033955","0.23258649819033955","0.23258649819033955","0.43665751560266985","0.43665751560266985","0.43665751560266985","0.3448979253526784","0.3448979253526784","0.3448979253526784","0.4345910321924964","0.4345910321924964","0.4345910321924964","0.43903995768798704","0.43903995768798704","0.43903995768798704","0.4553291800813811","0.4553291800813811","0.4553291800813811","0.44515286876543714","0.44515286876543714","0.44515286876543714","0.478429248695457","0.478429248695457","0.478429248695457","0.45724940627531635","0.45724940627531635","0.45724940627531635"
"260","0.39993990301464616","0.39993990301464616","0.39993990301464616","0.23488118298268157","0.23488118298268157","0.23488118298268157","0.43742375052389804","0.43742375052389804","0.43742375052389804","0.34526178130492124","0.34526178130492124","0.34526178130492124","0.42830936896204413","0.42830936896204413","0.42830936896204413","0.43812074612317986","0.43812074612317986","0.43812074612317986","0.45573880164878194","0.45573880164878194","0.45573880164878194","0.4364571716471509","0.4364571716471509","0.4364571716471509","0.4763805757535591","0.4763805757535591","0.4763805757535591","0.45726108540175503","0.45726108540175503","0.45726108540175503"
"261","0.3996770365964058","0.3996770365964058","0.3996770365964058","0.2363659578700359","0.2363659578700359","0.2363659578700359","0.4393231925304186","0.4393231925304186","0.4393231925304186","0.3448685871102784","0.3448685871102784","0.3448685871102784","0.4307801665436591","0.4307801665436591","0.4307801665436591","0.4379061290238652","0.4379061290238652","0.4379061290238652","0.4563352662859249","0.4563352662859249","0.4563352662859249","0.433618964433702","0.433618964433702","0.433618964433702","0.4718478614733763","0.4718478614733763","0.4718478614733763","0.462806287012697","0.462806287012697","0.462806287012697"
"262","0.4006364260138777","0.4006364260138777","0.4006364260138777","0.23244528832101846","0.23244528832101846","0.23244528832101846","0.440214947155625","0.440214947155625","0.440214947155625","0.34833259696859326","0.34833259696859326","0.34833259696859326","0.42707083059799766","0.42707083059799766","0.42707083059799766","0.4384189819649359","0.4384189819649359","0.4384189819649359","0.4571421944573515","0.4571421944573515","0.4571421944573515","0.43144721382733064","0.43144721382733064","0.43144721382733064","0.47377776939543575","0.47377776939543575","0.47377776939543575","0.46418998101626247","0.46418998101626247","0.46418998101626247"
"263","0.40448051458885714","0.40448051458885714","0.40448051458885714","0.2335071734637519","0.2335071734637519","0.2335071734637519","0.4392923577089226","0.4392923577089226","0.4392923577089226","0.3482126104114177","0.3482126104114177","0.3482126104114177","0.4301455252554044","0.4301455252554044","0.4301455252554044","0.4438078177331106","0.4438078177331106","0.4438078177331106","0.45632323778515294","0.45632323778515294","0.45632323778515294","0.43112348878164686","0.43112348878164686","0.43112348878164686","0.47146409472419476","0.47146409472419476","0.47146409472419476","0.46221978842761935","0.46221978842761935","0.46221978842761935"
"264","0.4025655893764081","0.4025655893764081","0.4025655893764081","0.23144929950713253","0.23144929950713253","0.23144929950713253","0.43878757369409305","0.43878757369409305","0.43878757369409305","0.3485172882879653","0.3485172882879653","0.3485172882879653","0.4294300130778911","0.4294300130778911","0.4294300130778911","0.4454136297718323","0.4454136297718323","0.4454136297718323","0.4573043534067244","0.4573043534067244","0.4573043534067244","0.4362065180959253","0.4362065180959253","0.4362065180959253","0.47242997671853115","0.47242997671853115","0.47242997671853115","0.4610810833746373","0.4610810833746373","0.4610810833746373"
"265","0.4047093737535501","0.4047093737535501","0.4047093737535501","0.23200762545541823","0.23200762545541823","0.23200762545541823","0.4384465696221581","0.4384465696221581","0.4384465696221581","0.35047675762623787","0.35047675762623787","0.35047675762623787","0.43115394361706605","0.43115394361706605","0.43115394361706605","0.4471688158240223","0.4471688158240223","0.4471688158240223","0.45824256378556466","0.45824256378556466","0.45824256378556466","0.43827203811639126","0.43827203811639126","0.43827203811639126","0.473195410802127","0.473195410802127","0.473195410802127","0.4607870988238555","0.4607870988238555","0.4607870988238555"
"266","0.4075669881974813","0.4075669881974813","0.4075669881974813","0.2324333802480499","0.2324333802480499","0.2324333802480499","0.4377545908307348","0.4377545908307348","0.4377545908307348","0.35143351888255303","0.35143351888255303","0.35143351888255303","0.4340980026067113","0.4340980026067113","0.4340980026067113","0.4495643088141301","0.4495643088141301","0.4495643088141301","0.463049135235442","0.463049135235442","0.463049135235442","0.4391989666096725","0.4391989666096725","0.4391989666096725","0.47557173904075045","0.47557173904075045","0.47557173904075045","0.4603364634964725","0.4603364634964725","0.4603364634964725"
"267","0.4084207953191982","0.4084207953191982","0.4084207953191982","0.23318264731545976","0.23318264731545976","0.23318264731545976","0.4321367833502512","0.4321367833502512","0.4321367833502512","0.35457300272280207","0.35457300272280207","0.35457300272280207","0.42898950859706425","0.42898950859706425","0.42898950859706425","0.45058911925106204","0.45058911925106204","0.45058911925106204","0.46326297285339113","0.46326297285339113","0.46326297285339113","0.4366432587728525","0.4366432587728525","0.4366432587728525","0.4761164057991756","0.4761164057991756","0.4761164057991756","0.4575971404834399","0.4575971404834399","0.4575971404834399"
"268","0.40622759294011584","0.40622759294011584","0.40622759294011584","0.23393750079422385","0.23393750079422385","0.23393750079422385","0.43124981380092886","0.43124981380092886","0.43124981380092886","0.354544213736281","0.354544213736281","0.354544213736281","0.4297955782260516","0.4297955782260516","0.4297955782260516","0.4507439428451395","0.4507439428451395","0.4507439428451395","0.46099111251709457","0.46099111251709457","0.46099111251709457","0.44068046069388167","0.44068046069388167","0.44068046069388167","0.4790854216374683","0.4790854216374683","0.4790854216374683","0.45745539026114157","0.45745539026114157","0.45745539026114157"
"269","0.4070394636102489","0.4070394636102489","0.4070394636102489","0.23207327751013387","0.23207327751013387","0.23207327751013387","0.4309891497803311","0.4309891497803311","0.4309891497803311","0.3535791700043227","0.3535791700043227","0.3535791700043227","0.4310314976363917","0.4310314976363917","0.4310314976363917","0.44915129141613896","0.44915129141613896","0.44915129141613896","0.46209634010354544","0.46209634010354544","0.46209634010354544","0.4428297362223611","0.4428297362223611","0.4428297362223611","0.4776224004879068","0.4776224004879068","0.4776224004879068","0.45743583731110793","0.45743583731110793","0.45743583731110793"
"270","0.4080433842393988","0.4080433842393988","0.4080433842393988","0.2301202952572957","0.2301202952572957","0.2301202952572957","0.4312407248377094","0.4312407248377094","0.4312407248377094","0.3570809801664178","0.3570809801664178","0.3570809801664178","0.43125800489952687","0.43125800489952687","0.43125800489952687","0.4485601072292935","0.4485601072292935","0.4485601072292935","0.4625776723727874","0.4625776723727874","0.4625776723727874","0.44791643028991757","0.44791643028991757","0.44791643028991757","0.46888083179249396","0.46888083179249396","0.46888083179249396","0.4520449652601184","0.4520449652601184","0.4520449652601184"
"271","0.4125983727270319","0.4125983727270319","0.4125983727270319","0.23187464801096233","0.23187464801096233","0.23187464801096233","0.4312127047988119","0.4312127047988119","0.4312127047988119","0.359397015277693","0.359397015277693","0.359397015277693","0.4437869472020227","0.4437869472020227","0.4437869472020227","0.44957276181976946","0.44957276181976946","0.44957276181976946","0.46304726724550405","0.46304726724550405","0.46304726724550405","0.4478903503423469","0.4478903503423469","0.4478903503423469","0.46905697285127257","0.46905697285127257","0.46905697285127257","0.45316535617361586","0.45316535617361586","0.45316535617361586"
"272","0.413407079090271","0.413407079090271","0.413407079090271","0.23317485381815628","0.23317485381815628","0.23317485381815628","0.43355660084510017","0.43355660084510017","0.43355660084510017","0.3601019658604392","0.3601019658604392","0.3601019658604392","0.4444060278681682","0.4444060278681682","0.4444060278681682","0.4451308564948886","0.4451308564948886","0.4451308564948886","0.46400199215037263","0.46400199215037263","0.46400199215037263","0.4475994641236891","0.4475994641236891","0.4475994641236891","0.47081540626852414","0.47081540626852414","0.47081540626852414","0.45548568316150007","0.45548568316150007","0.45548568316150007"
"273","0.4145051477272531","0.4145051477272531","0.4145051477272531","0.2366311159977494","0.2366311159977494","0.2366311159977494","0.4361859408095565","0.4361859408095565","0.4361859408095565","0.36116993779863726","0.36116993779863726","0.36116993779863726","0.4413824554848574","0.4413824554848574","0.4413824554848574","0.4434307539592508","0.4434307539592508","0.4434307539592508","0.46564584167759376","0.46564584167759376","0.46564584167759376","0.44638452021507163","0.44638452021507163","0.44638452021507163","0.4735056501931416","0.4735056501931416","0.4735056501931416","0.4547345985850634","0.4547345985850634","0.4547345985850634"
"274","0.4149714363938306","0.4149714363938306","0.4149714363938306","0.24081986884461193","0.24081986884461193","0.24081986884461193","0.43592520440724003","0.43592520440724003","0.43592520440724003","0.3593837536057262","0.3593837536057262","0.3593837536057262","0.4404007198825362","0.4404007198825362","0.4404007198825362","0.441624126480179","0.441624126480179","0.441624126480179","0.46306086330711776","0.46306086330711776","0.46306086330711776","0.4480051515406779","0.4480051515406779","0.4480051515406779","0.477553468750175","0.477553468750175","0.477553468750175","0.4580541149130112","0.4580541149130112","0.4580541149130112"
"275","0.4164780850812472","0.4164780850812472","0.4164780850812472","0.23967906231110422","0.23967906231110422","0.23967906231110422","0.4347953492359987","0.4347953492359987","0.4347953492359987","0.35948625854287497","0.35948625854287497","0.35948625854287497","0.44054468727651375","0.44054468727651375","0.44054468727651375","0.4426649890491895","0.4426649890491895","0.4426649890491895","0.4626249982609949","0.4626249982609949","0.4626249982609949","0.44915638786235434","0.44915638786235434","0.44915638786235434","0.47820239766561606","0.47820239766561606","0.47820239766561606","0.4594415105799245","0.4594415105799245","0.4594415105799245"
"276","0.4181864547679562","0.4181864547679562","0.4181864547679562","0.23754667942965396","0.23754667942965396","0.23754667942965396","0.44253416779636007","0.44253416779636007","0.44253416779636007","0.3598042402088875","0.3598042402088875","0.3598042402088875","0.44049958141749473","0.44049958141749473","0.44049958141749473","0.44316943317307234","0.44316943317307234","0.44316943317307234","0.46405730142957935","0.46405730142957935","0.46405730142957935","0.45161877552754504","0.45161877552754504","0.45161877552754504","0.4798860566081217","0.4798860566081217","0.4798860566081217","0.4604403814886189","0.4604403814886189","0.4604403814886189"
