"Step","_m_M_512_e500_b16_lr0.01_standardized_3 - metrics/mAP_0.5","_m_M_512_e500_b16_lr0.01_standardized_3 - metrics/mAP_0.5__MIN","_m_M_512_e500_b16_lr0.01_standardized_3 - metrics/mAP_0.5__MAX","_m_M_512_e500_b16_lr0.01_standardized_2 - metrics/mAP_0.5","_m_M_512_e500_b16_lr0.01_standardized_2 - metrics/mAP_0.5__MIN","_m_M_512_e500_b16_lr0.01_standardized_2 - metrics/mAP_0.5__MAX","_m_M_512_e500_b16_lr0.01_2 - metrics/mAP_0.5","_m_M_512_e500_b16_lr0.01_2 - metrics/mAP_0.5__MIN","_m_M_512_e500_b16_lr0.01_2 - metrics/mAP_0.5__MAX","_m_M_512_e500_b16_lr0.01_3 - metrics/mAP_0.5","_m_M_512_e500_b16_lr0.01_3 - metrics/mAP_0.5__MIN","_m_M_512_e500_b16_lr0.01_3 - metrics/mAP_0.5__MAX","_m_M_512_e500_b16_lr0.01_standardized_1 - metrics/mAP_0.5","_m_M_512_e500_b16_lr0.01_standardized_1 - metrics/mAP_0.5__MIN","_m_M_512_e500_b16_lr0.01_standardized_1 - metrics/mAP_0.5__MAX","_m_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5","_m_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5__MIN","_m_M_512_e500_b16_lr0.01_1 - metrics/mAP_0.5__MAX"
"123","0.17188638178664783","0.17188638178664783","0.17188638178664783","0.21619373868229746","0.21619373868229746","0.21619373868229746","0.2110599333798387","0.2110599333798387","0.2110599333798387","0.16012883363495894","0.16012883363495894","0.16012883363495894","0.17826374390552804","0.17826374390552804","0.17826374390552804","0.18494627314456719","0.18494627314456719","0.18494627314456719"
"124","0.1536197450578406","0.1536197450578406","0.1536197450578406","0.2112501541889849","0.2112501541889849","0.2112501541889849","0.21879184135890334","0.21879184135890334","0.21879184135890334","0.15614052736186396","0.15614052736186396","0.15614052736186396","0.17840769595056086","0.17840769595056086","0.17840769595056086","0.20951291598279123","0.20951291598279123","0.20951291598279123"
"125","0.18156038869600685","0.18156038869600685","0.18156038869600685","0.2137389965638342","0.2137389965638342","0.2137389965638342","0.16590160182297584","0.16590160182297584","0.16590160182297584","0.16838773123966558","0.16838773123966558","0.16838773123966558","0.1641582019548632","0.1641582019548632","0.1641582019548632","0.20619962213639362","0.20619962213639362","0.20619962213639362"
"126","0.2017434862544822","0.2017434862544822","0.2017434862544822","0.18351664555276603","0.18351664555276603","0.18351664555276603","0.19918816715882","0.19918816715882","0.19918816715882","0.21509775262479108","0.21509775262479108","0.21509775262479108","0.16526683865202013","0.16526683865202013","0.16526683865202013","0.22578561798770094","0.22578561798770094","0.22578561798770094"
"127","0.22207438963349607","0.22207438963349607","0.22207438963349607","0.13889672027121494","0.13889672027121494","0.13889672027121494","0.2125656099311032","0.2125656099311032","0.2125656099311032","0.19411535468819935","0.19411535468819935","0.19411535468819935","0.1548399033736524","0.1548399033736524","0.1548399033736524","0.16204521845924882","0.16204521845924882","0.16204521845924882"
"128","0.22143163479809175","0.22143163479809175","0.22143163479809175","0.16478824483686602","0.16478824483686602","0.16478824483686602","0.23673872364949097","0.23673872364949097","0.23673872364949097","0.22738321756556834","0.22738321756556834","0.22738321756556834","0.14018170233989258","0.14018170233989258","0.14018170233989258","0.19514956067062303","0.19514956067062303","0.19514956067062303"
"129","0.2360249492905655","0.2360249492905655","0.2360249492905655","0.18393581106010837","0.18393581106010837","0.18393581106010837","0.20154474380099577","0.20154474380099577","0.20154474380099577","0.23075116115637095","0.23075116115637095","0.23075116115637095","0.1820500173672154","0.1820500173672154","0.1820500173672154","0.20070042434045726","0.20070042434045726","0.20070042434045726"
"130","0.18411286780954483","0.18411286780954483","0.18411286780954483","0.18369549227802365","0.18369549227802365","0.18369549227802365","0.2138733982044257","0.2138733982044257","0.2138733982044257","0.1968688818724892","0.1968688818724892","0.1968688818724892","0.1892253026844418","0.1892253026844418","0.1892253026844418","0.17812205135841414","0.17812205135841414","0.17812205135841414"
"131","0.22580547942839263","0.22580547942839263","0.22580547942839263","0.19256732871880353","0.19256732871880353","0.19256732871880353","0.266754170664424","0.266754170664424","0.266754170664424","0.22382911802632913","0.22382911802632913","0.22382911802632913","0.14549596499791378","0.14549596499791378","0.14549596499791378","0.1657358089823886","0.1657358089823886","0.1657358089823886"
"132","0.24448498575076216","0.24448498575076216","0.24448498575076216","0.1990614370075658","0.1990614370075658","0.1990614370075658","0.3075547574949517","0.3075547574949517","0.3075547574949517","0.2729502090194885","0.2729502090194885","0.2729502090194885","0.19461737585790975","0.19461737585790975","0.19461737585790975","0.22181303712373385","0.22181303712373385","0.22181303712373385"
"133","0.21815922323402287","0.21815922323402287","0.21815922323402287","0.21529550828252977","0.21529550828252977","0.21529550828252977","0.23460516413915408","0.23460516413915408","0.23460516413915408","0.2570936418507188","0.2570936418507188","0.2570936418507188","0.21059806224764063","0.21059806224764063","0.21059806224764063","0.22272911885345248","0.22272911885345248","0.22272911885345248"
"134","0.2100247455549134","0.2100247455549134","0.2100247455549134","0.1887557446849053","0.1887557446849053","0.1887557446849053","0.22124648609821485","0.22124648609821485","0.22124648609821485","0.2342870832576044","0.2342870832576044","0.2342870832576044","0.16394358850943105","0.16394358850943105","0.16394358850943105","0.1748359034044048","0.1748359034044048","0.1748359034044048"
"135","0.2086819005771614","0.2086819005771614","0.2086819005771614","0.17844259986428285","0.17844259986428285","0.17844259986428285","0.20373331216650198","0.20373331216650198","0.20373331216650198","0.18344029831753383","0.18344029831753383","0.18344029831753383","0.19510991833901387","0.19510991833901387","0.19510991833901387","0.18571321334750818","0.18571321334750818","0.18571321334750818"
"136","0.1926890246357344","0.1926890246357344","0.1926890246357344","0.17631245559338848","0.17631245559338848","0.17631245559338848","0.19229236752601958","0.19229236752601958","0.19229236752601958","0.1802770232415719","0.1802770232415719","0.1802770232415719","0.19192381715128265","0.19192381715128265","0.19192381715128265","0.17341386463617575","0.17341386463617575","0.17341386463617575"
"137","0.20636708815540994","0.20636708815540994","0.20636708815540994","0.17055622718382296","0.17055622718382296","0.17055622718382296","0.16753516920602346","0.16753516920602346","0.16753516920602346","0.19207682722698358","0.19207682722698358","0.19207682722698358","0.17915621069922172","0.17915621069922172","0.17915621069922172","0.16015033076762697","0.16015033076762697","0.16015033076762697"
"138","0.23699418900114222","0.23699418900114222","0.23699418900114222","0.1883746711825093","0.1883746711825093","0.1883746711825093","0.19672521082636735","0.19672521082636735","0.19672521082636735","0.24524855613836022","0.24524855613836022","0.24524855613836022","0.19501596399170645","0.19501596399170645","0.19501596399170645","0.17811101102020677","0.17811101102020677","0.17811101102020677"
"139","0.25908610600930565","0.25908610600930565","0.25908610600930565","0.22554334922335117","0.22554334922335117","0.22554334922335117","0.2360358414498253","0.2360358414498253","0.2360358414498253","0.21762857641185637","0.21762857641185637","0.21762857641185637","0.1854170984067672","0.1854170984067672","0.1854170984067672","0.166440931945373","0.166440931945373","0.166440931945373"
"140","0.1913772528323045","0.1913772528323045","0.1913772528323045","0.1587041885148515","0.1587041885148515","0.1587041885148515","0.22539747259377432","0.22539747259377432","0.22539747259377432","0.2138262060314574","0.2138262060314574","0.2138262060314574","0.21308743846621309","0.21308743846621309","0.21308743846621309","0.1802125228024522","0.1802125228024522","0.1802125228024522"
"141","0.17950356860009206","0.17950356860009206","0.17950356860009206","0.17981174995627552","0.17981174995627552","0.17981174995627552","0.18466608010256752","0.18466608010256752","0.18466608010256752","0.17519778067704275","0.17519778067704275","0.17519778067704275","0.2024383889816947","0.2024383889816947","0.2024383889816947","0.15892761622267831","0.15892761622267831","0.15892761622267831"
"142","0.20064518001876674","0.20064518001876674","0.20064518001876674","0.20092651076073165","0.20092651076073165","0.20092651076073165","0.20567835828374592","0.20567835828374592","0.20567835828374592","0.18734700676887725","0.18734700676887725","0.18734700676887725","0.1872204058967809","0.1872204058967809","0.1872204058967809","0.13918192170556146","0.13918192170556146","0.13918192170556146"
"143","0.22734349631959894","0.22734349631959894","0.22734349631959894","0.2035659893214121","0.2035659893214121","0.2035659893214121","0.21522193841713927","0.21522193841713927","0.21522193841713927","0.24444215977136172","0.24444215977136172","0.24444215977136172","0.23359146679678244","0.23359146679678244","0.23359146679678244","0.17311315079539547","0.17311315079539547","0.17311315079539547"
"144","0.22056194950599767","0.22056194950599767","0.22056194950599767","0.16122021441156897","0.16122021441156897","0.16122021441156897","0.21114696305541036","0.21114696305541036","0.21114696305541036","0.1942218307760841","0.1942218307760841","0.1942218307760841","0.20145516680663725","0.20145516680663725","0.20145516680663725","0.17888805941526437","0.17888805941526437","0.17888805941526437"
"145","0.20761346431332917","0.20761346431332917","0.20761346431332917","0.16959165077062124","0.16959165077062124","0.16959165077062124","0.20279597257075027","0.20279597257075027","0.20279597257075027","0.2343218326281668","0.2343218326281668","0.2343218326281668","0.19859745107056853","0.19859745107056853","0.19859745107056853","0.16491791412731774","0.16491791412731774","0.16491791412731774"
"146","0.21909485476484442","0.21909485476484442","0.21909485476484442","0.20275437331664162","0.20275437331664162","0.20275437331664162","0.22699412418513587","0.22699412418513587","0.22699412418513587","0.24204541632684207","0.24204541632684207","0.24204541632684207","0.21485381686551538","0.21485381686551538","0.21485381686551538","0.1901921109562844","0.1901921109562844","0.1901921109562844"
"147","0.19706638084765607","0.19706638084765607","0.19706638084765607","0.19136397224044116","0.19136397224044116","0.19136397224044116","0.19604527072941233","0.19604527072941233","0.19604527072941233","0.211816548447266","0.211816548447266","0.211816548447266","0.1819277600522713","0.1819277600522713","0.1819277600522713","0.1643922183980286","0.1643922183980286","0.1643922183980286"
"148","0.21678837155960068","0.21678837155960068","0.21678837155960068","0.20442257216614704","0.20442257216614704","0.20442257216614704","0.2568442427292371","0.2568442427292371","0.2568442427292371","0.20146734581314715","0.20146734581314715","0.20146734581314715","0.19300022125562838","0.19300022125562838","0.19300022125562838","0.1684325203656398","0.1684325203656398","0.1684325203656398"
"149","0.22915773617166119","0.22915773617166119","0.22915773617166119","0.20194854015649824","0.20194854015649824","0.20194854015649824","0.20874956831993643","0.20874956831993643","0.20874956831993643","0.21113021573622529","0.21113021573622529","0.21113021573622529","0.1991064621766909","0.1991064621766909","0.1991064621766909","0.19525348137191248","0.19525348137191248","0.19525348137191248"
"150","0.28267691850440974","0.28267691850440974","0.28267691850440974","0.25622882950240106","0.25622882950240106","0.25622882950240106","0.27388415012452894","0.27388415012452894","0.27388415012452894","0.2464110101318147","0.2464110101318147","0.2464110101318147","0.22950187641743597","0.22950187641743597","0.22950187641743597","0.2380897937862929","0.2380897937862929","0.2380897937862929"
"151","0.24553856149294628","0.24553856149294628","0.24553856149294628","0.26239672720468643","0.26239672720468643","0.26239672720468643","0.26461503052738683","0.26461503052738683","0.26461503052738683","0.2371610603376202","0.2371610603376202","0.2371610603376202","0.201348432328812","0.201348432328812","0.201348432328812","0.21628286779574962","0.21628286779574962","0.21628286779574962"
"152","0.21163259501056267","0.21163259501056267","0.21163259501056267","0.22084102853876705","0.22084102853876705","0.22084102853876705","0.24813477184788535","0.24813477184788535","0.24813477184788535","0.24486062640000328","0.24486062640000328","0.24486062640000328","0.20116644993259186","0.20116644993259186","0.20116644993259186","0.22026216001441767","0.22026216001441767","0.22026216001441767"
"153","0.282286154444701","0.282286154444701","0.282286154444701","0.21064936304294973","0.21064936304294973","0.21064936304294973","0.24516262293308327","0.24516262293308327","0.24516262293308327","0.23881366571640297","0.23881366571640297","0.23881366571640297","0.20297909283916565","0.20297909283916565","0.20297909283916565","0.204605824272278","0.204605824272278","0.204605824272278"
"154","0.21741558376853948","0.21741558376853948","0.21741558376853948","0.22682945644887903","0.22682945644887903","0.22682945644887903","0.2760761152782243","0.2760761152782243","0.2760761152782243","0.26712848359016794","0.26712848359016794","0.26712848359016794","0.2356405351525148","0.2356405351525148","0.2356405351525148","0.23831155903329493","0.23831155903329493","0.23831155903329493"
"155","0.2017231856860469","0.2017231856860469","0.2017231856860469","0.20980925860603833","0.20980925860603833","0.20980925860603833","0.22010171393074715","0.22010171393074715","0.22010171393074715","0.29042427565199136","0.29042427565199136","0.29042427565199136","0.20708555691042851","0.20708555691042851","0.20708555691042851","0.23412830592556289","0.23412830592556289","0.23412830592556289"
"156","0.20759060453248093","0.20759060453248093","0.20759060453248093","0.22395930916036835","0.22395930916036835","0.22395930916036835","0.2588204178264966","0.2588204178264966","0.2588204178264966","0.3253441920067211","0.3253441920067211","0.3253441920067211","0.20537641053673292","0.20537641053673292","0.20537641053673292","0.2333913502927254","0.2333913502927254","0.2333913502927254"
"157","0.22349557111083063","0.22349557111083063","0.22349557111083063","0.21788510398797595","0.21788510398797595","0.21788510398797595","0.2388580534742598","0.2388580534742598","0.2388580534742598","0.32723668650567933","0.32723668650567933","0.32723668650567933","0.21655837127709618","0.21655837127709618","0.21655837127709618","0.22952005091600547","0.22952005091600547","0.22952005091600547"
"158","0.2593759706404444","0.2593759706404444","0.2593759706404444","0.21345048646898782","0.21345048646898782","0.21345048646898782","0.26507725839194746","0.26507725839194746","0.26507725839194746","0.34534308165527206","0.34534308165527206","0.34534308165527206","0.23717589376013118","0.23717589376013118","0.23717589376013118","0.26643192448665365","0.26643192448665365","0.26643192448665365"
"159","0.2600064981122347","0.2600064981122347","0.2600064981122347","0.19510627649015175","0.19510627649015175","0.19510627649015175","0.2636996335925964","0.2636996335925964","0.2636996335925964","0.3876940075393793","0.3876940075393793","0.3876940075393793","0.22150181119238915","0.22150181119238915","0.22150181119238915","0.22276672428152708","0.22276672428152708","0.22276672428152708"
"160","0.2905175377962835","0.2905175377962835","0.2905175377962835","0.21535404194356544","0.21535404194356544","0.21535404194356544","0.2881097427340957","0.2881097427340957","0.2881097427340957","0.3795632345700505","0.3795632345700505","0.3795632345700505","0.24736222320902554","0.24736222320902554","0.24736222320902554","0.2521504360561113","0.2521504360561113","0.2521504360561113"
"161","0.23821811694570932","0.23821811694570932","0.23821811694570932","0.21839933391557786","0.21839933391557786","0.21839933391557786","0.24195481927242724","0.24195481927242724","0.24195481927242724","0.36455087727769825","0.36455087727769825","0.36455087727769825","0.21484406535225253","0.21484406535225253","0.21484406535225253","0.2388771173302938","0.2388771173302938","0.2388771173302938"
"162","0.22633787551968892","0.22633787551968892","0.22633787551968892","0.2207771905413121","0.2207771905413121","0.2207771905413121","0.2413853014526329","0.2413853014526329","0.2413853014526329","0.3484374443298045","0.3484374443298045","0.3484374443298045","0.2287692906644324","0.2287692906644324","0.2287692906644324","0.24550037467234723","0.24550037467234723","0.24550037467234723"
"163","0.24041423102578235","0.24041423102578235","0.24041423102578235","0.2350166789361309","0.2350166789361309","0.2350166789361309","0.2362741501370495","0.2362741501370495","0.2362741501370495","0.3741228870727069","0.3741228870727069","0.3741228870727069","0.22282666008815621","0.22282666008815621","0.22282666008815621","0.24040447401357234","0.24040447401357234","0.24040447401357234"
"164","0.2754671680679698","0.2754671680679698","0.2754671680679698","0.2378916597662099","0.2378916597662099","0.2378916597662099","0.22858813039831427","0.22858813039831427","0.22858813039831427","0.3615712536547855","0.3615712536547855","0.3615712536547855","0.22464543146282528","0.22464543146282528","0.22464543146282528","0.24574446539627254","0.24574446539627254","0.24574446539627254"
"165","0.2692800153729245","0.2692800153729245","0.2692800153729245","0.25668777598520054","0.25668777598520054","0.25668777598520054","0.25677440298105453","0.25677440298105453","0.25677440298105453","0.36843730860149576","0.36843730860149576","0.36843730860149576","0.24203682021448203","0.24203682021448203","0.24203682021448203","0.25055850621391074","0.25055850621391074","0.25055850621391074"
"166","0.2692466139957999","0.2692466139957999","0.2692466139957999","0.2626130244460657","0.2626130244460657","0.2626130244460657","0.26646122830468055","0.26646122830468055","0.26646122830468055","0.3851665205963992","0.3851665205963992","0.3851665205963992","0.2126133683855235","0.2126133683855235","0.2126133683855235","0.2247498887723109","0.2247498887723109","0.2247498887723109"
"167","0.2448213440719038","0.2448213440719038","0.2448213440719038","0.22950880481518787","0.22950880481518787","0.22950880481518787","0.25801745771633816","0.25801745771633816","0.25801745771633816","0.3781584250990332","0.3781584250990332","0.3781584250990332","0.2260232234590786","0.2260232234590786","0.2260232234590786","0.20765882618267834","0.20765882618267834","0.20765882618267834"
"168","0.2486596893934036","0.2486596893934036","0.2486596893934036","0.21812326646841265","0.21812326646841265","0.21812326646841265","0.29604290503646463","0.29604290503646463","0.29604290503646463","0.3820782380484142","0.3820782380484142","0.3820782380484142","0.23724011208575535","0.23724011208575535","0.23724011208575535","0.25748236431202076","0.25748236431202076","0.25748236431202076"
"169","0.21647453915810194","0.21647453915810194","0.21647453915810194","0.21785535680068419","0.21785535680068419","0.21785535680068419","0.26238969957007713","0.26238969957007713","0.26238969957007713","0.3742948455850315","0.3742948455850315","0.3742948455850315","0.2337619713122237","0.2337619713122237","0.2337619713122237","0.29032474944883446","0.29032474944883446","0.29032474944883446"
"170","0.20666895648684155","0.20666895648684155","0.20666895648684155","0.1967883118578231","0.1967883118578231","0.1967883118578231","0.25658563403880896","0.25658563403880896","0.25658563403880896","0.38552656951469444","0.38552656951469444","0.38552656951469444","0.20376739834945756","0.20376739834945756","0.20376739834945756","0.31616146800115863","0.31616146800115863","0.31616146800115863"
"171","0.20706805286911134","0.20706805286911134","0.20706805286911134","0.21617819615865191","0.21617819615865191","0.21617819615865191","0.30184384813170984","0.30184384813170984","0.30184384813170984","0.40169033550088046","0.40169033550088046","0.40169033550088046","0.22507448785121115","0.22507448785121115","0.22507448785121115","0.3451913845700998","0.3451913845700998","0.3451913845700998"
"172","0.23667854394648252","0.23667854394648252","0.23667854394648252","0.21113869872693036","0.21113869872693036","0.21113869872693036","0.34033765021255113","0.34033765021255113","0.34033765021255113","0.4105713808514157","0.4105713808514157","0.4105713808514157","0.21487672923341922","0.21487672923341922","0.21487672923341922","0.35657436583687957","0.35657436583687957","0.35657436583687957"
"173","0.23860506508089702","0.23860506508089702","0.23860506508089702","0.2021437967571465","0.2021437967571465","0.2021437967571465","0.3864775764851809","0.3864775764851809","0.3864775764851809","0.4058776549654407","0.4058776549654407","0.4058776549654407","0.23463578501474747","0.23463578501474747","0.23463578501474747","0.3586115582614062","0.3586115582614062","0.3586115582614062"
"174","0.2405564862938328","0.2405564862938328","0.2405564862938328","0.1901525900832079","0.1901525900832079","0.1901525900832079","0.3814835928287271","0.3814835928287271","0.3814835928287271","0.40136476629167345","0.40136476629167345","0.40136476629167345","0.2350715360336581","0.2350715360336581","0.2350715360336581","0.3865844472088488","0.3865844472088488","0.3865844472088488"
"175","0.27289661567781903","0.27289661567781903","0.27289661567781903","0.2086161972583766","0.2086161972583766","0.2086161972583766","0.3982725885011661","0.3982725885011661","0.3982725885011661","0.4024718978166346","0.4024718978166346","0.4024718978166346","0.2152340103783913","0.2152340103783913","0.2152340103783913","0.3728358412796711","0.3728358412796711","0.3728358412796711"
"176","0.2808594119510655","0.2808594119510655","0.2808594119510655","0.20224355645693087","0.20224355645693087","0.20224355645693087","0.4091597417792927","0.4091597417792927","0.4091597417792927","0.3836346384115321","0.3836346384115321","0.3836346384115321","0.20376617782437334","0.20376617782437334","0.20376617782437334","0.3526011205928238","0.3526011205928238","0.3526011205928238"
"177","0.32032279673729713","0.32032279673729713","0.32032279673729713","0.23472021807090165","0.23472021807090165","0.23472021807090165","0.4148363171783882","0.4148363171783882","0.4148363171783882","0.3939748235868481","0.3939748235868481","0.3939748235868481","0.23109384500744368","0.23109384500744368","0.23109384500744368","0.35717123379923743","0.35717123379923743","0.35717123379923743"
"178","0.3293031331248249","0.3293031331248249","0.3293031331248249","0.23900958518109508","0.23900958518109508","0.23900958518109508","0.38256709172525366","0.38256709172525366","0.38256709172525366","0.3956093175753813","0.3956093175753813","0.3956093175753813","0.23563073616354713","0.23563073616354713","0.23563073616354713","0.3044015402029459","0.3044015402029459","0.3044015402029459"
"179","0.334959808233365","0.334959808233365","0.334959808233365","0.2178755868939402","0.2178755868939402","0.2178755868939402","0.38140751396120876","0.38140751396120876","0.38140751396120876","0.39105372578271347","0.39105372578271347","0.39105372578271347","0.2177635349899239","0.2177635349899239","0.2177635349899239","0.29551436706220835","0.29551436706220835","0.29551436706220835"
"180","0.35944379530439324","0.35944379530439324","0.35944379530439324","0.23235788789874523","0.23235788789874523","0.23235788789874523","0.40006679111902876","0.40006679111902876","0.40006679111902876","0.401066972945362","0.401066972945362","0.401066972945362","0.23272450135409495","0.23272450135409495","0.23272450135409495","0.29834422416646744","0.29834422416646744","0.29834422416646744"
"181","0.378157567935123","0.378157567935123","0.378157567935123","0.2464145058181227","0.2464145058181227","0.2464145058181227","0.40895521631033893","0.40895521631033893","0.40895521631033893","0.41479459765994153","0.41479459765994153","0.41479459765994153","0.23499961354302137","0.23499961354302137","0.23499961354302137","0.3357400394699193","0.3357400394699193","0.3357400394699193"
"182","0.39137075087933465","0.39137075087933465","0.39137075087933465","0.24356476649772646","0.24356476649772646","0.24356476649772646","0.42370893715121194","0.42370893715121194","0.42370893715121194","0.41820562183354737","0.41820562183354737","0.41820562183354737","0.22676307897614936","0.22676307897614936","0.22676307897614936","0.36137266110568456","0.36137266110568456","0.36137266110568456"
"183","0.40134129442697325","0.40134129442697325","0.40134129442697325","0.22890645238927254","0.22890645238927254","0.22890645238927254","0.430431771399736","0.430431771399736","0.430431771399736","0.43064525516048385","0.43064525516048385","0.43064525516048385","0.22859981071468208","0.22859981071468208","0.22859981071468208","0.36884617189049645","0.36884617189049645","0.36884617189049645"
"184","0.4319612351145592","0.4319612351145592","0.4319612351145592","0.22738924886206593","0.22738924886206593","0.22738924886206593","0.4324185536059894","0.4324185536059894","0.4324185536059894","0.43489507398573407","0.43489507398573407","0.43489507398573407","0.23048646969971226","0.23048646969971226","0.23048646969971226","0.3809702241739985","0.3809702241739985","0.3809702241739985"
"185","0.4342657778551403","0.4342657778551403","0.4342657778551403","0.2255891184366568","0.2255891184366568","0.2255891184366568","0.43333807634861016","0.43333807634861016","0.43333807634861016","0.4317518995955313","0.4317518995955313","0.4317518995955313","0.23536318930615796","0.23536318930615796","0.23536318930615796","0.3795455743426711","0.3795455743426711","0.3795455743426711"
"186","0.4242018398851203","0.4242018398851203","0.4242018398851203","0.21392149814991546","0.21392149814991546","0.21392149814991546","0.4424438456586152","0.4424438456586152","0.4424438456586152","0.4298739356679331","0.4298739356679331","0.4298739356679331","0.23816682606812162","0.23816682606812162","0.23816682606812162","0.39339734741175814","0.39339734741175814","0.39339734741175814"
"187","0.4380607255407504","0.4380607255407504","0.4380607255407504","0.20309707876210323","0.20309707876210323","0.20309707876210323","0.4383578722523932","0.4383578722523932","0.4383578722523932","0.4297610714900105","0.4297610714900105","0.4297610714900105","0.21348682118303075","0.21348682118303075","0.21348682118303075","0.3972082492082246","0.3972082492082246","0.3972082492082246"
"188","0.4372907229110325","0.4372907229110325","0.4372907229110325","0.19806931313533538","0.19806931313533538","0.19806931313533538","0.4289332723810996","0.4289332723810996","0.4289332723810996","0.43189163993288293","0.43189163993288293","0.43189163993288293","0.21094778405878678","0.21094778405878678","0.21094778405878678","0.40445661781687675","0.40445661781687675","0.40445661781687675"
"189","0.4380332741776332","0.4380332741776332","0.4380332741776332","0.20795312628551768","0.20795312628551768","0.20795312628551768","0.43021339472471853","0.43021339472471853","0.43021339472471853","0.44038404332320374","0.44038404332320374","0.44038404332320374","0.22673717542837063","0.22673717542837063","0.22673717542837063","0.3993320061256","0.3993320061256","0.3993320061256"
"190","0.4294929996145792","0.4294929996145792","0.4294929996145792","0.2522769687411138","0.2522769687411138","0.2522769687411138","0.43917426041593866","0.43917426041593866","0.43917426041593866","0.43749485848857184","0.43749485848857184","0.43749485848857184","0.22078449692363553","0.22078449692363553","0.22078449692363553","0.40378937573342794","0.40378937573342794","0.40378937573342794"
"191","0.4284611418450253","0.4284611418450253","0.4284611418450253","0.30945339112518155","0.30945339112518155","0.30945339112518155","0.4376748578968299","0.4376748578968299","0.4376748578968299","0.4407486343883685","0.4407486343883685","0.4407486343883685","0.2316264183467631","0.2316264183467631","0.2316264183467631","0.41245922469072305","0.41245922469072305","0.41245922469072305"
"192","0.4200391656551599","0.4200391656551599","0.4200391656551599","0.3403500694482766","0.3403500694482766","0.3403500694482766","0.43533006547890074","0.43533006547890074","0.43533006547890074","0.4386089014098949","0.4386089014098949","0.4386089014098949","0.22592623099940673","0.22592623099940673","0.22592623099940673","0.41661424422071","0.41661424422071","0.41661424422071"
"193","0.4266865555562611","0.4266865555562611","0.4266865555562611","0.3099312283058963","0.3099312283058963","0.3099312283058963","0.43385225417358503","0.43385225417358503","0.43385225417358503","0.4235693528027828","0.4235693528027828","0.4235693528027828","0.21610755397009326","0.21610755397009326","0.21610755397009326","0.41438251848325725","0.41438251848325725","0.41438251848325725"
"194","0.42865262083091393","0.42865262083091393","0.42865262083091393","0.3028485742741093","0.3028485742741093","0.3028485742741093","0.4277563265560732","0.4277563265560732","0.4277563265560732","0.41565314661696307","0.41565314661696307","0.41565314661696307","0.21585164516499047","0.21585164516499047","0.21585164516499047","0.4161773036425576","0.4161773036425576","0.4161773036425576"
"195","0.4244683413410085","0.4244683413410085","0.4244683413410085","0.34190699967676197","0.34190699967676197","0.34190699967676197","0.4158470337884873","0.4158470337884873","0.4158470337884873","0.4216632522576744","0.4216632522576744","0.4216632522576744","0.2223568898028627","0.2223568898028627","0.2223568898028627","0.414450268020231","0.414450268020231","0.414450268020231"
"196","0.4194408017799171","0.4194408017799171","0.4194408017799171","0.3739429758850627","0.3739429758850627","0.3739429758850627","0.4217916304806736","0.4217916304806736","0.4217916304806736","0.4307432766022339","0.4307432766022339","0.4307432766022339","0.21254271978899322","0.21254271978899322","0.21254271978899322","0.41238328504333893","0.41238328504333893","0.41238328504333893"
"197","0.43120073650555774","0.43120073650555774","0.43120073650555774","0.39890467196222645","0.39890467196222645","0.39890467196222645","0.43319625190703687","0.43319625190703687","0.43319625190703687","0.43487685146514293","0.43487685146514293","0.43487685146514293","0.22032619005516174","0.22032619005516174","0.22032619005516174","0.41126829669019094","0.41126829669019094","0.41126829669019094"
"198","0.43254742607890506","0.43254742607890506","0.43254742607890506","0.41171061253430347","0.41171061253430347","0.41171061253430347","0.43628582823503886","0.43628582823503886","0.43628582823503886","0.4336876039887877","0.4336876039887877","0.4336876039887877","0.24163100619892414","0.24163100619892414","0.24163100619892414","0.4107670191485776","0.4107670191485776","0.4107670191485776"
"199","0.445385329192629","0.445385329192629","0.445385329192629","0.4144873238246527","0.4144873238246527","0.4144873238246527","0.442953801574254","0.442953801574254","0.442953801574254","0.43868501114750125","0.43868501114750125","0.43868501114750125","0.24675379814933351","0.24675379814933351","0.24675379814933351","0.4158192238414328","0.4158192238414328","0.4158192238414328"
"200","0.4461576794484722","0.4461576794484722","0.4461576794484722","0.4191755660734415","0.4191755660734415","0.4191755660734415","0.4442141306353925","0.4442141306353925","0.4442141306353925","0.44207961377962524","0.44207961377962524","0.44207961377962524","0.2568357909492741","0.2568357909492741","0.2568357909492741","0.4151561736385762","0.4151561736385762","0.4151561736385762"
"201","0.4525514660123646","0.4525514660123646","0.4525514660123646","0.4214649128241004","0.4214649128241004","0.4214649128241004","0.4465731449691286","0.4465731449691286","0.4465731449691286","0.4335317187068003","0.4335317187068003","0.4335317187068003","0.25169301016853785","0.25169301016853785","0.25169301016853785","0.4204504864020334","0.4204504864020334","0.4204504864020334"
"202","0.43591134228464523","0.43591134228464523","0.43591134228464523","0.4252817626294373","0.4252817626294373","0.4252817626294373","0.4554527202320735","0.4554527202320735","0.4554527202320735","0.4417432164494733","0.4417432164494733","0.4417432164494733","0.2430616744334445","0.2430616744334445","0.2430616744334445","0.4201479969790751","0.4201479969790751","0.4201479969790751"
